	gene_symbol
RASGEF1B	RASGEF1B
RASGRF2	RASGRF2
RASGRP1	RASGRP1
RASGRP2	RASGRP2
RASGRP3	RASGRP3
RASGRP4	RASGRP4
RASL11A	RASL11A
RASSF1	RASSF1
RASSF2	RASSF2
RASSF3	RASSF3
RASSF4	RASSF4
RASSF5	RASSF5
RASSF7	RASSF7
RAVER1	RAVER1
RAVER2	RAVER2
RB1	RB1
RB1-DT	RB1-DT
RB1CC1	RB1CC1
RBAK-RBAKDN	RBAK-RBAKDN
RBBP4	RBBP4
RBBP5	RBBP5
RBBP6	RBBP6
RBBP7	RBBP7
RBBP8	RBBP8
RBBP9	RBBP9
RBCK1	RBCK1
RBFOX3	RBFOX3
RBKS	RBKS
RBL1	RBL1
RBL2	RBL2
RBM10	RBM10
RBM11	RBM11
RBM12B	RBM12B
RBM14	RBM14
RBM14-RBM4	RBM14-RBM4
RBM15	RBM15
RBM15B	RBM15B
RBM17	RBM17
RBM18	RBM18
RBM19	RBM19
RBM22	RBM22
RBM23	RBM23
RBM25	RBM25
RBM26	RBM26
RBM28	RBM28
RBM3	RBM3
RBM33	RBM33
RBM34	RBM34
RBM38	RBM38
RBM39	RBM39
RBM4	RBM4
RBM41	RBM41
RBM42	RBM42
RBM43	RBM43
RBM44	RBM44
RBM45	RBM45
RBM47	RBM47
RBM48	RBM48
RBM4B	RBM4B
RBM5	RBM5
RBM6	RBM6
RBM7	RBM7
RBM8A	RBM8A
RBMS1	RBMS1
RBMS2	RBMS2
RBMX	RBMX
RBMX2	RBMX2
RBP5	RBP5
RBP7	RBP7
RBPJ	RBPJ
RBPMS	RBPMS
RBSN	RBSN
RBX1	RBX1
RC3H1	RC3H1
RC3H2	RC3H2
RCAN1	RCAN1
RCAN3	RCAN3
RCBTB1	RCBTB1
RCBTB2	RCBTB2
RCC1	RCC1
RCC1L	RCC1L
RCC2	RCC2
RCCD1	RCCD1
RCE1	RCE1
RCHY1	RCHY1
RCL1	RCL1
RCN2	RCN2
RCN3	RCN3
RCOR1	RCOR1
RCOR3	RCOR3
RCSD1	RCSD1
RDH10	RDH10
RDH14	RDH14
RDX	RDX
REC8	REC8
RECK	RECK
RECQL	RECQL
RECQL5	RECQL5
REEP3	REEP3
REEP4	REEP4
REEP5	REEP5
REEP6	REEP6
REL	REL
RELA	RELA
RELB	RELB
RELCH	RELCH
RELL1	RELL1
RELL2	RELL2
RELT	RELT
REM2	REM2
RENBP	RENBP
REPIN1	REPIN1
REPS1	REPS1
REPS2	REPS2
RER1	RER1
RERE	RERE
RESF1	RESF1
REST	REST
RETN	RETN
RETREG1	RETREG1
RETREG2	RETREG2
RETREG3	RETREG3
RETSAT	RETSAT
REV1	REV1
REV3L	REV3L
REX1BD	REX1BD
REXO1	REXO1
REXO2	REXO2
REXO4	REXO4
RFC1	RFC1
RFC2	RFC2
RFC3	RFC3
RFC4	RFC4
RFC5	RFC5
RFESD	RFESD
RFFL	RFFL
RFK	RFK
RFLNB	RFLNB
RFNG	RFNG
RFT1	RFT1
RFTN1	RFTN1
RFTN2	RFTN2
RFWD3	RFWD3
RFX1	RFX1
RFX2	RFX2
RFX3	RFX3
RFX3-AS1	RFX3-AS1
RFX5	RFX5
RFX7	RFX7
RFXANK	RFXANK
RFXAP	RFXAP
RGCC	RGCC
RGL2	RGL2
RGL4	RGL4
RGMB	RGMB
RGP1	RGP1
RGPD1	RGPD1
RGPD2	RGPD2
RGPD3	RGPD3
RGPD4	RGPD4
RGPD5	RGPD5
RGPD6	RGPD6
RGPD8	RGPD8
RGS1	RGS1
RGS10	RGS10
RGS12	RGS12
RGS14	RGS14
RGS17	RGS17
RGS18	RGS18
RGS19	RGS19
RGS2	RGS2
RGS3	RGS3
RGS5	RGS5
RGS7	RGS7
RGS9	RGS9
RHBDD1	RHBDD1
RHBDD2	RHBDD2
RHBDD3	RHBDD3
RHBDF2	RHBDF2
RHBDL1	RHBDL1
RHD	RHD
RHEB	RHEB
RHEBL1	RHEBL1
RHNO1	RHNO1
RHOA	RHOA
RHOB	RHOB
RHOBTB2	RHOBTB2
RHOBTB3	RHOBTB3
RHOC	RHOC
RHOF	RHOF
RHOG	RHOG
RHOH	RHOH
RHOQ	RHOQ
RHOT1	RHOT1
RHOT2	RHOT2
RHOU	RHOU
RHOXF2B	RHOXF2B
RHPN1	RHPN1
RIC1	RIC1
RIC3	RIC3
RIC8A	RIC8A
RIC8B	RIC8B
RICTOR	RICTOR
RIDA	RIDA
RIF1	RIF1
RILP	RILP
RILPL1	RILPL1
RILPL2	RILPL2
RIMKLB	RIMKLB
RIMS2	RIMS2
RIN1	RIN1
RIN2	RIN2
RIN3	RIN3
RING1	RING1
RINL	RINL
RINT1	RINT1
RIOK1	RIOK1
RIOK2	RIOK2
RIOK3	RIOK3
RIOX1	RIOX1
RIOX2	RIOX2
RIPK1	RIPK1
RIPK2	RIPK2
RIPOR1	RIPOR1
RIPOR2	RIPOR2
RIPOR3	RIPOR3
RIT1	RIT1
RITA1	RITA1
RLF	RLF
RLIM	RLIM
RLN1	RLN1
RLN2	RLN2
RLN3	RLN3
RMC1	RMC1
RMDN1	RMDN1
RMDN2	RMDN2
RMDN3	RMDN3
RMI1	RMI1
RMND1	RMND1
RMND5A	RMND5A
RMND5B	RMND5B
RN7SL832P	RN7SL832P
RNASE2	RNASE2
RNASE4	RNASE4
RNASE6	RNASE6
RNASEH1	RNASEH1
RNASEH2B	RNASEH2B
RNASEH2C	RNASEH2C
RNASEK	RNASEK
RNASEL	RNASEL
RNF10	RNF10
RNF103-CHMP3	RNF103-CHMP3
RNF11	RNF11
RNF111	RNF111
RNF113A	RNF113A
RNF114	RNF114
RNF115	RNF115
RNF121	RNF121
RNF122	RNF122
RNF123	RNF123
RNF125	RNF125
RNF13	RNF13
RNF130	RNF130
RNF135	RNF135
RNF138	RNF138
RNF139	RNF139
RNF139-AS1	RNF139-AS1
RNF14	RNF14
RNF141	RNF141
RNF144A	RNF144A
RNF144B	RNF144B
RNF145	RNF145
RNF146	RNF146
RNF149	RNF149
RNF157	RNF157
RNF165	RNF165
RNF166	RNF166
RNF167	RNF167
RNF168	RNF168
RNF169	RNF169
RNF170	RNF170
RNF175	RNF175
RNF181	RNF181
RNF185	RNF185
RNF187	RNF187
RNF19A	RNF19A
RNF19B	RNF19B
RNF2	RNF2
RNF20	RNF20
RNF207	RNF207
RNF212	RNF212
RNF214	RNF214
RNF215	RNF215
RNF216	RNF216
RNF217	RNF217
RNF219	RNF219
RNF220	RNF220
RNF227	RNF227
RNF24	RNF24
RNF25	RNF25
RNF26	RNF26
RNF31	RNF31
RNF32	RNF32
RNF34	RNF34
RNF38	RNF38
RNF4	RNF4
RNF40	RNF40
RNF41	RNF41
RNF43	RNF43
RNF44	RNF44
RNF5	RNF5
RNF6	RNF6
RNF7	RNF7
RNF8	RNF8
RNFT1	RNFT1
RNFT2	RNFT2
RNGTT	RNGTT
RNH1	RNH1
RNLS	RNLS
RNMT	RNMT
RNPC3	RNPC3
RNPEP	RNPEP
RNPEPL1	RNPEPL1
RNPS1	RNPS1
RO60	RO60
ROBO2	ROBO2
ROBO3	ROBO3
ROCK1	ROCK1
ROCK2	ROCK2
ROGDI	ROGDI
ROMO1	ROMO1
ROPN1L	ROPN1L
RORA	RORA
RP2	RP2
RP9	RP9
RPA1	RPA1
RPA2	RPA2
RPA3	RPA3
RPAIN	RPAIN
RPAP1	RPAP1
RPAP2	RPAP2
RPAP3	RPAP3
RPE	RPE
RPF1	RPF1
RPF2	RPF2
RPGR	RPGR
RPGRIP1	RPGRIP1
RPGRIP1L	RPGRIP1L
RPH3A	RPH3A
RPH3AL	RPH3AL
RPIA	RPIA
RPN1	RPN1
RPN2	RPN2
RPP14	RPP14
RPP25	RPP25
RPP25L	RPP25L
RPP30	RPP30
RPP38	RPP38
RPP40	RPP40
RPRD1A	RPRD1A
RPRD1B	RPRD1B
RPRD2	RPRD2
RPTOR	RPTOR
RPUSD1	RPUSD1
RPUSD2	RPUSD2
RPUSD3	RPUSD3
RPUSD4	RPUSD4
RRAGA	RRAGA
RRAGB	RRAGB
RRAGC	RRAGC
RRAGD	RRAGD
RRAS	RRAS
RRAS2	RRAS2
RRBP1	RRBP1
RREB1	RREB1
RRM1	RRM1
RRM2B	RRM2B
RRN3	RRN3
RRNAD1	RRNAD1
RRP1	RRP1
RRP12	RRP12
RRP15	RRP15
RRP1B	RRP1B
RRP36	RRP36
RRP7A	RRP7A
RRP8	RRP8
RRP9	RRP9
RRS1	RRS1
RSAD1	RSAD1
RSAD2	RSAD2
RSBN1	RSBN1
RSBN1L	RSBN1L
RSF1	RSF1
RSL1D1	RSL1D1
RSL24D1	RSL24D1
RSPH3	RSPH3
RSPRY1	RSPRY1
RSRC1	RSRC1
RSRC2	RSRC2
RSRP1	RSRP1
RSU1	RSU1
RTCA	RTCA
RTCB	RTCB
RTEL1	RTEL1
RTF1	RTF1
RTF2	RTF2
RTKN2	RTKN2
RTL6	RTL6
RTL8A	RTL8A
RTL8C	RTL8C
RTN1	RTN1
RTN2	RTN2
RTN3	RTN3
RTN4	RTN4
RTN4IP1	RTN4IP1
RTP4	RTP4
RTRAF	RTRAF
RTTN	RTTN
RUBCN	RUBCN
RUBCNL	RUBCNL
RUFY1	RUFY1
RUFY2	RUFY2
RUFY3	RUFY3
RUNDC1	RUNDC1
RUNDC3B	RUNDC3B
RUNX1	RUNX1
RUNX2	RUNX2
RUNX3	RUNX3
RUSC1	RUSC1
RUVBL1	RUVBL1
RUVBL2	RUVBL2
RWDD1	RWDD1
RWDD2A	RWDD2A
RWDD2B	RWDD2B
RWDD4	RWDD4
RXRA	RXRA
RXRB	RXRB
RXYLT1	RXYLT1
RYBP	RYBP
RYK	RYK
RYR3	RYR3
S100A10	S100A10
S100A11	S100A11
S100A12	S100A12
S100A13	S100A13
S100A4	S100A4
S100A6	S100A6
S100A8	S100A8
S100A9	S100A9
S100B	S100B
S100P	S100P
S100PBP	S100PBP
S100Z	S100Z
S1PR1	S1PR1
S1PR3	S1PR3
S1PR4	S1PR4
S1PR5	S1PR5
SAAL1	SAAL1
SAC3D1	SAC3D1
SACM1L	SACM1L
SACS	SACS
SAE1	SAE1
SAFB	SAFB
SAFB2	SAFB2
SAG	SAG
SAMD1	SAMD1
SAMD10	SAMD10
SAMD12	SAMD12
SAMD3	SAMD3
SAMD4A	SAMD4A
SAMD4B	SAMD4B
SAMD8	SAMD8
SAMD9	SAMD9
SAMD9L	SAMD9L
SAMHD1	SAMHD1
SAMM50	SAMM50
SAMSN1	SAMSN1
SAP130	SAP130
SAP18	SAP18
SAP25	SAP25
SAP30	SAP30
SAP30BP	SAP30BP
SAP30L	SAP30L
SAR1A	SAR1A
SAR1B	SAR1B
SARAF	SARAF
SARDH	SARDH
SARM1	SARM1
SARNP	SARNP
SARS	SARS
SARS2	SARS2
SART1	SART1
SART3	SART3
SASH1	SASH1
SASH3	SASH3
SASS6	SASS6
SAT1	SAT1
SAT2	SAT2
SAV1	SAV1
SAYSD1	SAYSD1
SBDS	SBDS
SBF1	SBF1
SBF2	SBF2
SBK1	SBK1
SBNO1	SBNO1
SBNO2	SBNO2
SBSPON	SBSPON
SC5D	SC5D
SCAF1	SCAF1
SCAF11	SCAF11
SCAF4	SCAF4
SCAF8	SCAF8
SCAI	SCAI
SCAMP1	SCAMP1
SCAMP1-AS1	SCAMP1-AS1
SCAMP2	SCAMP2
SCAMP3	SCAMP3
SCAMP4	SCAMP4
SCAND1	SCAND1
SCAP	SCAP
SCAPER	SCAPER
SCARB1	SCARB1
SCARB2	SCARB2
SCART1	SCART1
SCCPDH	SCCPDH
SCFD1	SCFD1
SCFD2	SCFD2
SCGB3A1	SCGB3A1
SCIMP	SCIMP
SCLT1	SCLT1
SCMH1	SCMH1
SCML1	SCML1
SCML2	SCML2
SCML4	SCML4
SCN9A	SCN9A
SCNM1	SCNM1
SCO1	SCO1
SCOC	SCOC
SCP2	SCP2
SCPEP1	SCPEP1
SCRG1	SCRG1
SCRIB	SCRIB
SCRN1	SCRN1
SCRN2	SCRN2
SCRN3	SCRN3
SCT	SCT
SCUBE3	SCUBE3
SCYL1	SCYL1
SCYL2	SCYL2
SCYL3	SCYL3
SDAD1	SDAD1
SDCBP	SDCBP
SDCBP2	SDCBP2
SDCCAG8	SDCCAG8
SDE2	SDE2
SDF2	SDF2
SDF2L1	SDF2L1
SDF4	SDF4
SDHA	SDHA
SDHAF1	SDHAF1
SDHAF3	SDHAF3
SDHAF4	SDHAF4
SDHB	SDHB
SDHC	SDHC
SDHD	SDHD
SDK2	SDK2
SDR39U1	SDR39U1
SDR42E1	SDR42E1
SDR42E2	SDR42E2
SDSL	SDSL
SEC11A	SEC11A
SEC11C	SEC11C
SEC13	SEC13
SEC14L1	SEC14L1
SEC14L2	SEC14L2
SEC16A	SEC16A
SEC22A	SEC22A
SEC22B	SEC22B
SEC22C	SEC22C
SEC23A	SEC23A
SEC23B	SEC23B
SEC23IP	SEC23IP
SEC24A	SEC24A
SEC24B	SEC24B
SEC24C	SEC24C
SEC24D	SEC24D
SEC31A	SEC31A
SEC31B	SEC31B
SEC61A1	SEC61A1
SEC61A2	SEC61A2
SEC61B	SEC61B
SEC61G	SEC61G
SEC62	SEC62
SEC63	SEC63
SECISBP2	SECISBP2
SECISBP2L	SECISBP2L
SECTM1	SECTM1
SEH1L	SEH1L
SEL1L	SEL1L
SEL1L3	SEL1L3
SELENOF	SELENOF
SELENOI	SELENOI
SELENOK	SELENOK
SELENOM	SELENOM
SELENON	SELENON
SELENOO	SELENOO
SELENOP	SELENOP
SELENOS	SELENOS
SELENOT	SELENOT
SELENOW	SELENOW
SELL	SELL
SELPLG	SELPLG
SEM1	SEM1
SEMA3C	SEMA3C
SEMA4A	SEMA4A
SEMA4B	SEMA4B
SEMA4C	SEMA4C
SEMA4D	SEMA4D
SEMA4F	SEMA4F
SEMA6A	SEMA6A
SENP1	SENP1
SENP2	SENP2
SENP3	SENP3
SENP3-EIF4A1	SENP3-EIF4A1
SENP5	SENP5
SENP6	SENP6
SENP7	SENP7
SENP8	SENP8
SEPHS1	SEPHS1
SEPHS2	SEPHS2
SEPSECS	SEPSECS
SEPT1	SEPT1
SEPT10	SEPT10
SEPT11	SEPT11
SEPT14	SEPT14
SEPT2	SEPT2
SEPT5	SEPT5
SEPT6	SEPT6
SEPT7	SEPT7
SEPT9	SEPT9
SERAC1	SERAC1
SERBP1	SERBP1
SERF1A	SERF1A
SERF1B	SERF1B
SERF2	SERF2
SERGEF	SERGEF
SERHL2	SERHL2
SERINC1	SERINC1
SERINC3	SERINC3
SERINC5	SERINC5
SERP1	SERP1
SERPINA1	SERPINA1
SERPINB1	SERPINB1
SERPINB6	SERPINB6
SERPINB8	SERPINB8
SERPINB9	SERPINB9
SERPINB9P1	SERPINB9P1
SERPINE2	SERPINE2
SERPINF1	SERPINF1
SERPING1	SERPING1
SERPINH1	SERPINH1
SERPINI1	SERPINI1
SERTAD1	SERTAD1
SERTAD2	SERTAD2
SERTAD3	SERTAD3
SESN1	SESN1
SESN2	SESN2
SESN3	SESN3
SESTD1	SESTD1
SET	SET
SETBP1	SETBP1
SETD1A	SETD1A
SETD1B	SETD1B
SETD2	SETD2
SETD3	SETD3
SETD4	SETD4
SETD5	SETD5
SETD6	SETD6
SETD7	SETD7
SETD9	SETD9
SETDB1	SETDB1
SETDB2	SETDB2
SETMAR	SETMAR
SETSIP	SETSIP
SETX	SETX
SF1	SF1
SF3A1	SF3A1
SF3A2	SF3A2
SF3A3	SF3A3
SF3B1	SF3B1
SF3B2	SF3B2
SF3B3	SF3B3
SF3B4	SF3B4
SF3B5	SF3B5
SF3B6	SF3B6
SFI1	SFI1
SFMBT1	SFMBT1
SFMBT2	SFMBT2
SFPQ	SFPQ
SFR1	SFR1
SFSWAP	SFSWAP
SFT2D1	SFT2D1
SFT2D2	SFT2D2
SFXN1	SFXN1
SFXN2	SFXN2
SFXN3	SFXN3
SFXN4	SFXN4
SFXN5	SFXN5
SGCB	SGCB
SGCE	SGCE
SGF29	SGF29
SGK1	SGK1
SGK3	SGK3
SGMS1	SGMS1
SGMS2	SGMS2
SGO1	SGO1
SGO2	SGO2
SGPL1	SGPL1
SGPP1	SGPP1
SGPP2	SGPP2
SGSH	SGSH
SGSM1	SGSM1
SGSM2	SGSM2
SGTA	SGTA
SGTB	SGTB
SH2B1	SH2B1
SH2B3	SH2B3
SH2D1B	SH2D1B
SH2D2A	SH2D2A
SH2D3A	SH2D3A
SH2D3C	SH2D3C
SH3BGR	SH3BGR
SH3BGRL	SH3BGRL
SH3BGRL2	SH3BGRL2
SH3BGRL3	SH3BGRL3
SH3BP1	SH3BP1
SH3BP2	SH3BP2
SH3BP5	SH3BP5
SH3BP5L	SH3BP5L
SH3D19	SH3D19
SH3GL1	SH3GL1
SH3GLB1	SH3GLB1
SH3GLB2	SH3GLB2
SH3KBP1	SH3KBP1
SH3PXD2A	SH3PXD2A
SH3RF1	SH3RF1
SH3RF3	SH3RF3
SH3TC1	SH3TC1
SH3YL1	SH3YL1
SHARPIN	SHARPIN
SHC1	SHC1
SHCBP1	SHCBP1
SHF	SHF
SHISA5	SHISA5
SHISAL2A	SHISAL2A
SHKBP1	SHKBP1
SHLD1	SHLD1
SHLD2	SHLD2
SHMT1	SHMT1
SHMT2	SHMT2
SHOC1	SHOC1
SHOC2	SHOC2
SHPRH	SHPRH
SHQ1	SHQ1
SHTN1	SHTN1
SIAE	SIAE
SIAH1	SIAH1
SIAH2	SIAH2
SIDT1	SIDT1
SIDT2	SIDT2
SIGIRR	SIGIRR
SIGLEC1	SIGLEC1
SIGLEC10	SIGLEC10
SIGLEC15	SIGLEC15
SIGLEC5	SIGLEC5
SIGLEC7	SIGLEC7
SIGLEC9	SIGLEC9
SIGMAR1	SIGMAR1
SIK1	SIK1
SIK1B	SIK1B
SIK2	SIK2
SIK3	SIK3
SIKE1	SIKE1
SIL1	SIL1
SIMC1	SIMC1
SIN3A	SIN3A
SIN3B	SIN3B
SINHCAF	SINHCAF
SIPA1	SIPA1
SIPA1L1	SIPA1L1
SIPA1L2	SIPA1L2
SIPA1L3	SIPA1L3
SIRPA	SIRPA
SIRPB2	SIRPB2
SIRPG	SIRPG
SIRT1	SIRT1
SIRT2	SIRT2
SIRT3	SIRT3
SIRT5	SIRT5
SIRT6	SIRT6
SIRT7	SIRT7
SIT1	SIT1
SIVA1	SIVA1
SKA2	SKA2
SKAP1	SKAP1
SKAP2	SKAP2
SKI	SKI
SKIL	SKIL
SKIV2L	SKIV2L
SKP1	SKP1
SKP2	SKP2
SLA	SLA
SLA2	SLA2
SLAIN1	SLAIN1
SLAIN2	SLAIN2
SLAMF1	SLAMF1
SLAMF6	SLAMF6
SLAMF7	SLAMF7
SLBP	SLBP
SLC10A3	SLC10A3
SLC10A7	SLC10A7
SLC11A1	SLC11A1
SLC11A2	SLC11A2
SLC12A2	SLC12A2
SLC12A3	SLC12A3
SLC12A6	SLC12A6
SLC12A7	SLC12A7
SLC12A8	SLC12A8
SLC12A9	SLC12A9
SLC13A3	SLC13A3
SLC14A1	SLC14A1
SLC15A2	SLC15A2
SLC15A3	SLC15A3
SLC15A4	SLC15A4
SLC16A1	SLC16A1
SLC16A10	SLC16A10
SLC16A11	SLC16A11
SLC16A13	SLC16A13
SLC16A3	SLC16A3
SLC16A4	SLC16A4
SLC16A5	SLC16A5
SLC16A6	SLC16A6
SLC16A7	SLC16A7
SLC17A5	SLC17A5
SLC17A9	SLC17A9
SLC18B1	SLC18B1
SLC19A1	SLC19A1
SLC19A2	SLC19A2
SLC1A2	SLC1A2
SLC1A4	SLC1A4
SLC1A5	SLC1A5
SLC1A7	SLC1A7
SLC20A1	SLC20A1
SLC20A2	SLC20A2
SLC22A15	SLC22A15
SLC22A17	SLC22A17
SLC22A18	SLC22A18
SLC22A18AS	SLC22A18AS
SLC22A23	SLC22A23
SLC22A5	SLC22A5
SLC23A2	SLC23A2
SLC24A1	SLC24A1
SLC24A4	SLC24A4
SLC25A1	SLC25A1
SLC25A11	SLC25A11
SLC25A12	SLC25A12
SLC25A13	SLC25A13
SLC25A14	SLC25A14
SLC25A15	SLC25A15
SLC25A16	SLC25A16
SLC25A17	SLC25A17
SLC25A19	SLC25A19
SLC25A20	SLC25A20
SLC25A22	SLC25A22
SLC25A23	SLC25A23
SLC25A24	SLC25A24
SLC25A25	SLC25A25
SLC25A26	SLC25A26
SLC25A28	SLC25A28
SLC25A3	SLC25A3
SLC25A30	SLC25A30
SLC25A32	SLC25A32
SLC25A33	SLC25A33
SLC25A34	SLC25A34
SLC25A35	SLC25A35
SLC25A36	SLC25A36
SLC25A37	SLC25A37
SLC25A38	SLC25A38
SLC25A39	SLC25A39
SLC25A4	SLC25A4
SLC25A40	SLC25A40
SLC25A42	SLC25A42
SLC25A43	SLC25A43
SLC25A44	SLC25A44
SLC25A45	SLC25A45
SLC25A46	SLC25A46
SLC25A5	SLC25A5
SLC25A53	SLC25A53
SLC25A6	SLC25A6
SLC26A11	SLC26A11
SLC26A2	SLC26A2
SLC26A6	SLC26A6
SLC27A1	SLC27A1
SLC27A3	SLC27A3
SLC27A4	SLC27A4
SLC27A5	SLC27A5
SLC29A1	SLC29A1
SLC29A2	SLC29A2
SLC29A3	SLC29A3
SLC29A4	SLC29A4
SLC2A1	SLC2A1
SLC2A11	SLC2A11
SLC2A13	SLC2A13
SLC2A14	SLC2A14
SLC2A3	SLC2A3
SLC2A4RG	SLC2A4RG
SLC2A6	SLC2A6
SLC2A8	SLC2A8
SLC2A9	SLC2A9
SLC30A1	SLC30A1
SLC30A4	SLC30A4
SLC30A5	SLC30A5
SLC30A6	SLC30A6
SLC30A7	SLC30A7
SLC30A9	SLC30A9
SLC31A1	SLC31A1
SLC31A2	SLC31A2
SLC35A2	SLC35A2
SLC35A3	SLC35A3
SLC35A4	SLC35A4
SLC35A5	SLC35A5
SLC35B1	SLC35B1
SLC35B2	SLC35B2
SLC35B3	SLC35B3
SLC35B4	SLC35B4
SLC35C1	SLC35C1
SLC35C2	SLC35C2
SLC35D1	SLC35D1
SLC35E2A	SLC35E2A
SLC35E2B	SLC35E2B
SLC35E3	SLC35E3
SLC35E4	SLC35E4
SLC35F1	SLC35F1
SLC35F2	SLC35F2
SLC35F3	SLC35F3
SLC35F5	SLC35F5
SLC35F6	SLC35F6
SLC35G1	SLC35G1
SLC36A1	SLC36A1
SLC36A4	SLC36A4
SLC37A1	SLC37A1
SLC37A2	SLC37A2
SLC37A3	SLC37A3
SLC37A4	SLC37A4
SLC38A1	SLC38A1
SLC38A10	SLC38A10
SLC38A2	SLC38A2
SLC38A5	SLC38A5
SLC38A6	SLC38A6
SLC38A7	SLC38A7
SLC38A9	SLC38A9
SLC39A1	SLC39A1
SLC39A10	SLC39A10
SLC39A11	SLC39A11
SLC39A13	SLC39A13
SLC39A14	SLC39A14
SLC39A4	SLC39A4
SLC39A6	SLC39A6
SLC39A7	SLC39A7
SLC39A8	SLC39A8
SLC39A9	SLC39A9
SLC3A1	SLC3A1
SLC3A2	SLC3A2
SLC40A1	SLC40A1
SLC41A1	SLC41A1
SLC41A2	SLC41A2
SLC41A3	SLC41A3
SLC43A1	SLC43A1
SLC43A2	SLC43A2
SLC44A1	SLC44A1
SLC44A2	SLC44A2
SLC45A4	SLC45A4
SLC46A1	SLC46A1
SLC46A3	SLC46A3
SLC47A1	SLC47A1
SLC48A1	SLC48A1
SLC49A3	SLC49A3
SLC49A4	SLC49A4
SLC4A10	SLC4A10
SLC4A1AP	SLC4A1AP
SLC4A4	SLC4A4
SLC4A7	SLC4A7
SLC4A8	SLC4A8
SLC50A1	SLC50A1
SLC51A	SLC51A
SLC52A1	SLC52A1
SLC52A2	SLC52A2
SLC5A5	SLC5A5
SLC5A6	SLC5A6
SLC6A16	SLC6A16
SLC6A4	SLC6A4
SLC6A6	SLC6A6
SLC7A1	SLC7A1
SLC7A5	SLC7A5
SLC7A6	SLC7A6
SLC7A6OS	SLC7A6OS
SLC7A7	SLC7A7
SLC8A1	SLC8A1
SLC8B1	SLC8B1
SLC9A1	SLC9A1
SLC9A3R1	SLC9A3R1
SLC9A5	SLC9A5
SLC9A6	SLC9A6
SLC9A7	SLC9A7
SLC9A8	SLC9A8
SLC9A9	SLC9A9
SLC9B1	SLC9B1
SLC9B2	SLC9B2
SLCO3A1	SLCO3A1
SLCO4C1	SLCO4C1
SLF1	SLF1
SLF2	SLF2
SLFN11	SLFN11
SLFN12	SLFN12
SLFN12L	SLFN12L
SLFN13	SLFN13
SLFN5	SLFN5
SLIRP	SLIRP
SLITRK4	SLITRK4
SLK	SLK
SLMAP	SLMAP
SLTM	SLTM
SLU7	SLU7
SLX1A	SLX1A
SLX1B	SLX1B
SLX4	SLX4
SLX4IP	SLX4IP
SMAD1	SMAD1
SMAD2	SMAD2
SMAD3	SMAD3
SMAD4	SMAD4
SMAD5	SMAD5
SMAD7	SMAD7
SMAGP	SMAGP
SMAP1	SMAP1
SMAP2	SMAP2
SMARCA2	SMARCA2
SMARCA4	SMARCA4
SMARCA5	SMARCA5
SMARCAD1	SMARCAD1
SMARCAL1	SMARCAL1
SMARCB1	SMARCB1
SMARCC1	SMARCC1
SMARCD1	SMARCD1
SMARCD2	SMARCD2
SMARCD3	SMARCD3
SMARCE1	SMARCE1
SMC1A	SMC1A
SMC2	SMC2
SMC3	SMC3
SMC4	SMC4
SMC5	SMC5
SMC6	SMC6
SMCHD1	SMCHD1
SMCO4	SMCO4
SMCR8	SMCR8
SMDT1	SMDT1
SMG1	SMG1
SMG5	SMG5
SMG6	SMG6
SMG7	SMG7
SMG9	SMG9
SMIM1	SMIM1
SMIM10L1	SMIM10L1
SMIM11A	SMIM11A
SMIM11B	SMIM11B
SMIM12	SMIM12
SMIM13	SMIM13
SMIM14	SMIM14
SMIM15	SMIM15
SMIM19	SMIM19
SMIM20	SMIM20
SMIM25	SMIM25
SMIM26	SMIM26
SMIM27	SMIM27
SMIM29	SMIM29
SMIM3	SMIM3
SMIM30	SMIM30
SMIM4	SMIM4
SMIM5	SMIM5
SMIM8	SMIM8
SMKR1	SMKR1
SMN1	SMN1
SMN2	SMN2
SMNDC1	SMNDC1
SMOX	SMOX
SMPD1	SMPD1
SMPD2	SMPD2
SMPD3	SMPD3
SMPD4	SMPD4
SMPDL3A	SMPDL3A
SMS	SMS
SMU1	SMU1
SMUG1	SMUG1
SMURF1	SMURF1
SMURF2	SMURF2
SMYD2	SMYD2
SMYD3	SMYD3
SMYD4	SMYD4
SMYD5	SMYD5
SNAP23	SNAP23
SNAP29	SNAP29
SNAP47	SNAP47
SNAPC1	SNAPC1
SNAPC2	SNAPC2
SNAPC3	SNAPC3
SNAPC4	SNAPC4
SNAPC5	SNAPC5
SNAPIN	SNAPIN
SNCA	SNCA
SND1	SND1
SNED1	SNED1
SNF8	SNF8
SNHG15	SNHG15
SNHG19	SNHG19
SNHG25	SNHG25
SNHG8	SNHG8
SNHG9	SNHG9
SNIP1	SNIP1
SNN	SNN
SNPH	SNPH
SNRK	SNRK
SNRNP200	SNRNP200
SNRNP25	SNRNP25
SNRNP27	SNRNP27
SNRNP35	SNRNP35
SNRNP40	SNRNP40
SNRNP48	SNRNP48
SNRNP70	SNRNP70
SNRPA	SNRPA
SNRPA1	SNRPA1
SNRPB	SNRPB
SNRPB2	SNRPB2
SNRPC	SNRPC
SNRPD1	SNRPD1
SNRPD2	SNRPD2
SNRPD3	SNRPD3
SNRPE	SNRPE
SNRPF	SNRPF
SNRPG	SNRPG
SNRPN	SNRPN
SNTB1	SNTB1
SNTB2	SNTB2
SNU13	SNU13
SNUPN	SNUPN
SNW1	SNW1
SNX1	SNX1
