	gene_symbol
GMPR2	GMPR2
GMPS	GMPS
GNA12	GNA12
GNA13	GNA13
GNA15	GNA15
GNAI2	GNAI2
GNAI3	GNAI3
GNAL	GNAL
GNAO1	GNAO1
GNAQ	GNAQ
GNAS	GNAS
GNB1	GNB1
GNB1L	GNB1L
GNB2	GNB2
GNB4	GNB4
GNB5	GNB5
GNE	GNE
GNG11	GNG11
GNG2	GNG2
GNG5	GNG5
GNG7	GNG7
GNGT2	GNGT2
GNL1	GNL1
GNL2	GNL2
GNL3	GNL3
GNL3L	GNL3L
GNLY	GNLY
GNPAT	GNPAT
GNPDA1	GNPDA1
GNPDA2	GNPDA2
GNPNAT1	GNPNAT1
GNPTAB	GNPTAB
GNPTG	GNPTG
GNRH1	GNRH1
GNS	GNS
GOLGA1	GOLGA1
GOLGA2	GOLGA2
GOLGA3	GOLGA3
GOLGA4	GOLGA4
GOLGA5	GOLGA5
GOLGA6L10	GOLGA6L10
GOLGA6L4	GOLGA6L4
GOLGA7	GOLGA7
GOLGA7B	GOLGA7B
GOLGA8A	GOLGA8A
GOLGA8B	GOLGA8B
GOLGA8M	GOLGA8M
GOLGA8N	GOLGA8N
GOLGA8O	GOLGA8O
GOLGA8Q	GOLGA8Q
GOLGA8R	GOLGA8R
GOLGB1	GOLGB1
GOLIM4	GOLIM4
GOLM1	GOLM1
GOLPH3	GOLPH3
GOLPH3L	GOLPH3L
GOLT1B	GOLT1B
GON4L	GON4L
GON7	GON7
GOPC	GOPC
GORAB	GORAB
GORASP1	GORASP1
GORASP2	GORASP2
GOSR1	GOSR1
GOSR2	GOSR2
GOT1	GOT1
GOT2	GOT2
GP1BA	GP1BA
GP5	GP5
GP9	GP9
GPA33	GPA33
GPAA1	GPAA1
GPALPP1	GPALPP1
GPAM	GPAM
GPANK1	GPANK1
GPAT3	GPAT3
GPAT4	GPAT4
GPATCH1	GPATCH1
GPATCH11	GPATCH11
GPATCH2	GPATCH2
GPATCH2L	GPATCH2L
GPATCH3	GPATCH3
GPATCH4	GPATCH4
GPATCH8	GPATCH8
GPBAR1	GPBAR1
GPBP1	GPBP1
GPBP1L1	GPBP1L1
GPCPD1	GPCPD1
GPD1L	GPD1L
GPD2	GPD2
GPHN	GPHN
GPI	GPI
GPKOW	GPKOW
GPM6A	GPM6A
GPM6B	GPM6B
GPN1	GPN1
GPN2	GPN2
GPN3	GPN3
GPR107	GPR107
GPR108	GPR108
GPR132	GPR132
GPR137	GPR137
GPR137B	GPR137B
GPR141	GPR141
GPR155	GPR155
GPR157	GPR157
GPR160	GPR160
GPR162	GPR162
GPR171	GPR171
GPR174	GPR174
GPR18	GPR18
GPR180	GPR180
GPR183	GPR183
GPR19	GPR19
GPR22	GPR22
GPR27	GPR27
GPR3	GPR3
GPR34	GPR34
GPR35	GPR35
GPR55	GPR55
GPR65	GPR65
GPR68	GPR68
GPR82	GPR82
GPR89A	GPR89A
GPR89B	GPR89B
GPRIN3	GPRIN3
GPS1	GPS1
GPS2	GPS2
GPSM2	GPSM2
GPSM3	GPSM3
GPX4	GPX4
GPX7	GPX7
GPX8	GPX8
GRAMD1A	GRAMD1A
GRAMD1B	GRAMD1B
GRAMD2B	GRAMD2B
GRAMD4	GRAMD4
GRAP2	GRAP2
GRASP	GRASP
GRB2	GRB2
GREB1L	GREB1L
GREM1	GREM1
GREM2	GREM2
GRHPR	GRHPR
GRIK1	GRIK1
GRIN2C	GRIN2C
GRIN3A	GRIN3A
GRINA	GRINA
GRIPAP1	GRIPAP1
GRK2	GRK2
GRK3	GRK3
GRK4	GRK4
GRK5	GRK5
GRK6	GRK6
GRM7-AS3	GRM7-AS3
GRN	GRN
GRPEL1	GRPEL1
GRPEL2	GRPEL2
GRSF1	GRSF1
GRWD1	GRWD1
GSAP	GSAP
GSDMB	GSDMB
GSDMD	GSDMD
GSE1	GSE1
GSK3A	GSK3A
GSK3B	GSK3B
GSKIP	GSKIP
GSN	GSN
GSPT1	GSPT1
GSPT2	GSPT2
GSR	GSR
GSS	GSS
GSTA4	GSTA4
GSTCD	GSTCD
GSTK1	GSTK1
GSTM2	GSTM2
GSTM3	GSTM3
GSTM4	GSTM4
GSTO1	GSTO1
GSTO2	GSTO2
GSTP1	GSTP1
GSTZ1	GSTZ1
GTDC1	GTDC1
GTF2A1	GTF2A1
GTF2A2	GTF2A2
GTF2B	GTF2B
GTF2E1	GTF2E1
GTF2E2	GTF2E2
GTF2F1	GTF2F1
GTF2F2	GTF2F2
GTF2H1	GTF2H1
GTF2H2	GTF2H2
GTF2H2C	GTF2H2C
GTF2H3	GTF2H3
GTF2H4	GTF2H4
GTF2H5	GTF2H5
GTF2I	GTF2I
GTF2IRD2	GTF2IRD2
GTF2IRD2B	GTF2IRD2B
GTF3A	GTF3A
GTF3C1	GTF3C1
GTF3C2	GTF3C2
GTF3C3	GTF3C3
GTF3C4	GTF3C4
GTF3C5	GTF3C5
GTF3C6	GTF3C6
GTPBP1	GTPBP1
GTPBP10	GTPBP10
GTPBP2	GTPBP2
GTPBP3	GTPBP3
GTPBP4	GTPBP4
GTPBP6	GTPBP6
GTPBP8	GTPBP8
GTSCR1	GTSCR1
GTSF1	GTSF1
GUCD1	GUCD1
GUCY1A2	GUCY1A2
GUF1	GUF1
GUK1	GUK1
GUSB	GUSB
GVQW3	GVQW3
GXYLT1	GXYLT1
GXYLT2	GXYLT2
GYG1	GYG1
GYPC	GYPC
GYS1	GYS1
GZF1	GZF1
GZMA	GZMA
GZMB	GZMB
GZMH	GZMH
GZMK	GZMK
GZMM	GZMM
H1F0	H1F0
H1FX	H1FX
H2AFJ	H2AFJ
H2AFV	H2AFV
H2AFX	H2AFX
H2AFY	H2AFY
H2AFY2	H2AFY2
H2AFZ	H2AFZ
H3F3A	H3F3A
H3F3B	H3F3B
H3F3C	H3F3C
H6PD	H6PD
HAAO	HAAO
HABP4	HABP4
HACD1	HACD1
HACD2	HACD2
HACD3	HACD3
HACD4	HACD4
HACE1	HACE1
HACL1	HACL1
HADH	HADH
HADHA	HADHA
HADHB	HADHB
HAGH	HAGH
HAGHL	HAGHL
HAL	HAL
HAPLN3	HAPLN3
HAR1A	HAR1A
HAR1B	HAR1B
HARBI1	HARBI1
HARS	HARS
HARS2	HARS2
HAT1	HAT1
HAUS1	HAUS1
HAUS2	HAUS2
HAUS4	HAUS4
HAUS5	HAUS5
HAUS6	HAUS6
HAUS8	HAUS8
HAVCR2	HAVCR2
HAX1	HAX1
HBA1	HBA1
HBA2	HBA2
HBB	HBB
HBEGF	HBEGF
HBG1	HBG1
HBP1	HBP1
HBS1L	HBS1L
HCAR2	HCAR2
HCCS	HCCS
HCFC1	HCFC1
HCFC1R1	HCFC1R1
HCFC2	HCFC2
HCG11	HCG11
HCG17	HCG17
HCG27	HCG27
HCK	HCK
HCLS1	HCLS1
HCST	HCST
HDAC1	HDAC1
HDAC10	HDAC10
HDAC11	HDAC11
HDAC2	HDAC2
HDAC3	HDAC3
HDAC4	HDAC4
HDAC5	HDAC5
HDAC6	HDAC6
HDAC7	HDAC7
HDAC8	HDAC8
HDAC9	HDAC9
HDDC2	HDDC2
HDDC3	HDDC3
HDGF	HDGF
HDGFL2	HDGFL2
HDGFL3	HDGFL3
HDHD2	HDHD2
HDHD3	HDHD3
HDHD5	HDHD5
HDLBP	HDLBP
HDX	HDX
HEATR1	HEATR1
HEATR3	HEATR3
HEATR4	HEATR4
HEATR5A	HEATR5A
HEATR5B	HEATR5B
HEATR6	HEATR6
HEATR9	HEATR9
HEBP1	HEBP1
HEBP2	HEBP2
HECA	HECA
HECTD1	HECTD1
HECTD2	HECTD2
HECTD3	HECTD3
HECTD4	HECTD4
HECW2	HECW2
HEG1	HEG1
HEIH	HEIH
HELB	HELB
HELLS	HELLS
HELQ	HELQ
HELZ	HELZ
HELZ2	HELZ2
HEMGN	HEMGN
HEMK1	HEMK1
HENMT1	HENMT1
HERC1	HERC1
HERC2	HERC2
HERC3	HERC3
HERC4	HERC4
HERC5	HERC5
HERC6	HERC6
HERPUD1	HERPUD1
HERPUD2	HERPUD2
HES6	HES6
HEXB	HEXB
HEXD	HEXD
HEXIM1	HEXIM1
HEXIM2	HEXIM2
HFE	HFE
HGF	HGF
HGH1	HGH1
HGS	HGS
HGSNAT	HGSNAT
HHAT	HHAT
HHEX	HHEX
HHLA3	HHLA3
HIBADH	HIBADH
HIBCH	HIBCH
HIC1	HIC1
HIC2	HIC2
HIF1A	HIF1A
HIF1A-AS2	HIF1A-AS2
HIF1AN	HIF1AN
HIKESHI	HIKESHI
HINFP	HINFP
HINT1	HINT1
HINT2	HINT2
HINT3	HINT3
HIP1	HIP1
HIP1R	HIP1R
HIPK1	HIPK1
HIPK2	HIPK2
HIPK3	HIPK3
HIRA	HIRA
HIRIP3	HIRIP3
HIST1H1A	HIST1H1A
HIST1H1B	HIST1H1B
HIST1H1C	HIST1H1C
HIST1H1D	HIST1H1D
HIST1H1E	HIST1H1E
HIST1H2AC	HIST1H2AC
HIST1H2AE	HIST1H2AE
HIST1H2AG	HIST1H2AG
HIST1H2AI	HIST1H2AI
HIST1H2BC	HIST1H2BC
HIST1H2BD	HIST1H2BD
HIST1H2BF	HIST1H2BF
HIST1H2BG	HIST1H2BG
HIST1H2BJ	HIST1H2BJ
HIST1H2BN	HIST1H2BN
HIST1H3A	HIST1H3A
HIST1H3H	HIST1H3H
HIST1H3J	HIST1H3J
HIST1H4A	HIST1H4A
HIST1H4C	HIST1H4C
HIST1H4E	HIST1H4E
HIST1H4H	HIST1H4H
HIST1H4I	HIST1H4I
HIST1H4K	HIST1H4K
HIST2H2AA3	HIST2H2AA3
HIST2H2AA4	HIST2H2AA4
HIST2H2AB	HIST2H2AB
HIST2H2AC	HIST2H2AC
HIST2H2BE	HIST2H2BE
HIST2H2BF	HIST2H2BF
HIST2H4A	HIST2H4A
HIST3H2A	HIST3H2A
HIST3H2BB	HIST3H2BB
HIST4H4	HIST4H4
HIVEP1	HIVEP1
HIVEP2	HIVEP2
HIVEP3	HIVEP3
HK1	HK1
HK2	HK2
HK3	HK3
HKDC1	HKDC1
HKR1	HKR1
HLA-A	HLA-A
HLA-B	HLA-B
HLA-C	HLA-C
HLA-DMB	HLA-DMB
HLA-DOA	HLA-DOA
HLA-DOB	HLA-DOB
HLA-DPA1	HLA-DPA1
HLA-DPB1	HLA-DPB1
HLA-DQA1	HLA-DQA1
HLA-DQA2	HLA-DQA2
HLA-DQB1	HLA-DQB1
HLA-DQB2	HLA-DQB2
HLA-DRA	HLA-DRA
HLA-DRB1	HLA-DRB1
HLA-DRB5	HLA-DRB5
HLA-E	HLA-E
HLA-F	HLA-F
HLA-G	HLA-G
HLCS	HLCS
HLTF	HLTF
HLX	HLX
HM13	HM13
HMBOX1	HMBOX1
HMBS	HMBS
HMCES	HMCES
HMG20A	HMG20A
HMG20B	HMG20B
HMGA1	HMGA1
HMGB1	HMGB1
HMGB2	HMGB2
HMGB3	HMGB3
HMGCL	HMGCL
HMGCR	HMGCR
HMGCS1	HMGCS1
HMGN1	HMGN1
HMGN2	HMGN2
HMGN3	HMGN3
HMGN4	HMGN4
HMGN5	HMGN5
HMGXB3	HMGXB3
HMGXB4	HMGXB4
HMOX1	HMOX1
HMOX2	HMOX2
HMSD	HMSD
HNMT	HNMT
HNRNPA0	HNRNPA0
HNRNPA1P48	HNRNPA1P48
HNRNPA2B1	HNRNPA2B1
HNRNPA3	HNRNPA3
HNRNPAB	HNRNPAB
HNRNPC	HNRNPC
HNRNPD	HNRNPD
HNRNPDL	HNRNPDL
HNRNPF	HNRNPF
HNRNPH1	HNRNPH1
HNRNPH3	HNRNPH3
HNRNPK	HNRNPK
HNRNPL	HNRNPL
HNRNPLL	HNRNPLL
HNRNPM	HNRNPM
HNRNPR	HNRNPR
HNRNPU	HNRNPU
HNRNPUL1	HNRNPUL1
HNRNPUL2-BSCL2	HNRNPUL2-BSCL2
HOMER1	HOMER1
HOMER2	HOMER2
HOMEZ	HOMEZ
HOOK1	HOOK1
HOOK2	HOOK2
HOOK3	HOOK3
HOPX	HOPX
HORMAD1	HORMAD1
HOXB2	HOXB2
HOXB3	HOXB3
HOXB7	HOXB7
HP	HP
HP1BP3	HP1BP3
HPCAL1	HPCAL1
HPCAL4	HPCAL4
HPF1	HPF1
HPGD	HPGD
HPRT1	HPRT1
HPS1	HPS1
HPS3	HPS3
HPS4	HPS4
HPS5	HPS5
HPS6	HPS6
HPSE	HPSE
HRAS	HRAS
HRASLS2	HRASLS2
HRH2	HRH2
HS1BP3	HS1BP3
HS2ST1	HS2ST1
HS3ST1	HS3ST1
HS3ST3B1	HS3ST3B1
HS6ST1	HS6ST1
HSBP1	HSBP1
HSBP1L1	HSBP1L1
HSCB	HSCB
HSD17B10	HSD17B10
HSD17B11	HSD17B11
HSD17B12	HSD17B12
HSD17B4	HSD17B4
HSD17B7	HSD17B7
HSD17B8	HSD17B8
HSDL1	HSDL1
HSDL2	HSDL2
HSF1	HSF1
HSF2	HSF2
HSF5	HSF5
HSH2D	HSH2D
HSP90AA1	HSP90AA1
HSP90AB1	HSP90AB1
HSP90B1	HSP90B1
HSPA13	HSPA13
HSPA14	HSPA14
HSPA1A	HSPA1A
HSPA1B	HSPA1B
HSPA1L	HSPA1L
HSPA4	HSPA4
HSPA4L	HSPA4L
HSPA5	HSPA5
HSPA8	HSPA8
HSPA9	HSPA9
HSPB1	HSPB1
HSPB11	HSPB11
HSPB8	HSPB8
HSPBAP1	HSPBAP1
HSPBP1	HSPBP1
HSPD1	HSPD1
HSPE1	HSPE1
HSPE1-MOB4	HSPE1-MOB4
HSPH1	HSPH1
HTATIP2	HTATIP2
HTATSF1	HTATSF1
HTR2B	HTR2B
HTRA2	HTRA2
HTT	HTT
HUS1	HUS1
HUWE1	HUWE1
HVCN1	HVCN1
HYAL2	HYAL2
HYAL3	HYAL3
HYKK	HYKK
HYLS1	HYLS1
HYOU1	HYOU1
IAH1	IAH1
IARS	IARS
IARS2	IARS2
IATPR	IATPR
IBA57	IBA57
IBTK	IBTK
ICA1	ICA1
ICA1L	ICA1L
ICAM1	ICAM1
ICAM2	ICAM2
ICE1	ICE1
ICE2	ICE2
ICK	ICK
ICMT	ICMT
ICOS	ICOS
ICOSLG	ICOSLG
ID1	ID1
ID2	ID2
ID3	ID3
IDE	IDE
IDH1	IDH1
IDH2	IDH2
IDH3A	IDH3A
IDH3B	IDH3B
IDH3G	IDH3G
IDI1	IDI1
IDNK	IDNK
IDS	IDS
IER2	IER2
IER3	IER3
IER5	IER5
IFFO1	IFFO1
IFI16	IFI16
IFI27L1	IFI27L1
IFI27L2	IFI27L2
IFI35	IFI35
IFI44	IFI44
IFI44L	IFI44L
IFI6	IFI6
IFIH1	IFIH1
IFIT1	IFIT1
IFIT2	IFIT2
IFIT3	IFIT3
IFIT5	IFIT5
IFITM2	IFITM2
IFITM3	IFITM3
IFNAR1	IFNAR1
IFNG	IFNG
IFNGR1	IFNGR1
IFNGR2	IFNGR2
IFNLR1	IFNLR1
IFRD1	IFRD1
IFRD2	IFRD2
IFT122	IFT122
IFT140	IFT140
IFT172	IFT172
IFT20	IFT20
IFT22	IFT22
IFT27	IFT27
IFT43	IFT43
IFT46	IFT46
IFT52	IFT52
IFT57	IFT57
IFT74	IFT74
IFT81	IFT81
IFT88	IFT88
IGBP1	IGBP1
IGF1R	IGF1R
IGF2BP2	IGF2BP2
IGF2BP3	IGF2BP3
IGF2R	IGF2R
IGFBP3	IGFBP3
IGFBP4	IGFBP4
IGFBP6	IGFBP6
IGFBP7	IGFBP7
IGFLR1	IGFLR1
IGHMBP2	IGHMBP2
IGIP	IGIP
IGLL5	IGLL5
IGSF22	IGSF22
IGSF6	IGSF6
IGSF8	IGSF8
IK	IK
IKBIP	IKBIP
IKBKB	IKBKB
IKBKE	IKBKE
IKBKG	IKBKG
IKZF1	IKZF1
IKZF2	IKZF2
IKZF3	IKZF3
IKZF4	IKZF4
IKZF5	IKZF5
IL10RA	IL10RA
IL11RA	IL11RA
IL12RB1	IL12RB1
IL12RB2	IL12RB2
IL13RA1	IL13RA1
IL15	IL15
IL15RA	IL15RA
IL16	IL16
IL17RA	IL17RA
IL17RC	IL17RC
IL18	IL18
IL18BP	IL18BP
IL18R1	IL18R1
IL18RAP	IL18RAP
IL1B	IL1B
IL1RAP	IL1RAP
IL1RN	IL1RN
IL21R	IL21R
IL23A	IL23A
IL23R	IL23R
IL24	IL24
IL27RA	IL27RA
IL2RA	IL2RA
IL2RB	IL2RB
IL32	IL32
IL3RA	IL3RA
IL4I1	IL4I1
IL4R	IL4R
IL6R	IL6R
IL6ST	IL6ST
IL7	IL7
IL7R	IL7R
ILF2	ILF2
ILF3	ILF3
ILF3-DT	ILF3-DT
ILK	ILK
ILKAP	ILKAP
ILVBL	ILVBL
IMMP1L	IMMP1L
IMMP2L	IMMP2L
IMMT	IMMT
IMP3	IMP3
IMP4	IMP4
IMPA1	IMPA1
IMPA2	IMPA2
IMPACT	IMPACT
IMPAD1	IMPAD1
IMPDH1	IMPDH1
IMPDH2	IMPDH2
INAFM1	INAFM1
INAFM2	INAFM2
INCENP	INCENP
INF2	INF2
ING1	ING1
ING2	ING2
ING3	ING3
ING4	ING4
ING5	ING5
INIP	INIP
INKA2	INKA2
INO80	INO80
INO80B	INO80B
INO80B-WBP1	INO80B-WBP1
INO80D	INO80D
INO80E	INO80E
INPP1	INPP1
INPP4A	INPP4A
INPP4B	INPP4B
INPP5A	INPP5A
INPP5B	INPP5B
INPP5D	INPP5D
INPP5E	INPP5E
INPP5F	INPP5F
INPP5K	INPP5K
INPPL1	INPPL1
INSIG1	INSIG1
INSIG2	INSIG2
INSL3	INSL3
INSL6	INSL6
INSR	INSR
INTS1	INTS1
INTS10	INTS10
INTS11	INTS11
INTS12	INTS12
INTS13	INTS13
INTS14	INTS14
INTS2	INTS2
INTS3	INTS3
INTS4	INTS4
INTS5	INTS5
INTS6	INTS6
INTS6L	INTS6L
INTS7	INTS7
INTS8	INTS8
INTS9	INTS9
INVS	INVS
IP6K1	IP6K1
IP6K2	IP6K2
IPCEF1	IPCEF1
IPMK	IPMK
IPO11	IPO11
IPO13	IPO13
IPO4	IPO4
IPO5	IPO5
IPO7	IPO7
IPO8	IPO8
IPO9	IPO9
IPP	IPP
IQCB1	IQCB1
IQCE	IQCE
IQCG	IQCG
IQCH-AS1	IQCH-AS1
IQCN	IQCN
IQGAP1	IQGAP1
IQGAP2	IQGAP2
IQSEC1	IQSEC1
IQSEC2	IQSEC2
IRAK1	IRAK1
IRAK1BP1	IRAK1BP1
IRAK2	IRAK2
IRAK3	IRAK3
IRAK4	IRAK4
IREB2	IREB2
IRF1	IRF1
IRF2	IRF2
IRF2BP1	IRF2BP1
IRF2BP2	IRF2BP2
IRF2BPL	IRF2BPL
IRF3	IRF3
IRF4	IRF4
IRF5	IRF5
IRF7	IRF7
IRF8	IRF8
IRS1	IRS1
IRS2	IRS2
ISCA1	ISCA1
ISCA2	ISCA2
ISCU	ISCU
ISG15	ISG15
ISG20	ISG20
ISG20L2	ISG20L2
ISM1	ISM1
ISOC1	ISOC1
ISOC2	ISOC2
ISPD	ISPD
IST1	IST1
ISY1-RAB43	ISY1-RAB43
ISYNA1	ISYNA1
ITCH	ITCH
ITFG1	ITFG1
ITFG2	ITFG2
ITGA1	ITGA1
ITGA10	ITGA10
ITGA2B	ITGA2B
ITGA3	ITGA3
ITGA4	ITGA4
ITGA5	ITGA5
ITGA6	ITGA6
ITGA9	ITGA9
ITGAE	ITGAE
ITGAL	ITGAL
ITGAM	ITGAM
ITGAV	ITGAV
ITGAX	ITGAX
ITGB1	ITGB1
ITGB1BP1	ITGB1BP1
ITGB2	ITGB2
ITGB3	ITGB3
ITGB3BP	ITGB3BP
ITGB7	ITGB7
ITIH4	ITIH4
ITK	ITK
ITM2A	ITM2A
ITM2B	ITM2B
ITM2C	ITM2C
ITPA	ITPA
ITPK1	ITPK1
ITPKB	ITPKB
ITPKC	ITPKC
ITPR1	ITPR1
ITPR2	ITPR2
ITPR3	ITPR3
ITPRID2	ITPRID2
ITPRIP	ITPRIP
ITPRIPL1	ITPRIPL1
ITPRIPL2	ITPRIPL2
ITSN1	ITSN1
ITSN2	ITSN2
IVD	IVD
IVNS1ABP	IVNS1ABP
IWS1	IWS1
IZUMO4	IZUMO4
JADE1	JADE1
JADE2	JADE2
JAG1	JAG1
JAGN1	JAGN1
JAK1	JAK1
JAK2	JAK2
JAK3	JAK3
JAKMIP1	JAKMIP1
JAKMIP2	JAKMIP2
JAM3	JAM3
JAML	JAML
JARID2	JARID2
JAZF1	JAZF1
JCHAIN	JCHAIN
JDP2	JDP2
JHY	JHY
JKAMP	JKAMP
JMJD1C	JMJD1C
JMJD4	JMJD4
JMJD6	JMJD6
JMJD7	JMJD7
JMJD7-PLA2G4B	JMJD7-PLA2G4B
JMJD8	JMJD8
JMY	JMY
JOSD1	JOSD1
JOSD2	JOSD2
JPT1	JPT1
JPT2	JPT2
JPX	JPX
JRK	JRK
JRKL	JRKL
JTB	JTB
JUN	JUN
JUNB	JUNB
JUND	JUND
JUP	JUP
KALRN	KALRN
KANK1	KANK1
KANK3	KANK3
KANSL1	KANSL1
KANSL1L	KANSL1L
KANSL2	KANSL2
KANSL3	KANSL3
KANTR	KANTR
KARS	KARS
KAT14	KAT14
KAT2A	KAT2A
KAT2B	KAT2B
KAT6A	KAT6A
KAT6B	KAT6B
KAT7	KAT7
KAT8	KAT8
KATNA1	KATNA1
KATNAL1	KATNAL1
KATNAL2	KATNAL2
KATNB1	KATNB1
KATNBL1	KATNBL1
KBTBD11	KBTBD11
KBTBD2	KBTBD2
KBTBD3	KBTBD3
KBTBD4	KBTBD4
KBTBD6	KBTBD6
KBTBD7	KBTBD7
KBTBD8	KBTBD8
KCMF1	KCMF1
KCNA3	KCNA3
KCNAB1	KCNAB1
KCNAB2	KCNAB2
KCNAB3	KCNAB3
KCNC1	KCNC1
KCNC3	KCNC3
KCNC4	KCNC4
KCNE1	KCNE1
KCNE3	KCNE3
KCNJ10	KCNJ10
KCNJ14	KCNJ14
KCNJ3	KCNJ3
KCNK6	KCNK6
KCNMB1	KCNMB1
KCNMB3	KCNMB3
KCNN4	KCNN4
KCNQ1	KCNQ1
KCNQ5	KCNQ5
KCTD10	KCTD10
KCTD12	KCTD12
KCTD13	KCTD13
KCTD15	KCTD15
KCTD17	KCTD17
KCTD18	KCTD18
KCTD2	KCTD2
KCTD20	KCTD20
KCTD3	KCTD3
KCTD5	KCTD5
KCTD6	KCTD6
KCTD7	KCTD7
KCTD9	KCTD9
KDELC2	KDELC2
KDELR1	KDELR1
KDM1A	KDM1A
KDM1B	KDM1B
KDM2A	KDM2A
KDM2B	KDM2B
KDM3A	KDM3A
KDM3B	KDM3B
KDM4B	KDM4B
KDM4C	KDM4C
KDM4D	KDM4D
KDM5A	KDM5A
KDM5B	KDM5B
KDM5C	KDM5C
KDM5D	KDM5D
KDM6A	KDM6A
KDM6B	KDM6B
KDM7A	KDM7A
KDM8	KDM8
KDSR	KDSR
KEAP1	KEAP1
KHDC4	KHDC4
KHDRBS1	KHDRBS1
KHDRBS2	KHDRBS2
KHNYN	KHNYN
KHSRP	KHSRP
KIAA0040	KIAA0040
KIAA0100	KIAA0100
KIAA0232	KIAA0232
KIAA0319L	KIAA0319L
KIAA0355	KIAA0355
KIAA0391	KIAA0391
KIAA0513	KIAA0513
KIAA0556	KIAA0556
KIAA0586	KIAA0586
KIAA0753	KIAA0753
KIAA0825	KIAA0825
KIAA0930	KIAA0930
KIAA1109	KIAA1109
KIAA1143	KIAA1143
KIAA1191	KIAA1191
KIAA1324	KIAA1324
KIAA1324L	KIAA1324L
KIAA1328	KIAA1328
KIAA1586	KIAA1586
KIAA1671	KIAA1671
KIAA1841	KIAA1841
KIAA1958	KIAA1958
KIAA2013	KIAA2013
KIAA2026	KIAA2026
KIDINS220	KIDINS220
KIF11	KIF11
KIF13A	KIF13A
KIF13B	KIF13B
KIF15	KIF15
KIF16B	KIF16B
KIF19	KIF19
KIF1B	KIF1B
KIF1BP	KIF1BP
KIF1C	KIF1C
KIF20B	KIF20B
KIF21A	KIF21A
KIF21B	KIF21B
KIF22	KIF22
KIF27	KIF27
KIF2A	KIF2A
KIF3A	KIF3A
KIF3B	KIF3B
KIF3C	KIF3C
KIF5B	KIF5B
KIF5C	KIF5C
KIF9	KIF9
KIFAP3	KIFAP3
KIFC3	KIFC3
KIN	KIN
KIR3DL1	KIR3DL1
KIR3DL2	KIR3DL2
KIZ	KIZ
KLB	KLB
KLC1	KLC1
KLC2	KLC2
KLC4	KLC4
KLF10	KLF10
KLF11	KLF11
KLF12	KLF12
KLF13	KLF13
KLF15	KLF15
KLF16	KLF16
KLF2	KLF2
KLF3	KLF3
KLF4	KLF4
KLF6	KLF6
KLF7	KLF7
KLF8	KLF8
KLF9	KLF9
KLHDC1	KLHDC1
KLHDC10	KLHDC10
KLHDC2	KLHDC2
KLHDC3	KLHDC3
KLHDC4	KLHDC4
KLHDC7B	KLHDC7B
KLHDC8B	KLHDC8B
KLHL11	KLHL11
KLHL12	KLHL12
KLHL14	KLHL14
KLHL15	KLHL15
KLHL17	KLHL17
KLHL18	KLHL18
KLHL2	KLHL2
KLHL20	KLHL20
KLHL21	KLHL21
KLHL22	KLHL22
KLHL24	KLHL24
KLHL26	KLHL26
KLHL28	KLHL28
KLHL3	KLHL3
KLHL32	KLHL32
KLHL36	KLHL36
KLHL42	KLHL42
KLHL5	KLHL5
KLHL6	KLHL6
KLHL7	KLHL7
KLHL8	KLHL8
KLHL9	KLHL9
KLRB1	KLRB1
KLRC1	KLRC1
KLRC4-KLRK1	KLRC4-KLRK1
KLRD1	KLRD1
KLRF1	KLRF1
KLRG1	KLRG1
KMO	KMO
KMT2A	KMT2A
KMT2B	KMT2B
KMT2C	KMT2C
KMT2D	KMT2D
KMT2E	KMT2E
KMT5A	KMT5A
KMT5B	KMT5B
KMT5C	KMT5C
KNDC1	KNDC1
KNL1	KNL1
KNOP1	KNOP1
KNSTRN	KNSTRN
KNTC1	KNTC1
KPNA1	KPNA1
KPNA2	KPNA2
KPNA3	KPNA3
KPNA4	KPNA4
KPNA5	KPNA5
KPNA6	KPNA6
KPNB1	KPNB1
KPTN	KPTN
KRAS	KRAS
KRBA1	KRBA1
KRBA2	KRBA2
KRBOX4	KRBOX4
KRCC1	KRCC1
KRI1	KRI1
KRIT1	KRIT1
KRR1	KRR1
KRT1	KRT1
KRT10	KRT10
KRT18	KRT18
KRT2	KRT2
KRT72	KRT72
KRTCAP2	KRTCAP2
KRTCAP3	KRTCAP3
KSR1	KSR1
KTN1	KTN1
KXD1	KXD1
KYAT1	KYAT1
KYAT3	KYAT3
KYNU	KYNU
L1TD1	L1TD1
L2HGDH	L2HGDH
L3HYPDH	L3HYPDH
L3MBTL1	L3MBTL1
L3MBTL2	L3MBTL2
L3MBTL3	L3MBTL3
L3MBTL4	L3MBTL4
LACC1	LACC1
LACTB	LACTB
LACTB2	LACTB2
LAG3	LAG3
LAGE3	LAGE3
LAIR1	LAIR1
LAIR2	LAIR2
LAMA2	LAMA2
LAMB1	LAMB1
LAMP1	LAMP1
LAMP2	LAMP2
LAMP5	LAMP5
LAMTOR1	LAMTOR1
LAMTOR2	LAMTOR2
LAMTOR3	LAMTOR3
LAMTOR4	LAMTOR4
LAMTOR5	LAMTOR5
LANCL1	LANCL1
LANCL2	LANCL2
LAP3	LAP3
LAPTM4A	LAPTM4A
LAPTM4B	LAPTM4B
LAPTM5	LAPTM5
LARP1	LARP1
LARP1B	LARP1B
LARP4	LARP4
LARP4B	LARP4B
LARP7	LARP7
LARS	LARS
LARS2	LARS2
LAS1L	LAS1L
