	1	2	3	4	5	6	7	8	9	10
ANKRD33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33B	2.621762741980492e-05	-0.000100572742541	0.00036104373461	-0.0002225491301748	5.032314149001993e-05	-0.0001057986837265	-0.0001164130768165	0.0003676296583574	0.0001860533391462	-0.0002208693044983
ANKRD34A	3.714826338537299e-05	3.933440536597719e-05	-0.0001600521902796	-4.856213321063915e-05	0.0001023466956859	-4.787318875952648e-05	-2.410891516722662e-05	9.9231257290431e-05	-2.2196494798852683e-05	-0.0001524186295178
ANKRD34B	-1.097068391990712e-05	4.464225561007989e-05	0.0001228488902873	2.813786293808947e-05	-9.17970693607905e-06	-0.0002570927820787	-2.571269590350622e-05	-0.0001074280238984	3.138383625633967e-05	-3.931501212153519e-05
ANKRD34C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD34C-AS1	-2.946224384555275e-05	-2.1026392866416656e-05	1.7127828189777368e-05	-3.5148877307987856e-05	9.329584788794592e-05	-7.018837920341587e-06	4.058703006053452e-05	-0.000150838588567	1.7216874215755436e-05	0.0021524582836694
ANKRD35	2.8386965795687493e-05	-0.0001440268409793	-0.0001691545562845	-8.159688872901318e-05	0.0005433893616135	0.0001853291150792	-3.5960055153086025e-05	-0.0002184473182627	-8.048615148656015e-05	-0.0002258865183654
ANKRD36	0.0001784498903335	0.0003798702537783	5.984665105892191e-05	0.0001558424671673	0.0004828821359246	-0.0024149961663252	-4.109815201589952e-06	-0.0001454110427849	-0.0001459413783896	-0.0003214951995909
ANKRD36B	9.064048183055109e-06	3.420206703158135e-05	-6.423536694767539e-06	6.690367408865896e-05	0.0006224996022496	-0.0010514427002011	0.0001072519233007	-0.0002390880221592	-3.547291262914895e-05	-0.0003229441356157
ANKRD36C	0.0002347763990994	0.00010152564871	0.000214702576009	0.0001894500513416	0.0006897557102405	-0.0024694106401538	-0.0001047492170342	1.3588543129909414e-06	-0.0002317691504548	9.601356176304072e-05
ANKRD37	-0.0001985153763584	4.416326740030806e-05	0.0002857901571802	-0.000203086765556	2.757315257655552e-05	0.0003917826690146	4.428111496941377e-05	0.0001555135802428	-0.0001219562469669	3.2721761506793496e-05
ANKRD39	4.948932342347549e-06	-0.0001443441608023	-0.0001683848638587	3.34504094037009e-05	-1.163651833543224e-05	0.0007246259987997	-4.519451044824494e-05	-0.00019951394978	-0.0001761731737855	7.809702617140123e-06
ANKRD40	0.0001033334934854	3.127042701311687e-05	-0.0001569054748737	1.6319986976525343e-06	6.201100157368105e-05	-0.0002448146862982	-4.356615531962816e-05	-9.58829487410039e-06	2.3522965226311912e-05	-0.0003189791091602
ANKRD42	-3.42602215144245e-05	0.000150487539801	4.130310589118906e-05	-2.1091173285703107e-08	-1.967444624198888e-05	-0.0005206840337307	4.004677372212046e-05	0.0005658548890414	4.808204657253716e-06	-0.0002428549962342
ANKRD44	0.000694946581553	0.0009865058959973	0.000113552076996	0.0006540953249256	8.249041788478787e-05	-0.0058418138775819	-9.391541064873382e-05	-0.0009142898185604	8.433816748182445e-05	-0.0001960483297102
ANKRD45	1.5460908177944436e-05	2.8987830434674756e-05	8.725280484147467e-05	-4.435646784454359e-05	4.998454370852721e-06	-0.0001841902094842	3.697020324380471e-05	-0.0001593118648775	-7.392114217881933e-06	-0.0001208475269726
ANKRD46	1.9413767768414703e-05	0.0002322364900335	-6.42409863905668e-05	0.0001000970886592	6.029325969486052e-05	-0.000872317310554	9.151731091482214e-05	-0.0003706912115264	0.0001644521926174	0.0003609159798691
ANKRD49	1.143882175620342e-05	-2.6385445690861373e-05	-0.0002063154832354	-9.057128383788216e-05	-1.562935610597382e-05	0.0004423705692527	-6.809367454023953e-05	-2.220906540352009e-05	6.172718375797761e-05	1.1696545670528928e-05
ANKRD50	-0.0001165216297284	4.19149411418997e-05	0.0001025612355367	0.0001787457411765	-0.0001437033283687	-0.0001569427679335	7.184023519705887e-05	-0.0002322168635166	0.0006017854157064	0.0002063823855099
ANKRD52	0.0001252397559484	-4.617827232443592e-05	-3.5948400200624215e-05	2.950091424440098e-05	1.0584745797935906e-06	-0.0003443375313888	-3.908823755399074e-05	0.0001230876341279	8.121299008288797e-06	-0.0002790277543993
ANKRD53	2.521011243389445e-05	2.7895210825985165e-05	-2.376661196386961e-05	-7.370576020864549e-05	-3.95175428375296e-05	2.1866633980217367e-05	-2.3689186667642013e-05	6.689348353199909e-05	2.4140711987018163e-05	0.0004898858069627
ANKRD54	-1.241997720421534e-05	4.286508527441949e-05	5.2176634749445886e-05	-3.537563913823244e-06	-4.206997492444372e-05	-0.0001350645217371	-1.657719308418395e-05	0.0001392555363129	-5.882838435241918e-06	6.623358348812971e-05
ANKRD55	2.989483119333669e-05	-2.0365169989454e-05	0.0001051398716904	5.301095641988168e-05	-3.5966664209895144e-06	-0.0003919697933428	1.9156167716959066e-05	-9.35993441144481e-05	0.0002009010995774	0.0001102844140875
ANKRD6	-0.0001748363454649	0.0001876420590639	0.0001687050557169	0.0001432701755929	-0.0001322162254078	-0.0009906029001472	0.0006814099414434	-6.154753941214925e-05	0.0001283872728055	0.0003307013888039
ANKRD60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD61	6.346123033092273e-05	-9.29101781678562e-07	-3.2398709101971874e-05	6.777800028775616e-05	9.443012136418702e-07	-0.0001708862981433	3.082595179518625e-05	-0.0002756341926451	-2.18008668647417e-05	-0.0001672498479871
ANKRD62	1.9630867324390117e-05	3.81935241049718e-05	5.011429682406873e-05	-6.945973019574103e-05	-7.481290365793899e-05	-9.756449321181188e-05	-3.363349313491121e-05	4.244004584205935e-05	0.0001502851654491	0.0002442394454781
ANKRD63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD7	9.948971776870336e-05	0.0001341025016984	-0.0001320516099756	-8.322072441814839e-05	-5.579358362741375e-05	-0.0002899001487709	-2.825024103645628e-06	9.761282746366744e-05	-5.769233761254592e-05	0.0003605837288145
ANKRD9	-8.80443170414494e-05	2.306687234932368e-05	0.0003182501202859	-0.0002171033542397	0.0001110554057782	0.0001209596842194	-0.000115919088474	-0.0001834828241401	2.598102231369956e-05	0.0002612267893378
ANKS1A	0.000159382483971	0.0002278333773713	-8.293077226277283e-06	0.0001213160057865	0.0003104350546354	-0.0020877308024294	0.0001194730181905	0.0002500066819156	0.0001872318433899	6.136773135706787e-05
ANKS1B	8.038804707656369e-05	2.549807279218115e-05	7.097973489832355e-05	-6.645488989635722e-05	-1.874053523507399e-05	-0.0003457876395275	3.484610698960885e-05	-8.693526205939565e-05	-0.0001077184964629	2.177679772041532e-05
ANKS3	5.570829115040069e-05	4.741022931962541e-05	-3.652522790692241e-05	-1.6576975070380065e-05	-5.607743055418621e-05	-0.0002654441316492	0.0001293800130137	-0.0002102238556382	-1.55090379853204e-06	-0.0002032886807615
ANKS4B	8.45308574669201e-07	-2.9379229424023668e-05	0.0001221887397117	-2.6806509673149504e-05	7.443725160286438e-05	-0.0001578442972971	3.8594758569945184e-05	-0.0001623524141311	-3.0170577589811e-05	1.4336191068232989e-05
ANKS6	5.2297766016822745e-05	0.0001034095002124	6.231385601532039e-05	-3.335548063820018e-05	-7.660998220383867e-05	-0.000300018858248	-6.160333881876905e-05	-9.276116066289556e-05	0.0001464886372326	-0.0001763914020808
ANKUB1	0.0002388851234094	0.000432247192201	0.0001804246198588	0.0001202807955922	3.502415635699551e-05	-0.0022903802797387	5.717295337741972e-05	-0.0008826983601566	2.0971868229371952e-05	-0.000368053062082
ANKZF1	-4.738667599677047e-05	0.0001327681006623	-1.0237521308802628e-05	-0.0001172755366189	6.3415417560026745e-06	-8.291001103003607e-05	3.903137723188472e-05	-4.9360947316547375e-06	-6.376828274255748e-06	3.96852249215862e-05
ANLN	-5.040967848639589e-06	-1.1904138763041686e-05	0.0003583640807507	-0.0001180259293619	-5.546040922531289e-05	-0.0004108065289755	-5.044576688188021e-05	0.0005682010090337	-7.666347302813307e-05	0.0004809977662972
ANO1	9.64301407675855e-06	2.406899348820536e-05	4.111044728991413e-05	4.496093794027417e-05	5.3563978418989e-06	-0.0001849217910963	1.8616668458597397e-05	-0.000129498843453	-1.823170616448178e-05	0.0001042688609568
ANO10	6.554457442204932e-05	0.0003417499488895	-0.0001477579626849	-0.0001616900410049	0.0002818695676434	-0.0010900621503818	0.0002276840045172	-0.0002826076332381	0.0001304125245137	-9.305457665493682e-05
ANO2	3.996542363972044e-05	-2.6161796628403332e-05	5.634491927068516e-05	-6.36665380203244e-05	-0.0001078088706696	8.241605617955751e-05	9.859065188095915e-06	-0.0001844789627528	-4.8810497529704015e-05	0.0011550991258819
ANO3	2.9213843766735216e-05	2.6702209277151065e-05	8.024710397898336e-05	3.176710869421309e-05	-4.45614690464569e-05	-0.0003185366069229	-8.525273263189594e-06	6.222526628948723e-05	2.0000469493057982e-06	-5.031549496131916e-05
ANO4	2.24432973138963e-05	5.555880613293086e-05	1.737342009147829e-05	1.1343957741354666e-05	-2.731048021913009e-05	-0.0002494517474541	7.546224390848506e-05	-0.0002146713596303	-9.018276083155336e-05	-0.0001633932194878
ANO5	0.0001543771622959	-5.938058801370656e-06	-4.6090134526179415e-05	5.401835073863209e-05	-0.0002333552155577	-0.0002691836955381	0.0001173458828418	-0.0003347199697197	4.250935079332981e-05	-2.0776174330810464e-05
ANO6	0.0003947025053779	0.0001159320321131	-6.420652518750633e-05	0.0002203147931701	0.0003869460217576	-0.0023984036166592	4.832466328919624e-05	-0.0004759974095239	0.0003175966469268	-6.208236045211914e-05
ANO7	2.9070779826497483e-05	2.303449570248464e-05	-1.5480900063412403e-05	-1.9303905774057017e-05	-4.69868765683513e-05	-0.0001269663621092	6.00905557683293e-05	-0.0002054548182971	0.0001980452158205	-0.0002050525812954
ANO8	6.979408914712637e-05	1.4532542256600991e-05	5.872734969619591e-05	-4.673423435875136e-05	2.1207786424207885e-06	-0.0002186421720523	-0.000103460791977	1.9302081014774485e-05	-6.0015635902695945e-05	-0.0002212903335892
ANO9	-0.0001260883792454	7.39194986147382e-05	-0.0001294487354191	5.273637603965605e-05	-0.0001750964317046	-0.0001788089678115	0.000782145895971	-6.221604899613414e-05	-0.0001769735247568	0.0001170009562627
ANOS1	4.1913795431635526e-05	0.000102548565213	-1.671104029214873e-05	-1.3034826590410872e-05	-3.908756043517039e-05	-0.0002145852971936	2.7669825323739285e-05	-0.0001540775073092	-2.87096216683448e-05	-0.0001355821803099
ANP32A	-5.439845512645521e-05	-0.0003430407667058	-0.0003857056146135	0.0004410648804439	-0.0002669067792585	0.001564289524463	-1.610728575905568e-05	-0.0001561712170481	-0.0001876828480727	0.0001265405690288
ANP32B	-0.0002632785893829	-0.0001339512660631	-0.0002576992118848	-7.818745521709707e-05	0.0004063161625646	0.0012376144639504	5.503372958905234e-05	-0.0001465258197175	0.0004771285436224	8.922145462746967e-05
ANP32D	0.0001525888295494	-0.0001185077845256	0.0002341691429876	-0.0001103099714199	-8.097352539244e-07	-0.0004238044906177	3.7312745942058656e-05	4.803217122229276e-05	3.858727570925827e-05	-7.813245310758856e-05
ANP32E	-0.0002176558427626	-0.000103732469936	-0.0001248976664538	5.034050803394726e-05	0.0003480507896584	0.001197551500576	-0.0003428288336228	-1.12494917028387e-05	-7.15732815329947e-06	-0.0002182191975366
ANPEP	-1.7373680125407724e-06	-4.810579733848556e-06	0.0001251149458399	8.99851721422413e-06	-7.077453887772828e-05	-0.0002539563444434	-2.2928554032890317e-05	0.0002744102196113	0.0002079071729562	-3.110702955506529e-05
ANTXR1	7.981271983145707e-07	3.445679114893801e-05	0.0001742607746906	-2.930614415444637e-05	-5.852221061457622e-05	-0.0002552278740832	-8.477448612858023e-06	-5.9536894088255056e-06	9.121546723040786e-06	-6.029257982179419e-05
ANTXR2	0.0002066850546874	-0.0003963134693765	-0.0001783980838116	0.0001765320583371	0.0007566506416761	-0.001756955726412	0.00038765033561	0.0009513529312961	0.0010636170153976	0.0001397541110726
ANTXRL	-1.558113732498341e-05	-4.9224136345871295e-05	-1.9900677945169955e-05	1.1688869123608964e-05	0.0001793443225517	-2.030594827133326e-05	-1.1952010683140972e-05	-2.469938193345609e-05	-5.277500736270359e-06	-4.280862464847601e-05
ANXA1	-0.000178924240585	-0.0005491668554209	-0.001248491729341	-0.0005214738818349	0.0013285432686846	0.0022311831372533	-0.0004774338599129	0.004764789909933	-5.248986022525062e-05	-0.0002817785988127
ANXA10	3.953889585652174e-06	3.562708629819568e-05	-7.780904666251395e-05	-3.639712220912493e-05	-3.420222984960909e-06	0.0001217709000872	-1.899429072994734e-05	2.163564939838431e-05	-7.227597185286158e-05	-8.085652710477671e-05
ANXA11	9.716021746495267e-05	-0.0001756050132873	0.000137581198617	-6.457470960963106e-05	-0.0001008394076495	0.0003265328266391	-0.0001156255429753	7.079658104097303e-05	-0.0002303710637142	-4.478824028527835e-05
ANXA13	-3.983916318380298e-05	0.000146495980044	1.6916626821475677e-07	-5.425163662634512e-05	-1.4595459465818892e-05	-0.0001312858142451	-2.444902772072935e-05	-0.0001062491867632	0.0001802986616875	-8.145542645393141e-05
ANXA2	-1.769985969794533e-05	-0.0004610737191219	-0.0007529352912112	2.8611508697647026e-05	0.0011019459030355	0.0021470336075421	-0.0005512393210057	-0.0005922508083972	-0.0005111388132609	0.0002262994736518
ANXA2R	-0.0001724499113443	-1.5262730332571712e-05	-0.0002802487942137	0.0002367361790884	-0.0001273343795229	0.0012100399556927	-0.0002089289694786	-0.0002871711810502	-7.715623628356793e-05	0.0001237787038033
ANXA3	-2.9560669621143468e-05	-0.000111516757133	0.0001856543176274	4.043504352795824e-05	5.014381806854042e-05	-0.0001187970072707	1.4932730922396003e-05	-6.646972309417544e-05	7.812552592802573e-05	0.0010588354715733
ANXA4	0.0003512790670307	4.116145855819609e-05	-0.0005609499618021	-0.0001466765896317	0.0003599467016654	0.000152974272467	-0.0003790463292769	-0.0006900887066463	-0.0003641726430064	-0.0003509802531379
ANXA5	-0.0005177690770772	8.339255795197851e-06	-0.0002276248733004	-0.0002419776889814	0.0016362599763003	0.0002947984118877	0.0002324722495622	-4.034717889268063e-05	0.0007138690427726	0.0001797183662729
ANXA6	0.0001784916704267	-0.0002696670727388	-0.0007150714860452	0.0004233923922736	9.678735623171328e-05	0.0008746872959919	-1.4750298545520214e-05	-0.0005254860480551	-0.0004664184093165	-0.0005444720036912
ANXA7	-0.0002090538913887	0.0001250793896156	-0.000134533282739	-0.0001593060806842	0.0002375628115422	5.542111747867951e-05	0.000232751287303	0.0004945006135062	0.0004355175592942	-0.0001728506192422
ANXA8	-2.966755966091681e-05	-2.7750250660218337e-05	0.0001453235027588	0.0001566337355367	-3.6505375713495e-05	-0.0002191700056239	-6.382331922740595e-05	0.0001466398369219	4.747827191246589e-05	-6.096465646043715e-05
ANXA8L1	1.1348370162142991e-05	-2.239418187612269e-05	-5.479480811265546e-05	1.7876615934403554e-05	5.2087918991107935e-05	-0.0002213101607491	0.0001367285157024	0.0001953701334068	-7.54092130019385e-05	-4.248958034982374e-05
ANXA9	1.6830498752756553e-05	-3.6657412882298e-06	-4.794395321853154e-05	8.2360291497774e-05	4.805762615594598e-05	-0.0001684762232125	2.190179604982337e-05	4.993448289308036e-05	-6.584133081859011e-05	-0.000129653422973
AOAH	0.0004021389797977	0.0015740903630383	0.0019291558895047	0.0009379376958565	-0.0011026649648193	-0.0067960290123446	-0.0006580754031398	-0.0021934233656414	-0.0013477907130149	-0.0005214430535729
AOC1	-8.00047826779426e-06	2.754213776991894e-05	7.755891165028764e-05	-2.6026387607938287e-05	-1.2804858609699786e-05	-0.0001525841539486	3.3786745401789126e-05	-0.0001082896942626	-3.0010571851861222e-05	8.376727896595078e-05
AOC2	-3.293064081398588e-05	7.697820283428552e-05	7.609299003157296e-05	-3.173118088024012e-05	2.1306624612278706e-07	-0.0001034738180788	1.6403070404824825e-05	-3.667513700860528e-05	-8.250022204276342e-05	-5.9014315940093526e-05
AOC3	-4.129378075166821e-05	-2.572279346342407e-05	7.858905728606343e-05	-3.7156552392075135e-06	0.0001007269755431	-6.454542626054314e-05	-2.9885588718486747e-05	0.0001922643154639	-2.80812427773266e-05	8.31080449341962e-05
AOX1	-5.529174162219007e-05	-6.357604400735905e-05	0.0001802731691945	4.336090292673326e-06	0.0001794610889934	-0.000112045893425	-1.3868300353177832e-05	-5.116410915065974e-05	-2.414763769453117e-05	-5.597783049610164e-05
AP1AR	-5.3226016113268605e-05	0.0001485425704496	0.0001784346882154	-2.0635074607136924e-05	0.0001411771144952	-0.000758343992199	3.576620656801735e-05	0.0001904493000641	0.000253295793996	-0.000214428473067
AP1B1	4.748279063415194e-05	4.1824484593677575e-05	0.0002396040076043	-2.2517990396158247e-05	-0.0002097817708051	-0.0002500836704824	-6.53890492958407e-05	-0.0003049590546404	5.419973001314468e-05	-0.0002756877737841
AP1G1	8.159849804979672e-05	-7.20695479441779e-05	0.0010760000330145	9.711920349977598e-05	7.418667786951671e-05	-0.002364184791786	-2.0343540314612928e-05	0.000655986060756	-9.84910091660412e-06	0.0001449014173131
AP1G2	-4.026508114294222e-05	3.1848046818334566e-05	-0.0001191210397359	9.792561763040096e-05	-6.535461211314741e-05	8.984020543565051e-05	1.053120626790794e-05	4.127981433665548e-05	0.0002159999969387	0.0002451491864522
AP1M1	0.0001216986378709	-1.2803086314171054e-05	-0.0001307801479343	8.178658923333523e-05	5.38143697798535e-05	-0.0002421732800267	-7.754232841431031e-05	-0.0001306908850476	-1.573538676457952e-05	-0.0001006769175234
AP1M2	2.411312154300672e-05	2.424751629848061e-05	5.531681933943562e-05	-4.0293290055739154e-05	-1.854892441466991e-05	-4.278555666261797e-05	-2.9794015435248372e-05	-0.0002026662793448	6.827605068218375e-05	-2.5706682199990032e-05
AP1S1	-8.092139377390571e-05	-9.778277606754427e-05	-0.0001833271620469	-0.0001099746726945	0.0002327918632701	0.0008799376558167	-9.949399831427664e-05	-0.0001782998012114	7.080710928487471e-07	4.4720032782949565e-05
AP1S2	-0.0001437724971672	-0.0001143463716518	-0.0001483244466705	4.1328391808999234e-05	0.0001876047828616	0.0007261168309838	0.000108000343435	-5.884143916915761e-05	5.422357232994873e-05	0.0004431980089055
AP1S3	-2.9782013563413488e-05	0.0001311499324215	-4.151353294552861e-05	0.000244917189424	-1.162421070219611e-05	-0.0009004994588587	0.0003314041395258	0.000568682536677	-0.0002660398691017	-0.0001462447623155
AP2A1	0.0002707187301491	9.640935192946278e-05	-0.000303461305734	9.171041587495774e-05	-0.0004050690298631	-0.0001900428726177	-1.7631619808655464e-05	-0.0001709526269585	-0.0002575383626781	-0.0002853879644981
AP2A2	0.0002102192981044	0.0001660111383557	0.0001694006971734	0.0002283224019172	-9.09066902094361e-05	-0.0018995367553027	6.609874706707692e-05	0.0003751037282755	3.510967021020518e-05	-3.920890636343115e-05
AP2B1	0.0001050390280329	0.0001024078208611	0.0001039531826124	4.022029929405195e-05	0.0003183368301336	-0.0011323880888197	-0.0001446246087714	2.499120213416411e-05	-5.720282306910695e-05	-0.0003715555894634
AP2M1	-7.757052201369448e-05	-0.000245855142254	-0.0002678810965233	3.9263849850188805e-05	3.914625583571201e-05	0.0014255192000947	-0.0001501488330102	9.615952614083148e-05	-0.0001558440304598	-0.0002964036513576
AP2S1	9.683570629758388e-06	-0.0003413071918297	-0.000484968916861	-5.377899279808822e-06	-2.122384579954452e-05	0.002238974577224	-0.000234000480019	-0.0006495432701317	-0.0002447872221288	-2.4859234874263235e-06
AP3B1	0.0004416782906339	0.0001512676674909	0.0005207573530778	0.000429371771601	0.0001393194527887	-0.0037032661338737	-4.631335415507959e-05	0.0002333268186995	6.492167875831703e-05	0.000210547688766
AP3B2	-7.598636616457433e-05	6.282567528692079e-05	0.0001614978925523	1.6254675912231415e-05	2.580685149066772e-05	-6.418650470332549e-05	-7.952965161679002e-05	-0.0001336245786216	0.0001414087929246	0.0002717156635077
AP3D1	0.0001015277918552	-8.293799511283371e-05	-6.4406721660705e-05	0.0001370886859922	-4.643341123439446e-05	-0.0002699986394833	7.005079589150979e-06	-0.0001606556800291	0.0001139464929184	7.062110449796548e-05
AP3M1	0.0002226213394773	-9.255846072916796e-05	0.0001317906827885	0.0001207889746007	6.131648568306647e-05	-0.0008263657194219	-5.377725656929632e-05	-0.0003584921031134	-0.0001087080820297	-0.0004756643038528
AP3M2	-9.082156891531376e-05	2.598364218726101e-05	0.0003592264058946	-4.230198942278969e-05	-0.0001176620118536	-7.409501564159227e-05	-6.909367581976256e-05	9.27024116789362e-05	-1.9958594437262347e-05	0.0001632880128069
AP3S1	-0.0001026832443988	-9.756406995288846e-05	0.0002359763752334	-1.7980946976640835e-05	0.0001999550126396	-0.00019442834338	8.898672178324361e-05	0.0002700633453196	0.0002310164633744	-0.00039028004184
AP3S2	0.0002367628611512	3.36598551016034e-05	0.000253876842837	0.0001596002576021	-0.0001615608868334	-0.0013073973804479	1.4984269234107448e-05	-0.0004637540310453	6.106393618124903e-06	-1.5768884635154862e-05
AP4B1	0.0001288728414531	-5.2891085536567445e-05	2.1207286475523617e-05	0.0001075494448047	-4.060224709568926e-05	-0.000406237605332	-2.670459119510463e-05	-7.294423202028163e-05	-0.0001929916376295	0.0001345654484443
AP4E1	0.0001527933727679	9.754262846077036e-05	0.0002105047852357	0.0001449723689791	-2.9740854690168025e-05	-0.0012363737307546	-2.922435631223789e-05	-0.0002430767260195	2.7143652331423976e-05	4.8627962296671466e-05
AP4M1	-3.809330226578982e-05	4.324580931961076e-05	-3.724175480259252e-05	-5.077916626149946e-05	3.3192715784597626e-05	0.00018642254307	-4.287181676030921e-05	-0.0001325442887716	1.3544482157244446e-05	0.0001403290069516
AP4S1	0.0001001095780951	0.0002397647021566	-5.665884539353618e-05	4.438868151208666e-05	3.547710107137308e-05	-0.0013824195736172	0.0001988066793	0.0001374394143386	0.00018038714137	-4.582738259288241e-05
AP5B1	-8.00896616166196e-06	-3.830093346361152e-05	-1.9269455360467487e-05	5.392382638868224e-05	-3.877884098409133e-05	0.0002066731990229	-5.283365127081447e-05	4.537763437072419e-05	-6.876079003207374e-05	-0.0002354697809419
AP5M1	8.398450789700943e-05	2.996308715690319e-05	-0.000195696284121	0.0001305736272691	0.0001972419341345	-0.0004723927751097	3.862838519092877e-05	-0.0001591795260367	-0.0001159923997683	0.000113349222942
AP5S1	-2.3742860767102385e-05	-3.69731547074176e-05	-0.0001038142552411	-6.204024708790308e-05	-1.940338877749095e-05	0.0004632670861714	7.226704106729235e-05	-9.98064966593804e-05	-6.641064935085066e-05	-0.0002851801898183
AP5Z1	-4.957113605061858e-05	-0.00013835312714	0.0001718426104038	3.5214688312631466e-05	-0.0002110231478554	0.0005489457438545	-8.390343298766275e-05	0.0001764534173242	-0.0002496880324884	-0.0001102482646746
APAF1	0.0001422270440676	9.804264422543908e-05	-7.168064274788982e-05	0.0001381326572982	0.0003361065625352	-0.0012736173875839	-2.4422838772517877e-05	-0.0001818940720121	8.586295204544802e-05	0.0002263152068858
APBA1	-6.337346428073e-06	7.038372824355771e-05	6.265267866536344e-06	-1.5154629435820066e-05	-5.5585687712154365e-05	-0.0001377988581952	4.2950389530102784e-06	6.394180998841058e-05	4.334324164537792e-05	-0.0001248468554203
APBA2	0.0009730846399493	8.88714899429609e-05	0.0005128894059198	-5.8594157054869545e-05	-0.0009052146239335	-0.0026025921869837	-0.0001653942992743	-0.0009763525107544	-0.0005948734056864	0.0002094477800682
APBA3	3.753115023829575e-05	-7.026787018344856e-05	-5.738634592924013e-05	-6.57258906712682e-05	4.980251119810252e-05	9.097258234034172e-05	2.7255009276164373e-05	0.0001150660047455	1.2165608197760988e-06	0.0005052790745148
APBB1	0.0001743117483019	0.0002159912424365	-8.100433781719251e-06	-0.0001383409133785	5.742093268060727e-05	-0.0009912526595527	-1.7924389207790362e-06	-7.517683488741536e-05	6.354222281978992e-05	-0.0001822097445958
APBB1IP	0.0005760034581416	0.0004238932883412	-0.0010728944623948	0.000346035922298	0.0005907669183125	-0.0019324100502147	-0.0003852007759483	-0.0006936151510534	-0.0004079838827209	-0.0004469054755705
APBB2	4.874547685330161e-05	-3.977692133135157e-05	0.0002402615305152	7.227807416094536e-05	-6.917380351547525e-05	-0.0005278696477803	7.877363466601756e-05	-0.0001778529020482	8.06577286253236e-05	4.1310181101600034e-05
APBB3	1.0245647624531843e-05	8.321319786168944e-05	-5.67812476665962e-05	8.106572766896913e-05	-7.114251869485327e-05	-0.000207977205666	5.197725168928824e-05	-3.030856036449424e-05	0.0001157863654183	-0.0001235889509893
APC	0.0003509075891735	0.0002634406691565	2.3148950797796296e-05	0.0002397161499707	1.0894552719680306e-05	-0.0021703386990432	-3.8918055303241664e-05	-0.0005500480870268	-6.421521115889912e-05	0.0004189220171552
APC2	3.49242303263012e-05	-1.583381947117131e-05	0.0001112044015046	3.258319444019101e-05	8.494825669202949e-05	-0.0004350287817928	-2.460494784277118e-05	-6.748660807980798e-05	0.0001594525324882	-0.000113059092307
APCDD1	-7.889494598592393e-06	4.519745841272293e-05	-0.0001031665497183	2.11633436888695e-05	5.848982290549162e-05	-7.851332259005521e-05	3.910567143156893e-05	-2.4390027790760617e-05	8.834100169499195e-05	-8.426880204072303e-05
APCDD1L	5.6728203829483046e-05	0.0001087125194624	-7.254319485303007e-05	2.63926322534931e-06	-5.256411868315996e-05	-0.000277861101195	-1.3403188927773787e-05	-0.0001728978293624	4.583560984245372e-05	0.0002382083873341
APCS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APEH	-4.784174342844897e-06	-7.62742416862686e-05	-0.0002051062037631	5.385724860250083e-05	-0.0001360574429494	0.0007714588235478	-5.935942516207948e-05	-0.0002982698133479	-1.757649655963278e-05	2.3192874321501337e-06
APELA	-5.290275335591176e-05	2.370738408204064e-05	-2.4743339749048817e-05	2.671842478422087e-05	1.475403428944316e-06	8.545250652457725e-05	4.3109180854583e-05	3.226148883715974e-05	-1.011455490000989e-05	-8.457670033602586e-05
APEX1	-0.0002991504917309	4.695267141854105e-05	-0.0004072740655156	-1.329075867497216e-05	-0.0001406486795113	0.0020321986987882	1.796065999188866e-05	-0.0002078008879192	3.795845671260869e-05	0.0002339663675875
APEX2	-1.680046682898072e-05	-9.878869034182466e-05	-0.0001348938727771	-3.315127302565816e-05	-0.0001184641274337	0.0004483004989991	0.0002938404851651	-0.0002304166985701	-1.9713225496762257e-05	-0.000152822810775
APH1A	-0.0001459968326294	-0.0001828692225916	-0.0001844870640869	-0.0001238308059255	-9.134257895125448e-05	0.0017705895350482	-0.0001159731821721	-6.216722569444506e-05	-4.199575863558237e-05	-0.0001792453563969
APH1B	7.42969452074325e-06	7.905231443761454e-06	1.1632563078098657e-05	-1.0755017570138606e-05	0.0003063310576597	-0.0005152675620065	5.601988380063655e-05	1.1137531531420778e-05	0.0001374809144317	-0.0002898462195528
API5	-1.958993410671988e-06	0.0001348565410308	0.0002392728761145	-0.0001063924357292	0.0002750632773854	-0.0007584836791808	-3.6415288915254855e-05	-0.0001608697820361	-6.244359207334424e-05	-0.0002604700408889
APIP	1.3826317977901443e-05	8.346888202621081e-05	-0.0001968771821644	3.98374675779497e-06	9.11986949239666e-06	4.2066874837400046e-05	0.0001382151187764	-0.0003930978898524	3.956564814197839e-05	-0.0003072242512018
