	gene_symbol
AC084337.2	AC084337.2
AP000442.2	AP000442.2
AP003086.1	AP003086.1
AP002383.2	AP002383.2
AL158210.1	AL158210.1
AC074327.1	AC074327.1
AL135925.1	AL135925.1
AL121928.1	AL121928.1
AL391121.1	AL391121.1
AL157786.1	AL157786.1
AC010175.1	AC010175.1
AC009318.1	AC009318.1
AC084824.5	AC084824.5
AC090502.1	AC090502.1
AL138966.2	AL138966.2
AL138820.1	AL138820.1
AL355922.1	AL355922.1
AL136295.2	AL136295.2
AC005225.2	AC005225.2
AL136040.1	AL136040.1
AL512791.2	AL512791.2
AC091057.3	AC091057.3
AC023355.1	AC023355.1
AC009554.1	AC009554.1
AC073167.1	AC073167.1
AC016355.1	AC016355.1
AC068338.2	AC068338.2
AC245033.1	AC245033.1
AC021739.2	AC021739.2
AC009041.2	AC009041.2
AC093525.7	AC093525.7
AC092117.1	AC092117.1
NAGPA-AS1	NAGPA-AS1
AC022167.3	AC022167.3
AC012645.3	AC012645.3
AC106782.1	AC106782.1
AC007728.1	AC007728.1
AC027682.6	AC027682.6
AC027682.4	AC027682.4
AC009137.1	AC009137.1
AC009097.3	AC009097.3
AC099524.1	AC099524.1
AC010531.6	AC010531.6
AC240565.1	AC240565.1
AC135178.2	AC135178.2
AC005224.4	AC005224.4
AC002553.1	AC002553.1
AC023389.1	AC023389.1
AC015911.5	AC015911.5
AC009283.1	AC009283.1
AC008105.1	AC008105.1
AC091132.5	AC091132.5
AC103702.2	AC103702.2
AC005920.1	AC005920.1
AC015813.2	AC015813.2
SEPT4-AS1	SEPT4-AS1
AC011921.1	AC011921.1
AC007448.3	AC007448.3
AC005332.4	AC005332.4
AC124319.2	AC124319.2
AP001033.1	AP001033.1
AC023043.1	AC023043.1
AC104971.3	AC104971.3
AC036176.1	AC036176.1
AC015819.1	AC015819.1
AL031665.2	AL031665.2
AL136172.1	AL136172.1
AL121917.1	AL121917.1
AL121832.2	AL121832.2
FNDC11	FNDC11
AL118506.1	AL118506.1
AC016588.2	AC016588.2
AC012615.1	AC012615.1
AC104532.2	AC104532.2
AC008758.4	AC008758.4
AC011446.2	AC011446.2
AC020911.2	AC020911.2
AC006504.1	AC006504.1
AC006942.1	AC006942.1
AC245052.4	AC245052.4
AC245128.3	AC245128.3
AC005498.2	AC005498.2
AC012313.2	AC012313.2
AC008079.2	AC008079.2
AC000068.1	AC000068.1
AL121672.3	AL121672.3
CU638689.5	CU638689.5
AF129075.2	AF129075.2
AP001432.1	AP001432.1
AP001505.1	AP001505.1
AL354822.1	AL354822.1
AC254633.1	AC254633.1
Z98257.1	Z98257.1
AL354919.1	AL354919.1
AL357079.1	AL357079.1
AL606760.1	AL606760.1
AC105277.1	AC105277.1
AL357078.1	AL357078.1
AL513493.1	AL513493.1
AL359504.2	AL359504.2
DNASE2B	DNASE2B
AL049597.2	AL049597.2
AC239798.2	AC239798.2
AC243547.2	AC243547.2
AC239803.3	AC239803.3
AC239809.3	AC239809.3
AC239868.3	AC239868.3
S100A3	S100A3
AL451085.1	AL451085.1
AL451085.2	AL451085.2
AL121987.2	AL121987.2
AL445673.1	AL445673.1
AL121983.1	AL121983.1
AL512306.2	AL512306.2
FCAMR	FCAMR
AL391832.2	AL391832.2
AL356512.1	AL356512.1
AC007249.2	AC007249.2
LINC01954	LINC01954
AC092164.1	AC092164.1
AL121652.1	AL121652.1
AC007381.1	AC007381.1
AC008074.3	AC008074.3
AC017083.3	AC017083.3
AC007881.2	AC007881.2
AC019069.1	AC019069.1
AC009237.14	AC009237.14
AC011893.1	AC011893.1
AC078883.1	AC078883.1
AC010894.2	AC010894.2
AC096667.1	AC096667.1
AC012668.3	AC012668.3
AC009974.1	AC009974.1
AC016999.1	AC016999.1
AC114730.1	AC114730.1
AC131097.4	AC131097.4
AC099560.1	AC099560.1
AC097634.1	AC097634.1
AC107027.1	AC107027.1
AC007620.2	AC007620.2
AC072022.1	AC072022.1
ZDHHC19	ZDHHC19
AC053527.1	AC053527.1
AC093827.4	AC093827.4
AC093895.1	AC093895.1
AF213884.3	AF213884.3
AC004067.1	AC004067.1
AC096733.2	AC096733.2
AC097504.2	AC097504.2
FAM160A1-DT	FAM160A1-DT
FAM160A1	FAM160A1
AC019163.1	AC019163.1
WWC2-AS2	WWC2-AS2
AC107214.1	AC107214.1
AC010245.2	AC010245.2
AC104118.1	AC104118.1
AC010226.1	AC010226.1
AC011416.3	AC011416.3
AC116366.2	AC116366.2
AC008608.2	AC008608.2
AL031963.3	AL031963.3
AL391422.3	AL391422.3
AL359643.3	AL359643.3
AL139095.4	AL139095.4
AL008729.2	AL008729.2
AL133264.2	AL133264.2
HIST1H3E	HIST1H3E
AL662796.1	AL662796.1
AL645941.2	AL645941.2
Z84485.1	Z84485.1
AL121574.1	AL121574.1
AL589666.1	AL589666.1
AL080317.1	AL080317.1
LINC01268	LINC01268
AL035446.1	AL035446.1
AL358852.1	AL358852.1
AC073957.3	AC073957.3
AC091729.3	AC091729.3
AC092171.3	AC092171.3
AC004130.1	AC004130.1
AC005082.1	AC005082.1
AC004540.1	AC004540.1
AC004593.3	AC004593.3
AC006033.2	AC006033.2
AC092647.5	AC092647.5
AC005076.1	AC005076.1
AC004889.1	AC004889.1
AC073529.1	AC073529.1
BX571846.1	BX571846.1
AC246817.2	AC246817.2
AC087273.2	AC087273.2
AC124242.1	AC124242.1
AC107959.4	AC107959.4
AC138356.1	AC138356.1
AC087362.1	AC087362.1
AC113133.1	AC113133.1
AC068389.4	AC068389.4
AC009812.4	AC009812.4
AC079209.1	AC079209.1
AZIN1-AS1	AZIN1-AS1
AP003354.2	AP003354.2
AC090921.1	AC090921.1
AC110741.1	AC110741.1
AC079015.1	AC079015.1
AC109322.1	AC109322.1
AL928970.1	AL928970.1
AL354707.1	AL354707.1
AL162231.2	AL162231.2
AL133410.2	AL133410.2
AL691447.2	AL691447.2
AL161729.1	AL161729.1
AL160272.1	AL160272.1
C9orf106	C9orf106
CAVIN3	CAVIN3
AC091564.6	AC091564.6
AC124798.1	AC124798.1
AC087521.4	AC087521.4
AP001453.1	AP001453.1
AP001453.4	AP001453.4
AP003068.2	AP003068.2
AP000866.5	AP000866.5
AP000866.1	AP000866.1
AL137145.2	AL137145.2
AC022021.1	AC022021.1
AL392046.1	AL392046.1
AL117336.3	AL117336.3
AL135791.1	AL135791.1
AL356056.2	AL356056.2
UNC5B-AS1	UNC5B-AS1
AL132656.2	AL132656.2
AL731569.1	AL731569.1
UTF1	UTF1
AC005342.2	AC005342.2
AC005840.2	AC005840.2
AC092745.1	AC092745.1
AC091814.1	AC091814.1
AC010198.1	AC010198.1
AC079630.1	AC079630.1
CCDC184	CCDC184
AC010173.1	AC010173.1
AC023794.4	AC023794.4
LRP1-AS	LRP1-AS
AC011611.3	AC011611.3
AC002070.1	AC002070.1
AC026333.3	AC026333.3
AL355001.2	AL355001.2
AL161421.1	AL161421.1
AL163636.2	AL163636.2
AL133371.2	AL133371.2
AC243965.1	AC243965.1
AL163973.2	AL163973.2
AL139317.3	AL139317.3
AL359232.1	AL359232.1
AF111167.2	AF111167.2
AC087473.1	AC087473.1
AC091045.1	AC091045.1
AC012651.1	AC012651.1
AC068724.3	AC068724.3
AC092755.2	AC092755.2
AC007950.2	AC007950.2
AC107871.1	AC107871.1
AC011944.1	AC011944.1
AC015712.2	AC015712.2
AC140725.1	AC140725.1
AL022341.1	AL022341.1
ZNF205	ZNF205
AC022167.2	AC022167.2
AC109597.1	AC109597.1
AC109449.1	AC109449.1
AC109460.1	AC109460.1
AC009093.6	AC009093.6
AC135050.3	AC135050.3
AC135050.2	AC135050.2
AC007610.1	AC007610.1
AC116667.1	AC116667.1
AC134312.1	AC134312.1
AC134312.5	AC134312.5
AC138028.6	AC138028.6
AC092384.1	AC092384.1
AC135782.1	AC135782.1
AC092123.1	AC092123.1
AC005696.1	AC005696.1
AC091153.3	AC091153.3
AC233723.1	AC233723.1
AC002091.1	AC002091.1
AC015917.2	AC015917.2
AC005726.2	AC005726.2
AC024267.6	AC024267.6
AC130324.2	AC130324.2
AC004253.1	AC004253.1
AC060766.4	AC060766.4
AC100793.2	AC100793.2
C17orf64	C17orf64
AC145343.1	AC145343.1
AC005332.8	AC005332.8
GALR2	GALR2
AC015802.4	AC015802.4
AC022966.1	AC022966.1
AC110285.6	AC110285.6
AC110285.2	AC110285.2
AC130371.2	AC130371.2
AC011825.4	AC011825.4
AC018413.1	AC018413.1
AC018529.2	AC018529.2
AC068473.5	AC068473.5
AL117335.1	AL117335.1
AL117332.1	AL117332.1
AL035252.3	AL035252.3
LKAAEAR1	LKAAEAR1
AC027319.1	AC027319.1
AC008770.2	AC008770.2
AC008758.5	AC008758.5
AC092069.1	AC092069.1
AC020912.1	AC020912.1
AC011481.2	AC011481.2
CKM	CKM
AC010331.1	AC010331.1
AC020909.2	AC020909.2
AC008750.2	AC008750.2
AC020914.1	AC020914.1
AC004076.2	AC004076.2
AC012313.1	AC012313.1
AP000547.3	AP000547.3
AC006547.3	AC006547.3
AC000035.1	AC000035.1
SLC16A8	SLC16A8
AL022328.4	AL022328.4
SCO2.1	SCO2.1
CU633967.1	CU633967.1
CU638689.4	CU638689.4
CU634019.6	CU634019.6
AF127936.1	AF127936.1
AP001043.1	AP001043.1
AP001056.2	AP001056.2
AP001059.3	AP001059.3
AL844908.1	AL844908.1
AC145212.1	AC145212.1
AC004556.1	AC004556.1
AL031848.2	AL031848.2
AC099568.2	AC099568.2
AL357055.3	AL357055.3
AC243756.1	AC243756.1
AL590560.2	AL590560.2
AL590714.1	AL590714.1
AL596325.1	AL596325.1
AL358115.1	AL358115.1
AC011247.2	AC011247.2
AC068282.1	AC068282.1
AC090948.2	AC090948.2
AC098650.1	AC098650.1
AC105935.1	AC105935.1
AC078795.2	AC078795.2
AC069431.1	AC069431.1
AC068631.1	AC068631.1
AC096734.2	AC096734.2
AC107068.2	AC107068.2
AC097460.1	AC097460.1
AC009185.1	AC009185.1
AL353135.1	AL353135.1
AL365275.1	AL365275.1
AL590006.1	AL590006.1
AC083862.2	AC083862.2
AC244197.2	AC244197.2
AC011773.1	AC011773.1
AC090579.1	AC090579.1
AL512625.2	AL512625.2
AL160269.1	AL160269.1
PANO1	PANO1
AC091564.2	AC091564.2
AP001350.1	AP001350.1
AP000911.1	AP000911.1
ADIRF	ADIRF
AL353719.1	AL353719.1
AC022395.1	AC022395.1
AC068896.1	AC068896.1
AC008115.1	AC008115.1
AL691403.2	AL691403.2
AL133467.2	AL133467.2
AC135068.8	AC135068.8
AC099489.1	AC099489.1
AC135050.1	AC135050.1
AC009163.7	AC009163.7
AC015853.2	AC015853.2
AC022031.2	AC022031.2
AC022726.2	AC022726.2
AC090360.1	AC090360.1
AL353194.1	AL353194.1
AC104532.1	AC104532.1
AC011448.1	AC011448.1
AC010616.1	AC010616.1
Z99774.1	Z99774.1
AL021707.5	AL021707.5
AP000692.2	AP000692.2
AL365255.1	AL365255.1
AL096855.1	AL096855.1
AL451042.2	AL451042.2
AL033527.3	AL033527.3
AL139220.2	AL139220.2
AC104170.1	AC104170.1
AL078459.1	AL078459.1
HIST2H3PS2	HIST2H3PS2
AL355388.2	AL355388.2
AL356272.1	AL356272.1
AL353593.2	AL353593.2
AL136988.1	AL136988.1
AC005041.1	AC005041.1
AC091488.1	AC091488.1
AC108047.1	AC108047.1
AC009226.1	AC009226.1
AC068051.1	AC068051.1
AC110792.3	AC110792.3
AC114811.2	AC114811.2
AC105285.1	AC105285.1
AC012636.1	AC012636.1
AC008549.2	AC008549.2
AL365232.1	AL365232.1
AL356417.1	AL356417.1
AC232271.1	AC232271.1
AF131216.1	AF131216.1
AC100861.2	AC100861.2
AL356489.3	AL356489.3
FAM166B	FAM166B
AL513165.1	AL513165.1
AP001107.9	AP001107.9
AP000879.1	AP000879.1
AP002770.1	AP002770.1
AP002986.1	AP002986.1
AL136320.1	AL136320.1
AC022390.1	AC022390.1
AL450311.2	AL450311.2
AC022400.6	AC022400.6
AC006064.2	AC006064.2
AC007622.2	AC007622.2
AC055713.1	AC055713.1
AC022306.2	AC022306.2
AC068870.2	AC068870.2
AC036108.2	AC036108.2
AC109460.4	AC109460.4
AC012645.1	AC012645.1
AC005838.2	AC005838.2
AL390198.1	AL390198.1
AC016588.1	AC016588.1
AC027307.1	AC027307.1
AC010632.1	AC010632.1
AC006213.1	AC006213.1
AC016027.1	AC016027.1
Z97055.2	Z97055.2
AC135803.1	AC135803.1
AC099063.1	AC099063.1
AC093157.2	AC093157.2
AC234582.1	AC234582.1
AL353708.1	AL353708.1
AL359921.2	AL359921.2
AL591848.3	AL591848.3
AC007405.3	AC007405.3
AC017101.1	AC017101.1
AC013468.1	AC013468.1
AC092053.3	AC092053.3
AC124045.1	AC124045.1
AC137630.4	AC137630.4
AC079848.1	AC079848.1
AC091965.4	AC091965.4
AC114956.1	AC114956.1
AC008522.1	AC008522.1
AL136307.1	AL136307.1
AL158198.1	AL158198.1
AL024507.2	AL024507.2
AL390208.1	AL390208.1
AC005064.1	AC005064.1
AC073073.2	AC073073.2
AC004908.3	AC004908.3
AC009630.1	AC009630.1
AC011978.2	AC011978.2
AC022893.1	AC022893.1
AC012213.3	AC012213.3
AC103706.1	AC103706.1
ZFAT-AS1	ZFAT-AS1
AL161457.2	AL161457.2
AL359636.1	AL359636.1
BX649632.1	BX649632.1
AL138781.1	AL138781.1
AP003031.2	AP003031.2
AL592430.1	AL592430.1
AC016394.2	AC016394.2
AL136368.1	AL136368.1
AC005840.4	AC005840.4
AC092490.1	AC092490.1
AC092794.1	AC092794.1
AC068789.1	AC068789.1
AL138995.1	AL138995.1
AL137786.1	AL137786.1
AC079322.1	AC079322.1
AC105020.5	AC105020.5
AC036108.4	AC036108.4
AL031708.1	AL031708.1
AC004381.1	AC004381.1
AC138894.1	AC138894.1
AC026471.4	AC026471.4
AC009107.2	AC009107.2
AC074143.1	AC074143.1
AC012184.1	AC012184.1
AC240565.2	AC240565.2
AC006435.2	AC006435.2
AC005696.3	AC005696.3
AC020558.1	AC020558.1
AC091180.3	AC091180.3
AC139149.1	AC139149.1
AC008403.3	AC008403.3
AC008687.4	AC008687.4
Z83844.2	Z83844.2
AL031846.2	AL031846.2
AL031590.1	AL031590.1
AL022238.4	AL022238.4
AL031847.1	AL031847.1
AL139423.1	AL139423.1
AL109811.1	AL109811.1
AL020998.1	AL020998.1
AL445471.1	AL445471.1
AL606491.1	AL606491.1
AC234582.2	AC234582.2
LINC01686	LINC01686
AL121990.1	AL121990.1
AL160408.2	AL160408.2
AC018742.1	AC018742.1
AC093901.1	AC093901.1
AC079305.1	AC079305.1
AC009948.4	AC009948.4
AC079834.2	AC079834.2
GAL3ST2	GAL3ST2
AC092053.2	AC092053.2
AC134772.1	AC134772.1
AC096887.1	AC096887.1
AC024560.1	AC024560.1
AC104806.2	AC104806.2
AC110079.2	AC110079.2
AC079341.1	AC079341.1
AC095055.1	AC095055.1
AC026801.2	AC026801.2
AC010501.1	AC010501.1
AC022217.3	AC022217.3
AL157373.2	AL157373.2
AL049543.1	AL049543.1
AL590617.2	AL590617.2
AL139393.2	AL139393.2
AC007029.1	AC007029.1
AC004492.1	AC004492.1
AC231533.1	AC231533.1
AC021242.3	AC021242.3
AF106564.1	AF106564.1
AL158152.2	AL158152.2
AL158151.1	AL158151.1
AC104389.4	AC104389.4
AC087280.2	AC087280.2
AP001160.3	AP001160.3
AP001267.3	AP001267.3
AP000904.1	AP000904.1
AC025822.2	AC025822.2
AC010864.1	AC010864.1
AL133551.1	AL133551.1
AL133352.1	AL133352.1
AL391988.1	AL391988.1
AL360181.2	AL360181.2
AC024145.1	AC024145.1
AC009318.4	AC009318.4
AC135279.3	AC135279.3
TESC-AS1	TESC-AS1
AC069234.2	AC069234.2
AC073578.1	AC073578.1
AC138466.1	AC138466.1
SEC23A-AS1	SEC23A-AS1
AL122035.1	AL122035.1
AL122035.2	AL122035.2
AL121820.1	AL121820.1
LINC02323	LINC02323
AC009560.1	AC009560.1
AC100830.1	AC100830.1
AC100835.1	AC100835.1
AC141586.3	AC141586.3
AC092119.3	AC092119.3
AC027682.1	AC027682.1
AC130343.2	AC130343.2
AC004706.1	AC004706.1
AC002094.2	AC002094.2
LINC01976	LINC01976
AP000919.3	AP000919.3
AP001269.4	AP001269.4
AC009802.1	AC009802.1
AL035461.2	AL035461.2
AL391095.1	AL391095.1
AL133230.1	AL133230.1
AMH	AMH
PRR36	PRR36
AC008758.6	AC008758.6
AC008764.6	AC008764.6
AC007786.1	AC007786.1
AC007773.1	AC007773.1
AC008736.1	AC008736.1
AC002398.1	AC002398.1
AC008440.1	AC008440.1
AP000704.1	AP000704.1
BRWD1-AS2	BRWD1-AS2
AL603910.1	AL603910.1
AC005476.2	AC005476.2
AF064858.1	AF064858.1
AL513320.1	AL513320.1
AC107204.1	AC107204.1
AC006160.1	AC006160.1
AC007566.1	AC007566.1
AC091563.1	AC091563.1
BX005266.2	BX005266.2
AL606807.1	AL606807.1
AC023946.1	AC023946.1
AP000439.3	AP000439.3
AP003501.2	AP003501.2
AC034102.4	AC034102.4
AC068446.2	AC068446.2
AC026150.1	AC026150.1
CCL17	CCL17
AC084064.1	AC084064.1
AC127024.6	AC127024.6
AC008759.3	AC008759.3
Z97192.2	Z97192.2
AL353622.2	AL353622.2
AL606760.3	AL606760.3
HIST2H3A	HIST2H3A
AL358472.4	AL358472.4
AC004834.1	AC004834.1
AL732314.6	AL732314.6
Z68871.1	Z68871.1
AL136982.7	AL136982.7
AC073655.2	AC073655.2
AC010809.2	AC010809.2
AC068722.2	AC068722.2
AC023906.3	AC023906.3
FOXJ1	FOXJ1
AL133227.1	AL133227.1
AP000253.1	AP000253.1
AC007878.1	AC007878.1
AC015971.1	AC015971.1
AC073352.2	AC073352.2
AC080013.5	AC080013.5
AC084048.1	AC084048.1
AC104109.2	AC104109.2
AL080317.2	AL080317.2
AC010973.2	AC010973.2
FAM239B	FAM239B
AC022239.1	AC022239.1
AC009630.3	AC009630.3
AP000424.2	AP000424.2
AL731563.3	AL731563.3
METTL7B	METTL7B
AC034102.3	AC034102.3
AL132780.2	AL132780.2
AL132639.3	AL132639.3
AC007376.2	AC007376.2
AC246787.2	AC246787.2
AC010809.1	AC010809.1
AC021752.1	AC021752.1
AC090607.5	AC090607.5
AC091167.7	AC091167.7
AC092142.1	AC092142.1
AC005224.1	AC005224.1
AC090912.1	AC090912.1
AL118508.1	AL118508.1
AC008878.3	AC008878.3
AC008752.2	AC008752.2
AC011511.1	AC011511.1
AC011455.1	AC011455.1
AL021707.7	AL021707.7
Z83847.1	Z83847.1
U62317.2	U62317.2
AL034417.4	AL034417.4
AL049795.1	AL049795.1
AL358472.3	AL358472.3
AL356441.1	AL356441.1
AL513314.2	AL513314.2
AC073283.1	AC073283.1
GPR39	GPR39
AC009948.3	AC009948.3
AC097662.1	AC097662.1
AC018809.2	AC018809.2
AC084871.2	AC084871.2
AC022113.2	AC022113.2
AC020900.1	AC020900.1
AC034243.1	AC034243.1
AC008429.1	AC008429.1
AC018645.2	AC018645.2
AC005537.1	AC005537.1
AF131216.4	AF131216.4
ANKRD20A2	ANKRD20A2
AC068580.4	AC068580.4
AL139125.1	AL139125.1
MYOZ1	MYOZ1
AC022509.3	AC022509.3
AC024896.1	AC024896.1
AC007569.1	AC007569.1
AC069209.1	AC069209.1
AL136018.1	AL136018.1
AL139353.1	AL139353.1
AL162311.3	AL162311.3
AL157955.1	AL157955.1
AL928742.1	AL928742.1
AC104590.1	AC104590.1
AC104035.1	AC104035.1
AC092723.5	AC092723.5
AC138028.4	AC138028.4
AC006441.3	AC006441.3
AC005759.1	AC005759.1
AC005392.2	AC005392.2
AC006547.1	AC006547.1
AL391244.3	AL391244.3
AL592166.1	AL592166.1
AC096536.3	AC096536.3
AL137856.1	AL137856.1
AL592494.3	AL592494.3
AC012360.1	AC012360.1
AC104187.1	AC104187.1
AC233280.1	AC233280.1
AC019131.2	AC019131.2
AC092343.1	AC092343.1
AL049697.1	AL049697.1
AC005586.1	AC005586.1
AC016405.3	AC016405.3
AC090198.1	AC090198.1
AC009908.1	AC009908.1
AC067930.4	AC067930.4
AL136317.2	AL136317.2
AL451065.1	AL451065.1
AL356215.1	AL356215.1
LINC01481	LINC01481
ATXN2-AS	ATXN2-AS
AC004825.2	AC004825.2
AC135068.9	AC135068.9
AC100827.4	AC100827.4
AC087190.1	AC087190.1
AC106739.2	AC106739.2
AC093512.1	AC093512.1
AC005899.5	AC005899.5
AC015912.1	AC015912.1
AC145207.3	AC145207.3
AC090229.1	AC090229.1
AC027575.2	AC027575.2
AL031670.1	AL031670.1
AL133342.1	AL133342.1
AC007292.2	AC007292.2
AC008764.4	AC008764.4
AC093390.2	AC093390.2
AC104472.3	AC104472.3
AC108471.2	AC108471.2
AC083829.2	AC083829.2
AC104109.3	AC104109.3
AL121972.1	AL121972.1
AC073957.2	AC073957.2
AC234772.2	AC234772.2
AC120193.1	AC120193.1
AP003063.2	AP003063.2
AL137145.1	AL137145.1
EMG1.1	EMG1.1
AC026367.3	AC026367.3
AC106028.4	AC106028.4
AC009123.1	AC009123.1
AC015727.1	AC015727.1
AC007114.2	AC007114.2
AC010336.1	AC010336.1
AC012617.1	AC012617.1
AC010325.1	AC010325.1
AC006946.2	AC006946.2
AC092802.1	AC092802.1
AC012065.4	AC012065.4
AC073046.1	AC073046.1
AC108463.3	AC108463.3
AC016683.1	AC016683.1
AC109779.1	AC109779.1
AC104113.1	AC104113.1
AL353597.1	AL353597.1
AL137784.2	AL137784.2
AL022069.1	AL022069.1
AC006329.1	AC006329.1
AC083973.1	AC083973.1
AC010834.2	AC010834.2
TMX2-CTNND1	TMX2-CTNND1
AP003419.2	AP003419.2
AC093525.4	AC093525.4
AC002310.2	AC002310.2
AC105411.1	AC105411.1
AC091153.2	AC091153.2
AC243830.1	AC243830.1
AL110115.2	AL110115.2
AL023803.1	AL023803.1
GNG8	GNG8
AC002470.1	AC002470.1
AP001437.1	AP001437.1
AL139424.2	AL139424.2
AC239804.1	AC239804.1
AL513329.1	AL513329.1
AL078644.2	AL078644.2
OCLM	OCLM
AL359921.1	AL359921.1
AC009242.1	AC009242.1
AC012074.1	AC012074.1
AC012485.3	AC012485.3
AC078802.1	AC078802.1
AC104662.2	AC104662.2
AC025178.1	AC025178.1
AC025442.1	AC025442.1
AC026691.1	AC026691.1
AL513548.3	AL513548.3
AL358933.1	AL358933.1
AL135905.1	AL135905.1
AC102953.2	AC102953.2
AC006027.1	AC006027.1
VPS37D	VPS37D
AC004990.1	AC004990.1
AC092849.1	AC092849.1
AC004839.1	AC004839.1
AC006017.1	AC006017.1
AC093726.2	AC093726.2
AL354793.1	AL354793.1
AL353804.1	AL353804.1
AC091185.1	AC091185.1
AC090739.1	AC090739.1
AC100803.3	AC100803.3
AL357874.2	AL357874.2
AL357874.1	AL357874.1
C9orf41-AS1	C9orf41-AS1
AL157938.3	AL157938.3
AC131934.1	AC131934.1
CNTF	CNTF
AP001831.1	AP001831.1
AL162274.2	AL162274.2
AC068987.4	AC068987.4
AC025423.1	AC025423.1
AL359736.1	AL359736.1
AL355073.2	AL355073.2
AL161756.1	AL161756.1
AL163932.1	AL163932.1
AL133367.1	AL133367.1
Z69706.1	Z69706.1
AL031008.1	AL031008.1
AC130650.2	AC130650.2
AC009021.1	AC009021.1
AC009159.3	AC009159.3
AC087392.3	AC087392.3
AC130324.1	AC130324.1
AC005899.7	AC005899.7
AC080112.1	AC080112.1
AC120024.1	AC120024.1
AP006565.1	AP006565.1
AC010754.1	AC010754.1
AC093330.1	AC093330.1
AL357033.2	AL357033.2
AC005775.1	AC005775.1
AC012615.5	AC012615.5
AC010503.4	AC010503.4
AC022144.1	AC022144.1
AC004997.1	AC004997.1
AL096701.3	AL096701.3
AL021707.1	AL021707.1
AC254562.3	AC254562.3
Z98885.2	Z98885.2
AL022328.2	AL022328.2
AC007325.4	AC007325.4
AC114488.3	AC114488.3
AL136115.2	AL136115.2
AL513327.1	AL513327.1
AL606760.2	AL606760.2
AL139412.1	AL139412.1
AL356276.1	AL356276.1
AL139011.2	AL139011.2
AL138930.1	AL138930.1
AL133383.1	AL133383.1
AL357793.1	AL357793.1
AL451060.1	AL451060.1
AL590648.3	AL590648.3
AL359979.2	AL359979.2
AL353593.1	AL353593.1
AC007378.1	AC007378.1
AC009501.1	AC009501.1
AC006030.1	AC006030.1
AC013271.1	AC013271.1
AC017074.1	AC017074.1
AC013731.1	AC013731.1
AC097461.1	AC097461.1
AC069277.1	AC069277.1
CCK	CCK
AC137630.1	AC137630.1
SCAANT1	SCAANT1
AC097634.3	AC097634.3
AC108693.2	AC108693.2
AC008040.1	AC008040.1
AC107294.2	AC107294.2
LINC00885	LINC00885
AC139887.1	AC139887.1
AC079921.2	AC079921.2
AC004069.1	AC004069.1
AC008875.1	AC008875.1
AC008914.1	AC008914.1
AC034245.1	AC034245.1
AC025176.1	AC025176.1
AC123595.1	AC123595.1
AC008906.2	AC008906.2
AC005618.1	AC005618.1
AC008676.1	AC008676.1
AL136309.2	AL136309.2
SFTA2	SFTA2
AL023806.1	AL023806.1
AL121935.1	AL121935.1
AC007285.1	AC007285.1
NUPR2	NUPR2
AC003991.2	AC003991.2
AC018638.6	AC018638.6
AC008264.2	AC008264.2
RAB40AL	RAB40AL
AC130352.1	AC130352.1
AC084026.2	AC084026.2
AC100814.1	AC100814.1
AC083843.3	AC083843.3
AC011676.1	AC011676.1
AL391834.1	AL391834.1
AL354710.2	AL354710.2
AC136475.9	AC136475.9
AP006623.1	AP006623.1
AC069360.1	AC069360.1
AP000769.2	AP000769.2
AP001893.1	AP001893.1
AL157834.2	AL157834.2
AC020612.3	AC020612.3
AC011611.4	AC011611.4
AL161772.1	AL161772.1
AL139383.1	AL139383.1
AL162377.3	AL162377.3
AL139035.1	AL139035.1
AL359237.1	AL359237.1
AL118558.4	AL118558.4
AC013652.1	AC013652.1
AC020661.1	AC020661.1
AC090510.1	AC090510.1
AL031600.1	AL031600.1
AC092119.2	AC092119.2
AC092140.1	AC092140.1
AC010542.4	AC010542.4
AC126773.4	AC126773.4
AC009120.5	AC009120.5
AC092376.2	AC092376.2
AC092718.3	AC092718.3
AC009148.1	AC009148.1
AC087393.2	AC087393.2
AC138150.2	AC138150.2
AC005921.2	AC005921.2
AC025048.4	AC025048.4
AC024361.2	AC024361.2
AP000919.4	AP000919.4
AC006238.1	AC006238.1
AC021594.2	AC021594.2
AC005329.1	AC005329.1
AC010422.6	AC010422.6
AC002115.1	AC002115.1
C19orf84	C19orf84
AC245884.8	AC245884.8
AC005261.2	AC005261.2
AL035681.1	AL035681.1
AL031595.2	AL031595.2
AC005540.1	AC005540.1
AC012507.1	AC012507.1
AC022382.1	AC022382.1
AC104452.1	AC104452.1
AC046143.1	AC046143.1
AC108062.1	AC108062.1
AC131025.1	AC131025.1
KCNIP1	KCNIP1
AL357054.2	AL357054.2
AC084346.2	AC084346.2
AL591368.1	AL591368.1
AL158070.1	AL158070.1
AC023790.2	AC023790.2
AC053513.1	AC053513.1
AL133523.1	AL133523.1
AL928654.1	AL928654.1
AC138207.7	AC138207.7
FO393418.1	FO393418.1
AC009509.1	AC009509.1
AC015967.1	AC015967.1
AL627309.6	AL627309.6
AL627309.5	AL627309.5
AL669831.1	AL669831.1
AL669831.4	AL669831.4
AL669831.3	AL669831.3
AL391244.2	AL391244.2
AL645728.2	AL645728.2
TMEM240	TMEM240
AL691432.4	AL691432.4
AL031282.2	AL031282.2
AL031282.1	AL031282.1
AL513477.2	AL513477.2
AL031847.2	AL031847.2
AL357140.2	AL357140.2
AL603962.1	AL603962.1
AL354956.1	AL354956.1
AL109811.2	AL109811.2
AL021155.5	AL021155.5
