	gene_symbol
AC007091.1	AC007091.1
AC007098.1	AC007098.1
AC007099.1	AC007099.1
AC007099.2	AC007099.2
AC007100.1	AC007100.1
AC007100.2	AC007100.2
AC007106.1	AC007106.1
AC007106.2	AC007106.2
AC007114.1	AC007114.1
AC007114.2	AC007114.2
AC007126.1	AC007126.1
AC007128.1	AC007128.1
AC007128.2	AC007128.2
AC007130.1	AC007130.1
AC007132.1	AC007132.1
AC007163.1	AC007163.1
AC007179.1	AC007179.1
AC007182.1	AC007182.1
AC007192.1	AC007192.1
AC007192.2	AC007192.2
AC007193.1	AC007193.1
AC007193.2	AC007193.2
AC007193.3	AC007193.3
AC007207.2	AC007207.2
AC007216.1	AC007216.1
AC007216.2	AC007216.2
AC007216.3	AC007216.3
AC007216.4	AC007216.4
AC007218.1	AC007218.1
AC007218.2	AC007218.2
AC007218.3	AC007218.3
AC007220.1	AC007220.1
AC007220.2	AC007220.2
AC007221.1	AC007221.1
AC007221.2	AC007221.2
AC007222.2	AC007222.2
AC007223.1	AC007223.1
AC007228.2	AC007228.2
AC007240.1	AC007240.1
AC007240.3	AC007240.3
AC007249.1	AC007249.1
AC007249.2	AC007249.2
AC007250.1	AC007250.1
AC007255.1	AC007255.1
AC007262.2	AC007262.2
AC007271.1	AC007271.1
AC007272.1	AC007272.1
AC007277.1	AC007277.1
AC007278.1	AC007278.1
AC007278.2	AC007278.2
AC007279.2	AC007279.2
AC007285.1	AC007285.1
AC007285.2	AC007285.2
AC007292.1	AC007292.1
AC007292.2	AC007292.2
AC007292.3	AC007292.3
AC007298.1	AC007298.1
AC007298.2	AC007298.2
AC007308.1	AC007308.1
AC007314.1	AC007314.1
AC007317.1	AC007317.1
AC007317.2	AC007317.2
AC007319.1	AC007319.1
AC007325.1	AC007325.1
AC007325.2	AC007325.2
AC007325.4	AC007325.4
AC007326.2	AC007326.2
AC007326.4	AC007326.4
AC007326.5	AC007326.5
AC007327.2	AC007327.2
AC007333.1	AC007333.1
AC007333.2	AC007333.2
AC007336.1	AC007336.1
AC007342.1	AC007342.1
AC007342.4	AC007342.4
AC007342.5	AC007342.5
AC007344.1	AC007344.1
AC007347.1	AC007347.1
AC007349.1	AC007349.1
AC007349.2	AC007349.2
AC007349.3	AC007349.3
AC007349.4	AC007349.4
AC007350.1	AC007350.1
AC007362.1	AC007362.1
AC007364.1	AC007364.1
AC007365.1	AC007365.1
AC007368.1	AC007368.1
AC007368.2	AC007368.2
AC007370.1	AC007370.1
AC007370.2	AC007370.2
AC007375.3	AC007375.3
AC007376.2	AC007376.2
AC007378.1	AC007378.1
AC007381.1	AC007381.1
AC007383.2	AC007383.2
AC007383.3	AC007383.3
AC007384.1	AC007384.1
AC007387.2	AC007387.2
AC007387.3	AC007387.3
AC007388.1	AC007388.1
AC007389.1	AC007389.1
AC007389.3	AC007389.3
AC007389.5	AC007389.5
AC007390.2	AC007390.2
AC007391.1	AC007391.1
AC007391.2	AC007391.2
AC007391.3	AC007391.3
AC007402.1	AC007402.1
AC007402.2	AC007402.2
AC007405.1	AC007405.1
AC007405.2	AC007405.2
AC007405.3	AC007405.3
AC007405.4	AC007405.4
AC007406.1	AC007406.1
AC007406.2	AC007406.2
AC007406.3	AC007406.3
AC007406.4	AC007406.4
AC007406.5	AC007406.5
AC007422.1	AC007422.1
AC007422.2	AC007422.2
AC007423.1	AC007423.1
AC007431.1	AC007431.1
AC007431.2	AC007431.2
AC007432.1	AC007432.1
AC007448.2	AC007448.2
AC007448.3	AC007448.3
AC007448.4	AC007448.4
AC007448.5	AC007448.5
AC007450.1	AC007450.1
AC007463.1	AC007463.1
AC007463.2	AC007463.2
AC007483.1	AC007483.1
AC007485.1	AC007485.1
AC007491.1	AC007491.1
AC007493.1	AC007493.1
AC007493.2	AC007493.2
AC007494.2	AC007494.2
AC007495.1	AC007495.1
AC007495.2	AC007495.2
AC007496.1	AC007496.1
AC007496.2	AC007496.2
AC007497.1	AC007497.1
AC007513.1	AC007513.1
AC007527.1	AC007527.1
AC007527.2	AC007527.2
AC007529.1	AC007529.1
AC007529.2	AC007529.2
AC007533.1	AC007533.1
AC007535.1	AC007535.1
AC007540.1	AC007540.1
AC007541.1	AC007541.1
AC007546.1	AC007546.1
AC007556.1	AC007556.1
AC007557.1	AC007557.1
AC007557.2	AC007557.2
AC007557.3	AC007557.3
AC007557.4	AC007557.4
AC007563.1	AC007563.1
AC007563.2	AC007563.2
AC007563.4	AC007563.4
AC007566.1	AC007566.1
AC007569.1	AC007569.1
AC007570.1	AC007570.1
AC007595.1	AC007595.1
AC007598.1	AC007598.1
AC007598.2	AC007598.2
AC007599.2	AC007599.2
AC007601.1	AC007601.1
AC007601.2	AC007601.2
AC007603.1	AC007603.1
AC007608.1	AC007608.1
AC007608.2	AC007608.2
AC007608.3	AC007608.3
AC007610.1	AC007610.1
AC007610.2	AC007610.2
AC007610.5	AC007610.5
AC007611.1	AC007611.1
AC007613.1	AC007613.1
AC007614.1	AC007614.1
AC007619.1	AC007619.1
AC007620.2	AC007620.2
AC007620.3	AC007620.3
AC007622.2	AC007622.2
AC007637.1	AC007637.1
AC007638.1	AC007638.1
AC007638.2	AC007638.2
AC007639.1	AC007639.1
AC007652.1	AC007652.1
AC007652.3	AC007652.3
AC007655.1	AC007655.1
AC007655.2	AC007655.2
AC007656.1	AC007656.1
AC007656.2	AC007656.2
AC007656.4	AC007656.4
AC007663.2	AC007663.2
AC007663.3	AC007663.3
AC007663.4	AC007663.4
AC007666.1	AC007666.1
AC007666.2	AC007666.2
AC007671.1	AC007671.1
AC007673.1	AC007673.1
AC007679.1	AC007679.1
AC007681.1	AC007681.1
AC007682.1	AC007682.1
AC007684.2	AC007684.2
AC007686.2	AC007686.2
AC007686.3	AC007686.3
AC007686.4	AC007686.4
AC007687.1	AC007687.1
AC007695.1	AC007695.1
AC007728.1	AC007728.1
AC007728.2	AC007728.2
AC007728.3	AC007728.3
AC007731.1	AC007731.1
AC007731.3	AC007731.3
AC007731.4	AC007731.4
AC007731.5	AC007731.5
AC007736.1	AC007736.1
AC007743.1	AC007743.1
AC007749.1	AC007749.1
AC007749.2	AC007749.2
AC007750.1	AC007750.1
AC007773.1	AC007773.1
AC007780.1	AC007780.1
AC007785.1	AC007785.1
AC007785.3	AC007785.3
AC007786.1	AC007786.1
AC007786.2	AC007786.2
AC007786.3	AC007786.3
AC007786.4	AC007786.4
AC007787.1	AC007787.1
AC007795.1	AC007795.1
AC007823.1	AC007823.1
AC007834.1	AC007834.1
AC007846.1	AC007846.1
AC007846.2	AC007846.2
AC007848.1	AC007848.1
AC007849.1	AC007849.1
AC007861.1	AC007861.1
AC007861.2	AC007861.2
AC007877.1	AC007877.1
AC007878.1	AC007878.1
AC007879.1	AC007879.1
AC007879.2	AC007879.2
AC007879.3	AC007879.3
AC007879.4	AC007879.4
AC007879.5	AC007879.5
AC007880.1	AC007880.1
AC007881.2	AC007881.2
AC007881.3	AC007881.3
AC007881.4	AC007881.4
AC007906.1	AC007906.1
AC007906.2	AC007906.2
AC007907.1	AC007907.1
AC007920.1	AC007920.1
AC007920.2	AC007920.2
AC007922.1	AC007922.1
AC007922.2	AC007922.2
AC007922.3	AC007922.3
AC007922.4	AC007922.4
AC007923.1	AC007923.1
AC007923.4	AC007923.4
AC007938.1	AC007938.1
AC007938.2	AC007938.2
AC007938.3	AC007938.3
AC007948.1	AC007948.1
AC007950.1	AC007950.1
AC007950.2	AC007950.2
AC007952.2	AC007952.2
AC007952.3	AC007952.3
AC007952.4	AC007952.4
AC007952.5	AC007952.5
AC007952.6	AC007952.6
AC007952.7	AC007952.7
AC007952.8	AC007952.8
AC007952.9	AC007952.9
AC007953.1	AC007953.1
AC007953.2	AC007953.2
AC007966.1	AC007966.1
AC007991.3	AC007991.3
AC007993.2	AC007993.2
AC007993.3	AC007993.3
AC007996.1	AC007996.1
AC007998.3	AC007998.3
AC007998.4	AC007998.4
AC008011.2	AC008011.2
AC008014.1	AC008014.1
AC008026.3	AC008026.3
AC008033.3	AC008033.3
AC008035.1	AC008035.1
AC008040.1	AC008040.1
AC008040.5	AC008040.5
AC008050.1	AC008050.1
AC008055.2	AC008055.2
AC008056.1	AC008056.1
AC008056.2	AC008056.2
AC008056.3	AC008056.3
AC008060.1	AC008060.1
AC008060.2	AC008060.2
AC008060.3	AC008060.3
AC008060.4	AC008060.4
AC008060.5	AC008060.5
AC008063.1	AC008063.1
AC008063.2	AC008063.2
AC008067.1	AC008067.1
AC008073.1	AC008073.1
AC008073.2	AC008073.2
AC008073.3	AC008073.3
AC008074.1	AC008074.1
AC008074.2	AC008074.2
AC008074.3	AC008074.3
AC008079.1	AC008079.1
AC008079.2	AC008079.2
AC008080.1	AC008080.1
AC008080.2	AC008080.2
AC008080.3	AC008080.3
AC008080.4	AC008080.4
AC008083.1	AC008083.1
AC008083.2	AC008083.2
AC008083.3	AC008083.3
AC008088.1	AC008088.1
AC008105.1	AC008105.1
AC008105.3	AC008105.3
AC008109.1	AC008109.1
AC008114.1	AC008114.1
AC008115.1	AC008115.1
AC008115.2	AC008115.2
AC008115.3	AC008115.3
AC008115.4	AC008115.4
AC008119.1	AC008119.1
AC008121.2	AC008121.2
AC008121.3	AC008121.3
AC008124.1	AC008124.1
AC008125.1	AC008125.1
AC008127.1	AC008127.1
AC008133.1	AC008133.1
AC008147.1	AC008147.1
AC008147.2	AC008147.2
AC008149.1	AC008149.1
AC008149.2	AC008149.2
AC008154.1	AC008154.1
AC008154.2	AC008154.2
AC008164.1	AC008164.1
AC008170.1	AC008170.1
AC008180.2	AC008180.2
AC008250.1	AC008250.1
AC008250.2	AC008250.2
AC008264.2	AC008264.2
AC008267.5	AC008267.5
AC008269.1	AC008269.1
AC008269.2	AC008269.2
AC008273.1	AC008273.1
AC008277.1	AC008277.1
AC008278.1	AC008278.1
AC008278.2	AC008278.2
AC008280.3	AC008280.3
AC008281.1	AC008281.1
AC008378.1	AC008378.1
AC008392.1	AC008392.1
AC008393.1	AC008393.1
AC008395.1	AC008395.1
AC008397.1	AC008397.1
AC008397.2	AC008397.2
AC008403.1	AC008403.1
AC008403.2	AC008403.2
AC008403.3	AC008403.3
AC008406.1	AC008406.1
AC008415.1	AC008415.1
AC008429.1	AC008429.1
AC008429.3	AC008429.3
AC008434.1	AC008434.1
AC008438.1	AC008438.1
AC008438.2	AC008438.2
AC008440.1	AC008440.1
AC008440.2	AC008440.2
AC008440.3	AC008440.3
AC008443.1	AC008443.1
AC008443.2	AC008443.2
AC008443.3	AC008443.3
AC008443.4	AC008443.4
AC008443.5	AC008443.5
AC008443.6	AC008443.6
AC008443.8	AC008443.8
AC008443.9	AC008443.9
AC008448.1	AC008448.1
AC008453.1	AC008453.1
AC008453.2	AC008453.2
AC008456.1	AC008456.1
AC008459.1	AC008459.1
AC008462.1	AC008462.1
AC008464.1	AC008464.1
AC008467.1	AC008467.1
AC008474.1	AC008474.1
AC008481.3	AC008481.3
AC008494.3	AC008494.3
AC008496.2	AC008496.2
AC008496.3	AC008496.3
AC008505.1	AC008505.1
AC008507.2	AC008507.2
AC008507.4	AC008507.4
AC008507.5	AC008507.5
AC008514.1	AC008514.1
AC008517.1	AC008517.1
AC008522.1	AC008522.1
AC008525.1	AC008525.1
AC008532.1	AC008532.1
AC008534.1	AC008534.1
AC008537.1	AC008537.1
AC008537.2	AC008537.2
AC008537.4	AC008537.4
AC008539.1	AC008539.1
AC008543.1	AC008543.1
AC008543.3	AC008543.3
AC008543.4	AC008543.4
AC008543.5	AC008543.5
AC008549.2	AC008549.2
AC008551.1	AC008551.1
AC008554.1	AC008554.1
AC008555.2	AC008555.2
AC008555.3	AC008555.3
AC008555.4	AC008555.4
AC008555.5	AC008555.5
AC008556.1	AC008556.1
AC008567.2	AC008567.2
AC008567.3	AC008567.3
AC008568.1	AC008568.1
AC008569.1	AC008569.1
AC008569.2	AC008569.2
AC008571.2	AC008571.2
AC008572.1	AC008572.1
AC008574.1	AC008574.1
AC008575.1	AC008575.1
AC008581.1	AC008581.1
AC008581.2	AC008581.2
AC008591.1	AC008591.1
AC008592.1	AC008592.1
AC008592.2	AC008592.2
AC008592.4	AC008592.4
AC008592.5	AC008592.5
AC008601.1	AC008601.1
AC008608.2	AC008608.2
AC008609.1	AC008609.1
AC008610.1	AC008610.1
AC008619.1	AC008619.1
AC008622.2	AC008622.2
AC008625.1	AC008625.1
AC008627.1	AC008627.1
AC008629.1	AC008629.1
AC008632.1	AC008632.1
AC008635.1	AC008635.1
AC008637.1	AC008637.1
AC008649.1	AC008649.1
AC008649.2	AC008649.2
AC008652.1	AC008652.1
AC008655.1	AC008655.1
AC008655.2	AC008655.2
AC008659.1	AC008659.1
AC008662.1	AC008662.1
AC008662.2	AC008662.2
AC008663.1	AC008663.1
AC008663.2	AC008663.2
AC008663.3	AC008663.3
AC008667.1	AC008667.1
AC008667.2	AC008667.2
AC008667.3	AC008667.3
AC008667.4	AC008667.4
AC008674.1	AC008674.1
AC008676.1	AC008676.1
AC008679.1	AC008679.1
AC008680.1	AC008680.1
AC008686.1	AC008686.1
AC008687.1	AC008687.1
AC008687.4	AC008687.4
AC008687.8	AC008687.8
AC008691.1	AC008691.1
AC008695.1	AC008695.1
AC008696.2	AC008696.2
AC008700.1	AC008700.1
AC008703.1	AC008703.1
AC008708.1	AC008708.1
AC008708.2	AC008708.2
AC008728.1	AC008728.1
AC008731.1	AC008731.1
AC008734.1	AC008734.1
AC008734.2	AC008734.2
AC008735.1	AC008735.1
AC008735.2	AC008735.2
AC008735.3	AC008735.3
AC008735.4	AC008735.4
AC008736.1	AC008736.1
AC008736.2	AC008736.2
AC008737.1	AC008737.1
AC008737.3	AC008737.3
AC008738.1	AC008738.1
AC008738.2	AC008738.2
AC008738.3	AC008738.3
AC008738.4	AC008738.4
AC008739.1	AC008739.1
AC008741.1	AC008741.1
AC008741.2	AC008741.2
AC008742.1	AC008742.1
AC008743.1	AC008743.1
AC008747.1	AC008747.1
AC008750.2	AC008750.2
AC008750.3	AC008750.3
AC008750.4	AC008750.4
AC008750.5	AC008750.5
AC008750.7	AC008750.7
AC008750.8	AC008750.8
AC008751.3	AC008751.3
AC008752.1	AC008752.1
AC008752.2	AC008752.2
AC008753.3	AC008753.3
AC008758.1	AC008758.1
AC008758.2	AC008758.2
AC008758.4	AC008758.4
AC008758.5	AC008758.5
AC008758.6	AC008758.6
AC008759.2	AC008759.2
AC008759.3	AC008759.3
AC008760.1	AC008760.1
AC008760.2	AC008760.2
AC008761.1	AC008761.1
AC008761.2	AC008761.2
AC008763.1	AC008763.1
AC008763.2	AC008763.2
AC008764.1	AC008764.1
AC008764.2	AC008764.2
AC008764.3	AC008764.3
AC008764.4	AC008764.4
AC008764.5	AC008764.5
AC008764.6	AC008764.6
AC008764.7	AC008764.7
AC008764.8	AC008764.8
AC008766.1	AC008766.1
AC008770.1	AC008770.1
AC008770.2	AC008770.2
AC008770.3	AC008770.3
AC008771.1	AC008771.1
AC008780.1	AC008780.1
AC008780.2	AC008780.2
AC008781.1	AC008781.1
AC008781.2	AC008781.2
AC008781.3	AC008781.3
AC008786.1	AC008786.1
AC008794.1	AC008794.1
AC008798.2	AC008798.2
AC008798.3	AC008798.3
AC008805.2	AC008805.2
AC008825.1	AC008825.1
AC008840.1	AC008840.1
AC008852.1	AC008852.1
AC008869.1	AC008869.1
AC008870.1	AC008870.1
AC008870.2	AC008870.2
AC008870.3	AC008870.3
AC008870.4	AC008870.4
AC008871.1	AC008871.1
AC008875.1	AC008875.1
AC008875.2	AC008875.2
AC008875.3	AC008875.3
AC008877.1	AC008877.1
AC008878.1	AC008878.1
AC008878.3	AC008878.3
AC008878.4	AC008878.4
AC008883.1	AC008883.1
AC008883.2	AC008883.2
AC008883.3	AC008883.3
AC008885.2	AC008885.2
AC008892.1	AC008892.1
AC008894.2	AC008894.2
AC008897.2	AC008897.2
AC008897.3	AC008897.3
AC008906.1	AC008906.1
AC008906.2	AC008906.2
AC008914.1	AC008914.1
AC008915.1	AC008915.1
AC008915.2	AC008915.2
AC008937.1	AC008937.1
AC008937.2	AC008937.2
AC008937.3	AC008937.3
AC008938.1	AC008938.1
AC008945.1	AC008945.1
AC008945.2	AC008945.2
AC008946.1	AC008946.1
AC008948.1	AC008948.1
AC008957.1	AC008957.1
AC008957.2	AC008957.2
AC008964.1	AC008964.1
AC008966.1	AC008966.1
AC008966.2	AC008966.2
AC008966.3	AC008966.3
AC008969.1	AC008969.1
AC008969.2	AC008969.2
AC008972.1	AC008972.1
AC008972.2	AC008972.2
AC008982.1	AC008982.1
AC008982.2	AC008982.2
AC008991.1	AC008991.1
AC008992.1	AC008992.1
AC009005.1	AC009005.1
AC009019.1	AC009019.1
AC009019.2	AC009019.2
AC009021.1	AC009021.1
AC009021.2	AC009021.2
AC009032.1	AC009032.1
AC009034.1	AC009034.1
AC009035.1	AC009035.1
AC009041.1	AC009041.1
AC009041.2	AC009041.2
AC009041.4	AC009041.4
AC009053.2	AC009053.2
AC009053.3	AC009053.3
AC009054.1	AC009054.1
AC009054.2	AC009054.2
AC009055.1	AC009055.1
AC009055.2	AC009055.2
AC009060.1	AC009060.1
AC009061.2	AC009061.2
AC009063.1	AC009063.1
AC009063.2	AC009063.2
AC009063.3	AC009063.3
AC009065.1	AC009065.1
AC009065.2	AC009065.2
AC009065.3	AC009065.3
AC009065.4	AC009065.4
AC009065.5	AC009065.5
AC009065.6	AC009065.6
AC009065.7	AC009065.7
AC009065.8	AC009065.8
AC009075.1	AC009075.1
AC009081.1	AC009081.1
AC009081.2	AC009081.2
AC009086.2	AC009086.2
AC009087.1	AC009087.1
AC009088.1	AC009088.1
AC009088.2	AC009088.2
AC009088.3	AC009088.3
AC009090.1	AC009090.1
AC009090.2	AC009090.2
AC009090.3	AC009090.3
AC009090.6	AC009090.6
AC009093.1	AC009093.1
AC009093.2	AC009093.2
AC009093.4	AC009093.4
AC009093.5	AC009093.5
AC009093.6	AC009093.6
AC009095.1	AC009095.1
AC009097.1	AC009097.1
AC009097.2	AC009097.2
AC009097.3	AC009097.3
AC009102.1	AC009102.1
AC009102.2	AC009102.2
AC009102.4	AC009102.4
AC009107.1	AC009107.1
AC009107.2	AC009107.2
AC009108.3	AC009108.3
AC009110.1	AC009110.1
AC009113.1	AC009113.1
AC009113.2	AC009113.2
AC009117.2	AC009117.2
AC009117.3	AC009117.3
AC009118.1	AC009118.1
AC009118.2	AC009118.2
AC009118.3	AC009118.3
AC009119.1	AC009119.1
AC009119.2	AC009119.2
AC009119.3	AC009119.3
AC009120.2	AC009120.2
AC009120.3	AC009120.3
AC009120.4	AC009120.4
AC009120.5	AC009120.5
AC009121.2	AC009121.2
AC009121.3	AC009121.3
AC009123.1	AC009123.1
AC009126.1	AC009126.1
AC009127.1	AC009127.1
AC009133.1	AC009133.1
AC009133.2	AC009133.2
AC009133.3	AC009133.3
AC009133.4	AC009133.4
AC009133.6	AC009133.6
AC009134.1	AC009134.1
AC009135.1	AC009135.1
AC009137.1	AC009137.1
AC009137.2	AC009137.2
AC009139.1	AC009139.1
AC009139.2	AC009139.2
AC009141.1	AC009141.1
AC009142.1	AC009142.1
AC009145.1	AC009145.1
AC009145.2	AC009145.2
AC009145.3	AC009145.3
AC009148.1	AC009148.1
AC009152.1	AC009152.1
AC009152.3	AC009152.3
AC009152.6	AC009152.6
AC009154.1	AC009154.1
AC009154.2	AC009154.2
AC009158.1	AC009158.1
AC009159.1	AC009159.1
AC009159.2	AC009159.2
AC009159.3	AC009159.3
AC009163.1	AC009163.1
AC009163.2	AC009163.2
AC009163.4	AC009163.4
AC009163.6	AC009163.6
AC009163.7	AC009163.7
AC009166.1	AC009166.1
AC009166.3	AC009166.3
AC009167.1	AC009167.1
AC009171.2	AC009171.2
AC009185.1	AC009185.1
AC009226.1	AC009226.1
AC009227.1	AC009227.1
AC009227.2	AC009227.2
AC009228.1	AC009228.1
AC009229.1	AC009229.1
AC009229.2	AC009229.2
AC009229.3	AC009229.3
AC009230.1	AC009230.1
AC009234.1	AC009234.1
AC009236.1	AC009236.1
AC009236.2	AC009236.2
AC009237.14	AC009237.14
AC009237.15	AC009237.15
AC009242.1	AC009242.1
AC009244.2	AC009244.2
AC009248.2	AC009248.2
AC009248.3	AC009248.3
AC009262.1	AC009262.1
AC009264.1	AC009264.1
AC009268.2	AC009268.2
AC009268.3	AC009268.3
AC009269.2	AC009269.2
AC009269.3	AC009269.3
AC009269.4	AC009269.4
AC009269.5	AC009269.5
AC009271.1	AC009271.1
AC009271.2	AC009271.2
AC009275.1	AC009275.1
AC009276.1	AC009276.1
AC009283.1	AC009283.1
AC009292.1	AC009292.1
AC009292.2	AC009292.2
AC009299.3	AC009299.3
AC009301.1	AC009301.1
AC009303.2	AC009303.2
AC009309.1	AC009309.1
AC009312.1	AC009312.1
AC009313.1	AC009313.1
AC009315.1	AC009315.1
AC009318.1	AC009318.1
AC009318.2	AC009318.2
AC009318.3	AC009318.3
AC009318.4	AC009318.4
AC009320.1	AC009320.1
AC009336.1	AC009336.1
AC009365.1	AC009365.1
AC009365.3	AC009365.3
AC009365.4	AC009365.4
AC009387.1	AC009387.1
AC009396.1	AC009396.1
AC009396.2	AC009396.2
AC009396.3	AC009396.3
AC009403.1	AC009403.1
AC009403.2	AC009403.2
AC009404.1	AC009404.1
AC009407.1	AC009407.1
AC009411.1	AC009411.1
AC009411.2	AC009411.2
AC009413.2	AC009413.2
AC009414.2	AC009414.2
AC009432.2	AC009432.2
AC009434.1	AC009434.1
AC009435.1	AC009435.1
AC009446.1	AC009446.1
AC009464.1	AC009464.1
AC009468.1	AC009468.1
AC009468.2	AC009468.2
AC009478.1	AC009478.1
AC009480.1	AC009480.1
AC009486.1	AC009486.1
AC009486.2	AC009486.2
AC009487.1	AC009487.1
AC009487.3	AC009487.3
AC009495.1	AC009495.1
AC009495.2	AC009495.2
AC009495.3	AC009495.3
AC009498.1	AC009498.1
AC009501.1	AC009501.1
AC009501.3	AC009501.3
AC009502.1	AC009502.1
AC009505.1	AC009505.1
AC009506.1	AC009506.1
AC009509.1	AC009509.1
AC009509.2	AC009509.2
AC009509.4	AC009509.4
AC009511.1	AC009511.1
AC009511.2	AC009511.2
AC009518.1	AC009518.1
AC009522.1	AC009522.1
AC009533.3	AC009533.3
AC009542.1	AC009542.1
AC009549.1	AC009549.1
AC009554.1	AC009554.1
AC009554.2	AC009554.2
AC009558.1	AC009558.1
AC009560.1	AC009560.1
AC009560.3	AC009560.3
AC009560.4	AC009560.4
AC009562.1	AC009562.1
AC009563.1	AC009563.1
AC009567.1	AC009567.1
AC009570.1	AC009570.1
AC009570.2	AC009570.2
AC009597.1	AC009597.1
AC009623.1	AC009623.1
AC009623.2	AC009623.2
AC009623.3	AC009623.3
AC009630.1	AC009630.1
AC009630.2	AC009630.2
AC009630.3	AC009630.3
AC009630.4	AC009630.4
AC009646.2	AC009646.2
AC009652.1	AC009652.1
AC009652.2	AC009652.2
AC009654.1	AC009654.1
AC009656.1	AC009656.1
AC009682.1	AC009682.1
AC009686.1	AC009686.1
AC009686.2	AC009686.2
AC009690.1	AC009690.1
AC009690.2	AC009690.2
AC009690.3	AC009690.3
AC009704.1	AC009704.1
AC009704.2	AC009704.2
AC009704.3	AC009704.3
AC009716.1	AC009716.1
AC009720.1	AC009720.1
AC009720.2	AC009720.2
AC009731.1	AC009731.1
AC009754.1	AC009754.1
AC009754.2	AC009754.2
AC009779.2	AC009779.2
AC009779.3	AC009779.3
AC009779.5	AC009779.5
AC009802.1	AC009802.1
AC009803.1	AC009803.1
AC009803.2	AC009803.2
AC009812.1	AC009812.1
AC009812.3	AC009812.3
AC009812.4	AC009812.4
AC009831.1	AC009831.1
AC009831.3	AC009831.3
AC009835.1	AC009835.1
AC009869.1	AC009869.1
AC009878.1	AC009878.1
AC009878.2	AC009878.2
AC009879.4	AC009879.4
AC009884.1	AC009884.1
AC009899.1	AC009899.1
AC009902.2	AC009902.2
AC009902.3	AC009902.3
AC009908.1	AC009908.1
AC009948.1	AC009948.1
AC009948.2	AC009948.2
AC009948.3	AC009948.3
AC009950.1	AC009950.1
AC009951.2	AC009951.2
AC009951.5	AC009951.5
AC009951.6	AC009951.6
AC009955.1	AC009955.1
AC009955.2	AC009955.2
AC009955.3	AC009955.3
AC009955.4	AC009955.4
AC009961.1	AC009961.1
AC009961.4	AC009961.4
AC009962.1	AC009962.1
AC009965.1	AC009965.1
AC009970.1	AC009970.1
AC009971.1	AC009971.1
AC009974.1	AC009974.1
AC009974.2	AC009974.2
AC009975.1	AC009975.1
AC009975.2	AC009975.2
AC009987.1	AC009987.1
AC009988.1	AC009988.1
AC009996.1	AC009996.1
AC010082.1	AC010082.1
AC010086.3	AC010086.3
AC010092.1	AC010092.1
AC010096.1	AC010096.1
AC010099.4	AC010099.4
AC010105.1	AC010105.1
AC010127.1	AC010127.1
AC010132.1	AC010132.1
AC010132.3	AC010132.3
AC010132.4	AC010132.4
AC010136.1	AC010136.1
AC010145.1	AC010145.1
AC010148.1	AC010148.1
AC010149.1	AC010149.1
AC010157.1	AC010157.1
AC010157.2	AC010157.2
AC010163.1	AC010163.1
AC010163.2	AC010163.2
AC010163.3	AC010163.3
AC010168.1	AC010168.1
AC010168.2	AC010168.2
AC010173.1	AC010173.1
AC010175.1	AC010175.1
AC010181.1	AC010181.1
AC010181.2	AC010181.2
AC010183.2	AC010183.2
AC010185.1	AC010185.1
AC010186.1	AC010186.1
AC010186.3	AC010186.3
AC010196.1	AC010196.1
AC010197.1	AC010197.1
AC010198.1	AC010198.1
AC010198.2	AC010198.2
AC010201.1	AC010201.1
AC010201.2	AC010201.2
AC010201.3	AC010201.3
AC010203.2	AC010203.2
AC010205.1	AC010205.1
AC010207.1	AC010207.1
AC010210.1	AC010210.1
AC010226.1	AC010226.1
AC010230.1	AC010230.1
AC010235.1	AC010235.1
AC010240.3	AC010240.3
AC010245.1	AC010245.1
AC010245.2	AC010245.2
AC010247.1	AC010247.1
AC010247.2	AC010247.2
AC010251.1	AC010251.1
AC010255.1	AC010255.1
AC010255.3	AC010255.3
AC010260.1	AC010260.1
AC010261.1	AC010261.1
AC010261.2	AC010261.2
AC010266.2	AC010266.2
AC010267.1	AC010267.1
AC010271.2	AC010271.2
AC010273.1	AC010273.1
AC010273.2	AC010273.2
AC010273.3	AC010273.3
AC010275.1	AC010275.1
AC010280.1	AC010280.1
AC010280.2	AC010280.2
AC010280.3	AC010280.3
AC010285.1	AC010285.1
AC010285.3	AC010285.3
AC010291.1	AC010291.1
AC010300.1	AC010300.1
AC010307.2	AC010307.2
AC010307.3	AC010307.3
AC010307.4	AC010307.4
AC010319.2	AC010319.2
AC010319.3	AC010319.3
AC010319.4	AC010319.4
AC010319.5	AC010319.5
AC010320.1	AC010320.1
AC010320.2	AC010320.2
AC010320.3	AC010320.3
AC010320.4	AC010320.4
AC010323.1	AC010323.1
AC010325.1	AC010325.1
AC010325.2	AC010325.2
AC010326.2	AC010326.2
AC010326.3	AC010326.3
AC010327.1	AC010327.1
AC010327.3	AC010327.3
AC010327.4	AC010327.4
AC010327.5	AC010327.5
AC010327.7	AC010327.7
AC010327.8	AC010327.8
AC010328.1	AC010328.1
AC010329.1	AC010329.1
AC010331.1	AC010331.1
AC010332.3	AC010332.3
AC010333.1	AC010333.1
AC010333.2	AC010333.2
AC010333.3	AC010333.3
AC010335.1	AC010335.1
AC010336.1	AC010336.1
AC010336.2	AC010336.2
AC010336.3	AC010336.3
AC010336.4	AC010336.4
AC010336.5	AC010336.5
AC010336.6	AC010336.6
AC010336.8	AC010336.8
AC010343.3	AC010343.3
AC010359.1	AC010359.1
AC010359.2	AC010359.2
AC010359.3	AC010359.3
AC010378.2	AC010378.2
