	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
CCR6	-0.0004784007789229	-0.000312739565388	-0.0004397509633683	-0.0003295020974252	-0.0009193468817068	-0.0002951396387304	-0.0006275434758697	-0.0008150869994389	0.0007893985303003	0.0002201664950938	-0.0005365964279308	-0.0003861121958654	-0.0002476100912886	0.0016876031002542	-0.00051064119315	0.0087579610889618	-0.000302425240027	-0.0015274950644595	0.0017216027074482	-0.0005381686461115	-3.5176513066889826e-05	0.0011459399218327	-5.432040908672983e-05	-0.0005463353313048	-0.0005942618124006	-0.0003602581940868	-0.0001402810937918	0.0004304170553921	2.749299402152373e-05	0.0004048595218764	-0.0005766088930399	-0.0005095101121517	0.0001719154722234	0.0001273203329877	-7.340137106831254e-05	-2.4286074545798344e-05
CCR7	0.0020113346437578	-0.0005822787055029	-0.0001350556948727	0.0010428003041837	-2.338111531589317e-05	0.0011600084293585	0.0016031627666332	0.0001069372939247	-0.0007462410916091	-0.0012586001136348	-0.000213512518348	-0.0001465987155739	-0.0011897799527868	-0.0009297588041085	-0.0016804247195031	-0.0009129280274858	0.0009306289597762	-0.0008158029160058	-0.0012050501569319	-0.0015921861510332	-4.1255398095780486e-05	-0.000550327337777	-0.0002611126349104	-0.0003801204800887	-0.0013015955810407	2.7550064307225444e-05	-3.1162495738355935e-05	-0.0005290689461552	-0.0005981844029391	-9.416205429164611e-05	0.0013450389177705	0.0001964799440094	-0.0002872226111609	-0.000274210228396	-0.000496195488621	-0.0004914532659712
CCR8	-0.0001447538147001	-0.0002992930633882	6.405121515326139e-06	-4.630268303417774e-05	-0.0004573618507059	-1.6426365124653434e-05	-6.576559136744594e-05	-0.0002011159049487	0.0004955898541122	-0.000211414378605	0.0001406362098615	-8.238706930188417e-05	-0.0002056294893436	-3.037579469384146e-05	-0.0001156857488733	-0.0006269081020122	-5.864186837685286e-05	0.0011341847722312	0.0016126879527737	-0.0001214853637411	0.0005099829193384	0.0013543808849388	-0.0001563068793219	-0.000127733991032	-0.0001502459721328	1.1271003338799188e-05	-8.827443824633072e-05	-0.0001439306236471	1.1992599292542996e-05	0.0003062990006584	-0.000384728603554	-0.0002778258883439	-1.3255939979023594e-05	0.0001530905033425	-9.40308032092138e-05	-6.388166231964168e-05
CCR9	-0.0003166401045551	-0.0004403763394669	-0.0003434360911301	0.0001424133327547	-0.0006476122936458	-0.0001500333620817	0.0001721719710693	-0.0001222186797311	-0.0004691985509299	-0.0006887559128964	0.0009476026344654	-0.0002195110888519	0.0043427132604115	-0.0002497436929684	7.929489109490895e-05	0.0002207634377551	0.0012600211916409	-0.0002726662377096	-0.000404083021157	-0.000924055988491	-0.0002548650373263	0.0003003857338316	0.0002095264839622	-0.0002986361163035	-0.0005931818343404	0.000383217681641	0.000667197702126	0.000326589476978	0.0003380665883411	-0.0002314032315771	-0.0003027252428747	8.140551692983173e-05	1.52115924756622e-05	-0.0001086889750032	-0.0002226869204057	-3.684615231939174e-05
CCRL2	-3.993986611616624e-05	-9.632114459500865e-06	-7.83553239545142e-05	-4.677268215164229e-05	-0.000122483555631	-1.2252011883538848e-05	-1.4969677258952138e-06	-9.784675908832132e-05	-0.000103585252627	-2.5644130730828168e-05	1.924904532943512e-05	-8.818075588348422e-05	4.8146322718036535e-05	0.0002184281358896	0.0001667436203731	2.831552154281038e-05	0.0001553799620747	-6.500638559045794e-05	4.460980210400592e-05	0.0005325682343552	-6.812804637649789e-05	0.0002302765086331	-5.147260543918731e-05	-7.552272797393973e-05	5.396339440951768e-05	-9.11107744083265e-05	0.000191940563585	0.0001496300954462	5.945020059760409e-05	-6.91209128071633e-05	0.0001184349305451	5.6101217392187365e-05	-3.204139691492742e-05	0.0001342439695527	-6.466679721960772e-05	-3.982367003762535e-05
CCS	-3.605669752722237e-05	-0.0002368009196266	-0.0001579055050848	0.0001785943668019	0.0011841618505956	6.127552925268227e-05	-0.0001926555263937	-0.0002342489163103	-0.0002732130899147	-0.0002708283999957	-3.145949559052087e-05	-0.0003205071225916	-0.0001393552842153	3.740187409184383e-05	0.0002348197806725	-0.0002570718172975	-3.474729722849625e-05	0.0002799502369334	6.357359475858576e-05	0.0002839400574777	0.0001120616823137	-7.773374730618625e-05	-0.0001583682871678	-0.0001363533378402	0.0003781417499033	-0.000353933224575	5.390581409739229e-05	-0.0002739882459828	-4.870916018366253e-05	0.0003918240490493	0.000148056617757	0.0003281746053075	8.400408480720622e-05	-0.0001592444717211	-5.9293635981733615e-05	0.0008217044342398
CCSAP	-0.0001997075435059	3.66039482417299e-05	-9.73353376403851e-05	0.0001547162325235	-0.0014671864781204	-0.000124130998197	6.088683108871945e-06	-0.0001273345179072	0.0002711235699301	0.0005045461192484	0.0001053555248182	7.272960596778249e-05	-0.0003114701442423	0.000465043603522	-6.822960809135087e-05	0.0007665188786501	4.874874449444739e-05	0.0013516663757526	9.70779003227828e-06	-0.0002504435185771	1.3747911055569354e-05	-0.0002666993977285	0.0002770435153678	0.000366396424104	-1.598193118962512e-05	-3.66692845032941e-05	-8.665906855535665e-05	-6.785161813555957e-05	0.0001298962327069	0.0005150463636195	0.0003586367974769	-0.000380950654821	0.000259142357664	0.0007218168708222	-0.0002160276649849	-0.0001022256310444
CCSER1	-0.0007881529494911	-0.0002727618717452	-0.0003650019948717	0.0015224825717644	-0.0012659070887041	-0.0002488849686577	-0.0001617003593459	-0.0005397591112989	0.0024015352359309	-0.0002033488415009	-0.0001245731704019	-4.202764215762231e-05	0.0007684579056845	-0.0001084916858331	-0.0002412278001213	-0.0003970272467619	0.0001707323804011	-0.0015501532021811	-4.313106423597924e-05	1.6552527243526914e-05	-0.0002146468019536	-8.264135215833827e-05	-7.87092333495967e-05	0.0041436603500034	-0.0001866384147389	-0.0006653452315384	4.5864664761075545e-05	-0.0006281522971803	0.0003180912798857	2.692129512146596e-05	0.0006426998195011	0.000154418504654	-4.694887263891772e-05	0.0018378213404144	4.0562694343126e-05	-2.089907016023657e-05
CCSER2	-0.0001438536942465	0.0008101009309882	-0.0008743461888927	0.0003505375764097	-0.0077361904766354	0.0004524155050929	-0.0003655665822507	0.0001862756980333	0.001632934249087	0.0014772646693043	0.0005254578950223	0.001593368898531	0.0009161153151634	0.00015690540659	-0.000592941427134	0.0002707634137914	0.0006895291398499	0.0003511782810008	0.0004292670900531	0.0012998499573938	0.0012848343296558	-0.0002796329396839	-0.0004040774485213	0.0004531289438442	0.0003161700701524	0.0002949106974365	0.0020485651722659	0.0020806051695825	0.0005354707195278	-0.0001771995608894	0.0003618093908825	-0.0009490217664159	-0.0001982214543934	0.0002803250148513	-0.0003518499293269	0.0001952067816129
CCT2	-0.0004752679560821	5.136380433373348e-06	-0.0001046209841952	-0.00044574728583	0.0007574625405166	0.0002894504316473	-0.0004299322201166	0.0006540622890227	-0.0007659959966941	0.0003430836002047	0.0001468266540768	-0.0003060991689575	-0.0002609100286562	0.0002955401406158	0.0002837004397893	-6.609689697560356e-05	0.0002519481721894	7.406013873066162e-05	-3.6398741425224153e-06	-6.65991146977658e-05	0.0002567647942274	-0.000312235481716	-5.751802505611728e-05	-0.0001417182783486	0.0004559284505891	0.0013226109199201	-8.98055535914273e-05	0.000824874007274	-4.052318816877277e-05	0.0004047549827024	3.4507410592077075e-06	0.0006793193240477	-0.0001347123539502	4.844674989652782e-05	-0.0004309578380898	-0.0004349812900789
CCT3	-0.0004133474129721	5.783456414348223e-05	0.0002516109947207	-0.0005273709120127	0.0025068914838073	0.0003148853863211	-0.0005040176915224	0.0001206389816558	-0.0007274442397581	-0.0004536643882932	0.0001348818150267	-0.0005442639283015	-0.0006437139709585	1.1334336067348534e-05	0.000709507389943	-0.0002216010765169	0.0002056964244979	-9.040932859469017e-06	-0.0001244979791026	0.0002359237866691	-0.0003636923734826	-0.0003238091434009	-0.0004382305846084	-7.543439193304884e-05	0.0001259473076421	0.001010927316498	-0.0001860467565605	0.0006385143849801	-0.0001544848448214	-0.0005064732328692	-2.1089093579136265e-05	0.0006823501873949	-0.0001976233061798	-0.0003302724139426	-0.000386297445008	-0.000155636186409
CCT4	-4.763453143580768e-05	9.478768152248647e-05	8.318772360922544e-05	-0.0001310966467677	0.0006698365066563	0.0001000754574935	-0.0003498770308315	0.0001553653302432	-0.0003324281641975	-2.5557226432322544e-05	-2.3149646776658467e-05	-0.0002256245737937	-0.0002252727652601	0.0001921347609001	0.0001191195373239	-0.0001957128576982	0.0002186566918341	-0.000105618227539	-0.0002223666815778	9.287974106957936e-05	-0.0002703984834929	-0.0001632991112842	-2.9684404656398487e-05	-0.0001871592074998	-0.000183797895826	0.0003375988492991	-5.8672992287132247e-05	0.0004470077417715	2.7267207549357626e-05	-0.0001942484831848	0.0004137402005507	0.0007292615507498	-2.2639531368729692e-05	-0.0004898253497815	-0.0002762649504884	0.0002684639561067
CCT5	-0.0006807549746617	-5.017699834456262e-05	0.0004308784602065	-0.0005253075266328	0.0012111542120333	-0.0001678155602244	-0.0007382037280524	0.0007153051747947	-0.0004982483752012	-0.0005174460040582	0.0001928666847655	-0.0004939770634562	-0.0002229692417444	0.0003194316469767	0.0008504966636252	-1.7083023862365926e-05	0.0002039876233855	0.0001486507570615	0.0003539252510976	0.000371891012991	-4.745490931203135e-05	-0.0002028070799141	-8.65783097873643e-05	0.0002422423122524	0.0003517566818441	0.0012559681534142	-0.0001679182667129	0.0005505160555965	2.6975927171215663e-05	-0.0003704737443418	0.0004573754662074	0.0013445150982126	8.78343714414336e-07	-0.0004423425534144	6.490779277916966e-06	-6.056623567801378e-05
CCT6A	-0.0004233552499958	9.472438257195558e-05	0.0001275128029923	-0.0004860775426295	0.0016065940703079	-1.0343765733917252e-05	-0.0006888055722779	0.0003317183035732	-0.0004205390186097	-0.000431631891746	0.0001728842388245	-0.0004700367017889	-0.0001942172858005	0.0003868302325513	0.000645814877737	0.0002861155080318	-9.215659408893431e-05	-1.2744851592427244e-06	0.0001561501675748	0.0001825628592466	-0.0003449062396739	-0.0001293538546781	-0.0001506951760747	6.001423590765563e-05	0.0003364698226931	0.0004043773787574	-3.448246599174732e-05	0.0002168202851351	0.0002536340885929	-0.0006408317959243	0.0007763267503865	0.0004821707456534	9.984475973594806e-05	-0.0003366329994651	-0.0001411437441366	0.0003969389101532
CCT6B	-1.7154502599952711e-06	0.0002960503274688	-1.932139787356996e-05	0.0002882832390623	-0.0017830373286179	3.749024072079994e-05	-0.000120848108792	4.952668019005097e-05	0.0001413679145348	0.0006726980168565	0.0001485340715167	0.0004350517471758	3.7473224457404105e-05	-3.077995326516069e-06	-0.0003423436617301	1.0073008946582072e-05	-0.0001403994720511	0.0001074916936273	5.4266184618295015e-05	-0.0001415124132787	-0.00015299218994	0.000212798054999	9.5915632079821e-05	-4.09273780010711e-05	6.165186843028333e-07	0.0001239796309593	-8.92951689225472e-05	0.0001340580569229	2.7564169310845098e-05	0.0003722340440416	-0.0004508974711863	9.343502700838257e-05	-0.0001117859138461	0.0002850889960749	-8.728797256846757e-05	-0.0002218473878901
CCT7	-0.0003971733976667	-0.0002276659950017	3.901928227510976e-05	-0.0001467096536638	0.0018539012937127	-0.0001072700364059	-0.0003533739013495	4.8462308885992126e-05	-0.0002021352898986	-0.0001772300597963	-0.0001996911393212	-0.0004010864347143	-0.000183386977586	0.0001525994964281	0.0006569461348919	4.038181296566563e-05	-0.0001708825491102	9.737761306015884e-05	6.896685902892623e-05	0.0001660727502768	-0.0003438025471318	-0.0001717795116242	-0.0002049740544516	-0.0001539458554077	5.168518559460004e-05	0.0003792283863814	-0.0001157299071604	0.0006235047558528	6.79972503055175e-06	0.0004186984094864	0.0004488710236166	0.0007389645089092	-0.0001136838416193	-0.0006489225188835	-0.0005178262570667	0.0001319733710722
CCT8	-0.0001685384566348	8.462404145186688e-05	1.6641484576054052e-05	-0.0004132631143643	0.0022919992932512	3.0379811315533397e-05	-0.0001434693251087	-5.749708018764542e-05	-0.0005626708331215	-0.0002672939975604	-0.0001220497060181	-0.0004655241123501	-0.0003473182960834	-5.885481217558666e-05	0.0001779575432053	-8.883803369401204e-05	0.0002364783294088	-7.303512753452268e-06	-9.700653526042124e-05	-0.0002290187657353	-0.0003253208861295	-0.0002935736814587	-6.178738841046882e-05	-8.243942092459934e-07	0.0001548382134247	0.0003771972229802	-7.356901667956853e-06	0.0001203786994168	-0.0002276524771329	-0.0007060736021111	0.0005540191434567	0.0017087950990087	-8.624612312239439e-05	-0.0003339391558988	-9.16901147213428e-05	-0.0007640391087828
CCT8L2	3.784543006621424e-05	9.568380006076732e-05	0.0001590800547736	-3.919612554279953e-05	-0.0002669588275705	2.7901599842675425e-05	-4.133628753529476e-05	-8.198832000438707e-05	4.476916918630701e-05	-8.040994307386261e-05	-1.743160085289541e-05	-2.5750548097913493e-05	-6.000446681349752e-05	-6.400198817649294e-07	-4.196560465159917e-07	3.2791053672887395e-05	6.960652850765535e-05	1.4195610508673396e-06	-4.852243388660065e-05	1.647340678554495e-05	-6.298436582262805e-05	-3.010838346013046e-05	-5.497945583557701e-05	1.8796526366362376e-05	-3.6314280815180345e-06	0.0001649085232388	-1.4332389165623015e-05	-0.000175957913812	-2.149930113629532e-05	0.0002144574089774	-1.2951565123299826e-05	0.0001917860383883	-1.6097848882436005e-05	-5.5617748763018256e-05	-8.296603004048173e-06	-2.57925557678874e-05
CCZ1	-0.0001242929882063	-0.0002532424880684	-0.0002377962281214	-0.0001162472551514	-0.0003252555597925	-0.0001272073227009	0.0001626476249415	-3.0658207081862085e-05	-0.0001382997112028	0.0003696361833706	0.0004900013941303	0.0001251950057171	-7.700971406628998e-05	1.0873956325855476e-05	0.0005191484928268	-0.0001967817874437	0.0002984972051976	0.0003046107628349	0.0002265057736691	4.473539214964267e-05	0.0003268937825883	0.0002236114766179	-0.0001929990282779	7.19586098042822e-05	0.0001676319827682	0.0001251813208792	2.080338681561368e-05	-9.48275011512894e-05	0.0001995064939356	-0.0003422409828824	3.389987930984108e-06	0.0002177460931308	0.0002739158320155	-0.0007498033309863	-8.59997186436503e-05	0.0001938138636611
CCZ1B	-0.0001104876959548	-4.7330403066631086e-05	-0.0002340802076617	-1.912683978192069e-05	-0.0007775436306455	6.640337661446903e-06	5.294541762792247e-05	9.143033773161071e-05	-1.7781930890502213e-05	0.0003724177602391	0.0003145449070933	0.0002064440468985	-4.702038521448194e-05	-0.0001465092708928	0.0004110309151344	-5.909064835677074e-05	-2.262166424983088e-05	9.615888307211672e-05	0.0002584350602325	0.0001069393276864	0.0003046870681136	0.0001683310463068	-8.005044016161246e-05	-3.2047224903211885e-05	0.0004473224252621	-1.1828504885715178e-05	5.10841332957378e-05	-0.0002801440485918	0.0003162788581716	-0.0005433535053957	0.0002981520053067	0.0002361010219629	-5.706153299631664e-05	0.0005783199441958	-0.000215383556561	-0.0002790453700287
CD101	-2.181152841608654e-05	-8.716866470859263e-05	7.721075968214456e-05	5.783645726188441e-05	-0.0004705101452575	0.0006798202724774	0.0002129904481164	-0.0003278929311766	-0.0001490739118139	-0.0003778568882876	-0.0001092744709917	-0.0001528192393593	0.0005956474829893	1.6238807084792054e-05	0.0001915546765894	-0.0001469278859049	6.969746629810662e-05	-0.0002984922454904	0.0003760704108481	0.0002085357359242	0.0002458994032356	0.0004205681660484	-0.0003464143029366	-5.522291372521643e-06	-0.0003592761345112	-0.000235431118885	-2.445736610412052e-06	-2.3924948767477106e-05	-0.0003250950375428	9.998950863093776e-05	-0.0002341064856978	1.8531689990785417e-05	5.863730203032015e-05	-0.0002244634841486	-0.0001754789976871	6.71664747066062e-05
CD109	-0.0004283856403633	-5.030469235349719e-05	-0.0003510459714047	2.7136206962407965e-05	-0.0011423429708002	-0.0001996347052422	0.0016100913614966	-0.0002208024755179	-0.0007431372380056	-7.595634593715117e-05	0.0020286686844217	-2.217291992558367e-05	-0.0002987463177776	-6.260827926653461e-05	0.000449222930503	-0.0002924906161482	0.0018377444653362	2.2661363745152046e-05	0.0018657466825705	-0.0004138623238773	-0.0005082640952448	-0.0004593264393207	-0.000628635452145	-3.822337739178752e-06	-8.797912034749826e-05	-6.944133690643553e-05	0.0005615380921628	0.0001954767359777	-0.000546281785727	-0.0001914910148693	-0.0005031366507595	-0.0002305378949747	0.0001260505750798	-0.0004500088486634	-8.900069568045576e-05	-0.000141228839088
CD14	-4.910944454623837e-05	3.4316120769837234e-05	-2.195247073400338e-05	-5.624586557883704e-06	4.43009925934432e-05	-7.043488004193795e-05	-1.7025375033466014e-05	-3.07430623914038e-05	0.0001239095053977	-0.0001115198468401	-0.0002589654782718	-1.4251762074267307e-05	-0.0001002100991851	-7.460264251410263e-06	-0.0001250634792272	-8.210382055253243e-05	-3.3429188266533705e-05	-9.537164445615908e-05	-0.0001752664035806	5.500161158009543e-05	-0.0002510700954835	-0.0002296674113077	-0.000172710610068	-0.000104675631252	7.448391161005559e-05	8.420822608214075e-05	-7.157669272028788e-05	-4.065762881419097e-05	-0.0002594027794536	-0.000195398311596	0.0003003695379638	-0.0004220550498808	-0.0013101178368235	0.0370092458005486	-0.0006003687488484	0.0002997206423934
CD151	-0.0004399504825246	-0.000206903549279	4.988048851973083e-05	-0.0001224221799191	0.0002593663490316	-0.0001077173098434	-0.0001561699643257	-0.0001922391994555	-3.3430035425482883e-05	0.0002620911818821	-6.439163775507245e-05	-0.0003791514949845	0.0001922123538156	0.000490845146721	0.0009782038346513	0.0004103766811867	-0.000150925777975	0.0002183992483094	0.0007228474133761	0.0001467094751042	-0.000208242730677	-0.0001346752795916	-0.000112874657086	-9.3451699790442e-05	0.0001231485008817	-0.0003968142708439	-1.0830931910702974e-05	0.0002436356746131	4.450815210080977e-05	0.0008489802350135	-0.000253536712826	-7.420917219762161e-05	0.0021753485884843	-0.0002384990085867	-0.0001421527325969	-0.0001794126035195
CD160	5.133975610326107e-05	-0.0005704040293454	0.0003290348469642	-0.0001897660709761	-0.0014979406571599	-0.0001197265831905	2.8076461042396243e-05	5.3458833612379146e-05	5.656829771220071e-05	-0.00054297101998	-9.525169200015778e-05	-0.0007382756279518	-0.0010572339301313	0.0007685987865435	-0.0008523793302208	0.0002142841285614	-0.0003924980892386	7.481017098919397e-05	-0.0002045459799064	0.0059834216010286	-0.0001116380297564	-0.0001741572441659	-0.0002256261105946	3.1681455517578935e-05	0.0017863684937605	-0.0001340616179335	-0.0003400391808313	-0.0005766191351846	0.007877367228418	-0.0006487223502524	-0.0002495526129739	-0.0008001149444364	-0.000165687103658	0.0010591518784467	2.5617860070823177e-05	-0.0006148955613022
CD163	-5.233581764953071e-05	-1.4893795733296955e-05	-6.396904442691948e-05	1.0765177340126372e-05	-0.0002274352888793	-1.4396007304231244e-05	2.396910199390769e-05	-4.584007762155012e-05	0.0001574889860753	-1.904690811487363e-05	-0.0001121905054356	-4.7090027446904895e-05	0.0001176803951651	-1.6564301431806544e-05	-8.105025990932122e-05	1.873006643943759e-05	0.0002891627989312	6.457895003620096e-05	-9.129807192314128e-05	7.264755928431418e-05	0.0001205912823171	-0.0001059429686116	0.0001886496686553	-8.408815406715062e-05	-5.999429090934136e-05	4.439812993360296e-05	0.0003473990613398	-0.0002758064560573	3.165716195468305e-05	-0.000305954887365	-0.0002762186072555	-0.000472788564196	-8.215781749882554e-05	0.0150126336419328	0.0006158037463614	-0.0002644818011878
CD163L1	1.5807754241240447e-05	-4.8117395256176e-05	1.0278123777086083e-05	4.960289599078592e-05	-7.563784594201954e-05	-3.381513670266434e-05	-0.000121324587637	-6.80754012308961e-06	0.0001052358903256	1.9500526376779877e-05	-6.210498836427156e-05	-1.965716099076588e-05	0.0001281465134269	-3.546664361028535e-06	-8.623931220185413e-05	-0.0001034016332382	3.707395211818902e-05	-1.8859295221818e-06	-1.1734388564987348e-05	-9.76532405057117e-05	0.000302360475351	-4.8754146966986745e-05	-5.116362538110816e-05	-4.026063498291165e-05	0.0001133014433931	8.143877111412491e-05	-1.6764519163106606e-05	0.0005641135883403	5.164134139576424e-05	3.5073752042794136e-05	-0.0003221059906423	6.045248598996508e-05	4.669768872470804e-05	-9.973542499407869e-05	-0.000114738705082	-5.608487072332978e-05
CD164	-0.0002443905455188	0.0002844434523377	4.344673633869655e-05	-0.0002449097245155	-0.0015003911349883	-0.0005280872702837	-0.0003861992936574	-0.0003230947297592	7.603093396059657e-05	0.000491981904494	0.0002938854647086	-1.042690387815712e-05	-8.275943996542082e-05	0.0004852305475659	0.0012505656892891	-0.0001135972716935	-0.0002876057632455	-0.0001617634356246	7.649970608670966e-05	0.0008049260340232	-0.0002257275954752	0.0001266356085098	0.0001508541930143	5.752652572441969e-05	0.0009303045359234	-0.0006018561240525	5.9361193916889887e-05	0.0006148903742962	0.000765879889296	0.0007496953495712	0.0037869303031503	0.0005733478959217	3.9405210342060345e-05	-0.0004418657702153	-0.000166281249608	-0.0008119716402964
CD164L2	-1.98334468716089e-05	7.903042735756338e-05	-3.846876999214796e-05	-2.534646999147843e-05	6.218798219322659e-05	2.244240987367237e-05	2.6085109554783277e-05	-4.9732980952404745e-05	2.785025557905094e-05	4.2492334263098e-05	-6.55395682974377e-05	1.7154620842569058e-05	-7.152930044821616e-05	8.66154051815297e-05	-6.592532075293814e-05	5.124495247361131e-05	8.69451678572292e-07	-1.335682042425532e-05	-2.119551558221111e-05	9.254478953289664e-05	-0.0001215101048504	-1.6518715211919982e-05	-2.4310510938438263e-05	8.12283238134811e-05	-3.982231156249015e-05	7.655924077332513e-05	3.630867101183662e-05	-0.0001459198550532	6.871284854383858e-05	-0.0002533418117735	7.727690692011809e-05	-2.727717164096192e-05	-6.597379062768242e-05	-2.82349119672276e-05	-3.2039470659606506e-05	-1.2610223158296424e-05
CD177	-3.3470647986365814e-05	2.8389070379190267e-05	3.682900293022108e-05	0.0001380542163678	-4.215212936213886e-05	-1.349658045749364e-05	-3.854267015590758e-05	-7.421673493222292e-05	-6.580754230416383e-05	3.8902618596530826e-05	1.1425892300782528e-05	-3.1820372070680205e-05	-2.0503388214549703e-05	-1.072287167739343e-05	1.806052295411173e-05	-2.149077951267397e-05	-2.327118775268984e-05	1.401052285805859e-05	-3.4662037953623555e-05	-2.3997568756289147e-05	-3.7144175465788026e-05	0.0001195766278065	5.733956311912682e-05	8.854645915003494e-06	-2.4640620745592272e-05	-0.0002074534145013	9.18053635539913e-06	0.0001568046840011	-7.326016323050236e-06	3.0312251176703057e-06	7.555739787612289e-05	-0.0001065879263954	-1.6286380417055997e-05	-4.006154696444437e-05	-9.437093913525988e-06	-1.4600198383198125e-05
CD180	-4.983710168103794e-05	8.012714115080766e-05	2.9163699568679775e-05	2.924116279030785e-05	-0.0001509708072912	-9.594801146200632e-06	4.834521633593441e-05	-0.0001121053597339	8.386858156853927e-05	-4.743977951709306e-05	2.2839125306984423e-05	-1.2771905893162354e-06	-0.0001027566333686	-4.289066418145093e-05	-7.016580879428636e-05	3.754330178173666e-06	8.960320868973886e-05	3.099420953728705e-05	-9.034711516234812e-05	-4.869781630827775e-05	2.4678576167702463e-05	0.0001367306903501	0.0001291518030869	0.0001344032444422	-2.2175545807341784e-05	0.0002284190308125	1.3882282922467538e-05	-7.913236009890592e-05	-7.388807342510311e-05	6.79126822351116e-05	0.0002044378207335	-0.0001693264744971	0.0002332843400365	4.8267733387150885e-05	-4.8163638668057696e-05	-6.608770630845705e-05
CD19	4.625802324127376e-05	4.012930874205915e-05	-1.0837229344873848e-05	9.572140174852364e-05	-0.0001473600362308	2.1088233029179963e-05	-4.003614809852904e-05	-8.884942245264901e-05	1.06969759747574e-05	-1.911139452543892e-05	-2.0564062396983456e-05	1.2784808194967017e-05	-1.6653624450787917e-05	-1.0818688316378074e-05	-2.7809302118397984e-05	-1.841731353154854e-05	3.015015523158661e-05	-2.9312259369180017e-05	-5.471849549277733e-05	-0.0001608503207306	-0.0001908889318015	0.0001100702272541	-8.787930456809429e-05	2.232033544721432e-06	-5.159544284138338e-05	0.000405929253362	-4.606373376275959e-05	0.0001524928030824	0.000243161048292	0.0002002867273783	-0.0001392334451705	0.0001417251856594	-6.964562506255742e-05	-0.0001687255419838	0.0002435290867617	-7.111569256913446e-05
CD1A	-3.877549341362372e-05	-6.050885903998548e-05	-8.436026754057915e-05	-3.4088069069735184e-05	-7.589733738692636e-05	4.407378973313568e-05	6.905307650295716e-05	-1.28770831795414e-05	4.900005796842449e-05	0.0001038748855343	-8.035432787512542e-05	-8.519537567996052e-05	0.000105146350197	2.6382724824352217e-05	0.0002020139028902	4.75818201023723e-05	0.0004405910537834	-2.4526866661271237e-05	-8.095490785308779e-07	-5.6233566307801206e-06	2.2522241980246657e-05	-2.284621274535435e-05	4.741664046938981e-05	-0.0001107366606241	-8.941532945456706e-05	-0.0003180511472004	-1.2215590490670958e-05	-0.0001111190293662	-8.84322151810063e-05	0.0004209569587046	0.0001654087091068	7.607291627039246e-06	-5.462315189074188e-05	0.000219086439714	-4.15313012255106e-05	-1.752994701177625e-05
CD1B	2.6040892514320928e-05	4.692757161956151e-05	-3.559900825265296e-05	3.435880546661834e-07	2.171664543537068e-05	-8.488685657969679e-06	-1.7950047841204464e-05	-4.467510364324297e-05	-1.2500708810375542e-05	-3.0087269024596415e-05	-1.8969224172755304e-06	-4.339069340691506e-05	-1.9996464168649653e-05	-1.8417098670349184e-05	-6.742015462241484e-05	3.243329281624641e-06	-2.5902466105368136e-05	4.12684155157799e-06	-4.172125628152985e-06	2.564515037505176e-05	-3.917722399542604e-05	-4.747711739850854e-07	-3.3683493077000023e-06	4.264255559814222e-06	0.0001974356123885	-4.154402849350898e-05	-6.814570755735695e-06	-5.58160778748687e-05	0.0001790003067638	-1.4669586218605309e-06	2.0599411820135306e-05	-1.4617708454717125e-05	-8.141036433934161e-06	-1.6736756928835634e-05	-7.136025321798837e-06	-1.0288580324671774e-05
CD1C	-0.0001239028871289	-0.0001790105994196	6.108173620891579e-05	8.433274783809564e-05	4.768301021177843e-05	4.803656660292491e-05	0.000136145003014	1.569978610967013e-05	-8.842771582564084e-05	9.239629513289152e-05	-3.932147106423318e-06	-1.3150910272433569e-06	-3.9143242999687566e-05	7.482337508618428e-05	-4.171796994717225e-06	4.903304685785808e-05	7.497541687141536e-05	-6.593825530994992e-05	2.581125170864241e-06	-6.270545305307603e-05	3.3062507224852915e-05	3.971989459910743e-05	8.623541212092207e-05	6.065627822153074e-05	-8.992258624130184e-05	-5.327888172029236e-05	-3.6199449274697086e-05	-9.221799600884376e-05	-2.068395233401157e-06	0.0005761414327953	-0.0001331349063154	8.2534430350561e-06	-4.549636980703022e-05	-0.0001862942976152	-3.304794448407965e-05	-2.80562716103374e-05
CD1D	-1.9741505470798328e-05	-3.77463822059041e-05	-6.327769209059886e-05	4.057646619470876e-05	-7.649302687656253e-05	-4.474789448615818e-07	-8.635687401650141e-05	2.422772191483688e-05	0.0001405855733251	-4.866524549670278e-05	-2.9609169548749952e-05	-4.051283080876853e-06	-0.0001851557749541	3.2125462960942086e-05	-5.80070229604152e-05	8.521992869831404e-06	-1.3782711521167774e-07	-4.306455840260423e-05	0.000263362402961	8.656461544117741e-05	-0.0002397035462814	-8.337198418707474e-06	-6.561474695410493e-05	0.0003187754746868	-1.9493987257807675e-05	0.0001410078358116	-2.789560947649553e-05	-0.0002361827923899	-4.198111181837832e-05	0.0006530161956774	4.953728039557167e-05	0.0004612387558748	0.0003748684517602	0.0003585911459074	0.0001646482711895	-0.0001316944328739
