	1	2	3	4	5	6	7	8	9	10	11	12
CHST4	-1.4145451736670812e-05	0.0001523711834004	0.0001365383472392	-2.6553139386533377e-05	-6.466199093700805e-05	-0.000103711293281	-0.0001541149657206	-1.183791485965354e-05	1.5808540760164198e-05	-1.488751274066099e-05	-7.83227482862579e-05	-3.1645534116649427e-06
CHST5	1.8339093065036149e-06	-0.0001217019225792	0.0001212505323726	-7.340649456294978e-05	-4.462005347066765e-05	-0.000146536339496	-0.0001368274684655	0.0003368536967908	-6.08621044584419e-05	-1.938927065457745e-05	0.0009843061213342	-2.3493815558458576e-05
CHST6	0.000115374933456	-4.437716376368863e-05	-0.0001237635306808	-0.0001466828529472	-2.573188183508697e-05	0.0001903462164711	4.515898391914327e-05	-0.0001029197970762	-0.000132060528962	9.685992867289522e-05	0.0002171094994595	0.0002087716089205
CHST7	0.0002911586785704	-0.0001313206731495	-0.0004194063273403	-0.0003602173211661	0.0001450401528266	-3.301846890182029e-05	0.0006020751093469	-0.0002527462176149	-6.667045826475966e-05	-0.0001065433853392	0.0002616443501544	0.0010491084707878
CHST8	-5.512022029205536e-06	-2.038727781434393e-05	1.3439596794991583e-05	-3.990500338112572e-05	-9.04807570452048e-06	0.000114800870371	-4.390578126345485e-05	-0.0001531348375665	0.0002351858698465	-6.0843772355355866e-05	4.628161192608512e-05	6.9760122925017255e-06
CHST9	1.0077150177818612e-06	-5.3405395860203335e-05	-6.137286945953678e-06	-0.0001563367214638	7.887199505040217e-05	0.0002059886554502	-0.0001752713078616	8.741382723056542e-05	0.0001478999565444	-7.817963470523701e-06	-0.0001355827544005	-4.2898315319670014e-05
CHSY1	-0.0002281847813234	0.0013904072152667	-0.0013607378164907	-0.0010186371431621	6.861671853876044e-05	0.0011428175490814	-0.000224031015045	-3.236406570325977e-06	-0.0001965129762118	-0.000112103527779	0.0008192365891911	-0.0003941030770946
CHSY3	-8.311283964521775e-05	-2.6074982161659736e-05	-0.0001744113766375	0.0001940505516953	1.888133390022369e-05	6.659282915917603e-05	5.653409186113517e-06	0.0001673875463342	-7.570657253144457e-05	-2.1812945574614443e-06	9.523053426167933e-05	-0.000165783271837
CHTF18	0.0001558289112119	-9.046624162154356e-06	7.513378255063492e-05	-0.0001547245723606	-7.161581240406259e-05	-0.0001411749585485	0.0001940996605948	-0.0001195139156394	-6.192949399402582e-05	-2.6898473736699966e-05	0.0002495284599139	-4.644351617171404e-06
CHTF8	3.596741210845429e-05	-6.91350273901133e-05	3.110251096310597e-05	1.185595280575434e-05	9.369751935759057e-05	-5.112464873108197e-06	8.791099702451457e-05	-0.0001142150704543	-0.0001861587193464	5.341883195487935e-05	-3.583555556320088e-05	-0.0002315898823695
CHTOP	-2.165535709115056e-05	7.17963618674575e-05	0.0001534823361325	0.000126896032084	0.0001172688627004	-0.000410174353577	-0.0003686710520677	0.000126490917774	0.0001183081758161	-2.4720620748513264e-06	0.0002304054547429	-0.0003270879871289
CHUK	0.0003081121310923	6.1485453502314815e-06	-0.0005495573440258	-0.0003505916560582	0.0002363530038938	0.0002494655759901	0.0001231933503866	-0.0001798519758695	0.0002476684959499	-0.000133197370455	-0.000283308059871	-3.606098815505711e-05
CHURC1	-0.0003349695743258	0.0001005917417111	0.0002485638792387	0.0014936432826423	-8.579583713561216e-05	-0.0008841656647109	-0.0003455923232686	-0.0003699339361718	-0.0001452903375627	-9.313728555369408e-05	0.0003424795095241	0.0002060270548106
CIAO1	-2.102042168519112e-05	9.721020837126024e-05	6.988033160025603e-05	2.059504712493309e-05	8.211892949902255e-05	-0.0003111842013563	-4.295429884928808e-05	-0.0001172860042752	-3.9268401134956053e-07	5.964408713200096e-06	0.0003888582276704	4.628187614523667e-05
CIAPIN1	-0.0001371768417185	6.864873512898135e-05	0.0003333005437405	0.0002104881226385	5.316620252863367e-05	-0.0002598672595467	-5.952800505079566e-05	-0.0002679389531946	-0.0001871676746946	-1.04583885798044e-05	8.1837551121646e-05	4.003525008481709e-05
CIART	3.870618563358667e-05	-4.627635274792397e-05	0.0001701476181125	-3.7880602295635264e-05	-2.330973709203316e-05	-0.0001187857730278	-0.0001104633885958	4.817251387872735e-05	-0.0001807613982501	0.0001717675649318	0.0001350783591138	-5.7587569688713707e-05
CIB1	-0.0007672073110217	-0.0002004205305873	0.0030728036323607	-0.0001949974031714	-0.000888365132951	-0.0008658925894238	0.000197018569264	0.0001265250106564	-4.754676189175279e-05	-1.973673485404984e-05	0.0004195418661462	-0.0005486729642556
CIB2	-8.077224554890634e-05	-0.0005799782899867	-0.0010844809764067	0.0030299925778214	-0.0001415502632511	-1.6747407383463885e-05	-0.0002566098888028	-0.0003380793937104	-0.0003551721789128	-0.0001868578187425	-1.854330071631879e-05	-4.4768527902811365e-05
CIB3	3.2928332152564046e-05	1.244963760114239e-06	-8.561964229128059e-06	-7.734519748430866e-05	-5.804764724177565e-06	-3.6392288062243006e-06	-3.052339268047493e-05	-4.0828317263915134e-05	-4.733384685602906e-05	1.1847353087340472e-05	-0.0001105203889507	0.000334584063331
CIB4	-6.916372171108503e-05	-9.930660244053196e-05	-6.340064194378412e-05	6.208190193990037e-05	0.0001417020269037	5.100858298894027e-05	-0.000104995631553	0.0001228804345362	6.653030079080086e-05	-2.4558581639811524e-05	0.0001527430731867	-0.0001011567645185
CIC	1.103602656273206e-05	3.437058507385458e-05	8.30400167759799e-05	-0.0003352965741941	-1.0996128451509908e-05	0.0001339188030659	-3.3666786409028845e-05	0.0001160424635856	-4.496364513121411e-05	0.0001207638302006	-3.5687368801985854e-06	-0.0001142495236767
CIDEA	-6.18380092414187e-05	2.2929621715888268e-05	-0.0001211992108072	8.864075099529585e-05	-8.280713305016431e-06	4.832763671657609e-05	-4.805628673355936e-05	6.424999843672563e-05	-8.262519332280326e-05	0.0003191498966229	-1.1072583905632636e-05	4.8989967204219217e-05
CIDEB	-0.0002647110400326	0.0002088099792007	0.0010337824068779	-0.0006271173448345	4.95300378384328e-05	5.51368950292124e-05	-0.000487191697035	-0.0001069430647259	-0.0001876498703287	-0.0001970145239335	0.0004504900910085	-0.0003817225072866
CIDEC	7.317288650506731e-05	-6.587582325992471e-05	-0.0001486575299491	-6.32522314093508e-05	-1.9199129166514622e-05	6.624528897475884e-07	4.3011096977419664e-05	0.0001364098714956	8.426017589026731e-05	9.37948224536451e-05	-0.0001143286640219	9.95558751518298e-05
CIITA	0.0002372587445881	-0.0014711498653762	0.0003349357468474	-0.0019655283610859	0.0017793638682505	0.0011525081681598	-0.0004876303641903	-0.0002225209822307	0.0011017594100743	0.0001441896603697	0.0005519721004352	-0.0002067304524563
CILP	5.7868633848724e-05	-6.282063028551616e-05	6.901650263221547e-06	-2.2798073832191586e-05	-1.4324625361072776e-05	-2.8662679892015145e-05	-5.466031977822606e-06	8.088403579995799e-05	4.364342710767891e-05	-4.347020641857056e-05	9.838749820202546e-05	2.06661591557168e-05
CILP2	-7.16127231364481e-05	-3.641231083291318e-05	-0.000311828368377	7.696577347974135e-05	0.0001355523012842	0.000332616400274	5.461119434415276e-05	-0.0001852753483715	-8.158136799685905e-05	-4.925330576637659e-05	0.0006875886107565	-9.545226777376787e-05
CINP	-0.0002534235304779	9.412359702278114e-05	0.0002536455356873	0.0004788186878559	-5.665651455645575e-05	-0.0002627347600852	-0.0001996612717306	4.479314372938103e-05	-2.186654098829243e-05	0.000221127966076	-0.0003730531388674	-0.0001154856228311
CIPC	4.017808635330688e-05	-2.4448484997419637e-05	-0.0001185195643647	-0.000208663961693	0.0002599508825839	-0.0002284896130661	3.658953010751578e-05	2.7364283210161825e-05	-0.0002438529684086	-0.0001627868055717	0.0005742874298364	0.0010099449584431
CIR1	0.0005287427158856	-0.0001943376107059	-0.0009084674333562	0.0001797936042952	7.47340475757643e-05	1.6823048070227775e-05	6.78599769999792e-05	-5.7362483351622775e-05	0.0001402088029631	-0.0001619712684603	0.0002230214419273	4.860459816195317e-05
CIRBP	-0.0005271010593608	-0.0006886712716523	7.037282148520516e-05	0.0032412730542798	-0.0007623192171246	0.0001516233834296	9.708868205663074e-05	-0.0006960074393985	-0.0004818473003193	-0.0001746072075651	-0.0003260730326554	-0.0003447322270386
CISD1	-0.0001727389286455	4.84842481816954e-05	0.0008987626122158	-0.0001523155461784	0.0001791696300025	-0.0004826096487505	-0.0003486483613159	-0.0002295089564492	-5.695653327774304e-05	0.0001641729314731	-4.045320331923653e-05	-0.0001915920098042
CISD2	-0.0001784024360759	-0.0003115537107357	0.0002063783950678	0.0010065229218835	-0.0002469306869679	-0.0001988037899653	-0.0001227390393567	-9.13161892248266e-05	1.8973837733576014e-05	0.0001088762893826	0.0005229845131608	-0.0003325195249749
CISD3	-0.0004640349995315	0.0002907145205945	0.000474278236905	0.0006366943188643	-0.000259669375638	-0.0004841800440343	6.514607763229052e-05	1.73377883979879e-05	-0.0003057269976705	-4.101641265726063e-05	0.0001469648407497	-0.0003667496984254
CISH	-0.0001365935542552	0.0001777078462733	-2.806305635508085e-05	0.0001005664723658	0.0001886823052766	-0.0001248873374142	-7.568109351404335e-05	-0.0003063033630784	0.0001663077440527	-0.0001279572745997	0.0003168401215526	-0.0001435030393323
CISTR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT	0.000235146812015	-6.602235420745064e-05	-6.154118473541258e-05	-0.0001925691883842	1.7933954074613874e-05	-0.0001643858998924	1.2780471531266017e-05	0.000139999887293	-5.126390580962308e-05	6.089886740936885e-05	-2.8757414374259514e-06	-7.138803490777508e-05
CITED1	0.0001111142558449	-3.073695741769464e-05	-6.980873361868965e-05	-0.0001505587749977	-6.570278853153254e-05	0.0001049934592495	-3.185123946774833e-05	0.0001282853292399	-5.7441390771532857e-05	-4.406728660431652e-05	0.0001530499285745	-0.0001094751771639
CITED2	-0.0004292823223141	0.0002976055928779	0.0004974017128794	0.0001750865559736	-0.0005602664332496	-4.603948721349532e-05	0.0001292262258607	0.0004018621275396	-0.0005878765882035	0.0001282518692273	0.0005133793174452	-0.0003325119479862
CITED4	-0.0003632294643912	0.0004825421225553	0.0006377907002821	-0.0001242021086357	-0.0002107896780301	-0.0001150598862667	-0.0001654841650476	-0.0002965019957877	8.506030480384745e-05	0.0001335189852779	-0.000350822467798	-0.0001073659144916
CIZ1	0.0001217126113829	-2.1751140457196887e-05	-0.0003102252148803	8.243146989437943e-05	0.0002090696454571	-3.582192026605374e-05	-0.0002147251664093	-2.5079708387645704e-05	0.0001637358676935	-8.934269774697239e-07	-0.0002238798263335	-0.0001818618496574
CKAP2	1.8449544379026287e-06	-0.0001821523181652	-0.0001367154254451	0.0004636871281181	0.0002935103756732	-0.0003724022717387	-5.8992385551405045e-05	-0.0002425792325244	-7.134166792940283e-05	0.0002574467130625	-0.0002117045411527	0.000236015635603
CKAP2L	1.5839597789499693e-05	-1.963040927062341e-05	8.12068404043762e-05	-6.549302072446142e-05	-0.0001001228090312	-8.101050923536901e-05	0.0004676602753798	-4.238866145348344e-05	-5.837000273161928e-05	-4.234084262478872e-05	-0.0003575059358094	-4.963302133507824e-05
CKAP4	-0.0001749856560954	0.0018090001226782	-0.0006210020459527	-0.0006981181792948	-0.0005690215008944	-0.0002919015205086	-0.0001073092730919	0.0005353652501823	-0.0003347100845336	-0.0001486408671493	-0.0002968886103724	-0.0001625544278271
CKAP5	0.0005097233715908	-5.768698992759361e-06	-0.0009405423452808	-0.0005505249919941	0.0006953462542844	1.567373880149854e-05	-3.183479416705828e-05	-5.596575473979534e-05	-0.0001097060068803	-8.804000617697564e-05	-0.000343823674096	0.0003313083221632
CKB	-9.772835112425011e-05	-0.0001437178754381	0.0004345420591792	-0.0002391465143039	-0.0002519029710861	0.0001135632422621	6.572013352933741e-05	-6.776933245053411e-05	-0.0001969402917329	0.0002736927866702	0.0004810638223167	0.0024583002547279
CKLF	-0.0007271740717217	0.0004095279154134	0.0032158087331332	-0.0008697148394184	-0.0004771985165097	-0.0009361735362886	-3.511959786846529e-05	-0.0004354259394519	-0.0004845918402621	0.0001324352596065	-0.0006349683562116	-0.0005112445846305
CKM	0.0001884830084617	9.542204287819108e-05	-2.869897560617772e-05	-0.0003442848777747	-0.0001130858994794	3.810033654813622e-05	6.341223402384557e-05	1.9769468034679928e-05	-7.422421099438558e-05	-1.971548333203623e-06	-1.196162154137787e-07	-9.984229854960508e-05
CKMT1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKMT1B	-7.667541980062834e-06	1.884222963546156e-06	5.304889576719176e-05	-4.4333824219935206e-05	5.621244812342364e-05	-0.0001089316360157	-8.365961879276833e-05	6.274053443882359e-05	-4.768886431283447e-06	0.0002817093483096	-0.0001575749299167	-0.0001167654143645
CKMT2	0.0002011640211008	-8.311787286200682e-05	-0.000200298223421	-2.6512647498297417e-05	-2.9751125315803928e-05	-2.229455333796381e-05	4.075201147565791e-05	1.901876136770046e-05	-0.0001260332622136	3.356868665573444e-05	0.0001078146399371	-8.853306139543041e-05
CKS1B	-0.0002934920217099	-0.0003594502086039	-0.0001626953466945	0.001894633237763	-9.81206965737892e-05	-0.0003013673707773	7.122955879693206e-06	-0.0004005740781978	-9.790766085987078e-05	-0.0001062058694299	-0.0001586626477188	0.0005328171196681
CKS2	-0.0004687567590611	-0.0003490856570799	2.30303730331975e-05	0.0015573764199835	-0.0002822590184185	0.0002607068751557	1.1307099251768104e-05	-0.0003895698620168	-0.0001330773894205	0.0003781406135215	-0.0001543042869742	3.607293186550666e-05
CLASP1	0.0011759618129351	-3.930377266319718e-05	-0.0021165100098964	-0.0012885992718036	0.0009881936084913	0.0006536784163369	-6.66942255725882e-05	9.984360390949335e-08	-4.164553645055405e-05	-0.0001665936922235	4.587849612940394e-05	0.0004901704676007
CLASP2	0.0014722719895165	-0.0004778102829624	-0.002016985052605	-0.0010239559793362	0.0006017243374961	0.001208213047455	-0.0002959678087958	-0.0004146488529139	2.7620945627653475e-05	0.0004650544312094	-0.0001877393129713	0.0002352527330731
CLASRP	0.0006632355466291	-0.0003044891907736	-0.0008140811491401	-0.0004110606239427	0.0002958562736555	0.0003907368732975	0.0001466884584796	-0.0001684337866109	-0.0001683308694827	-3.8995366232240445e-05	2.7067922159649013e-05	-0.000115127054074
CLC	-4.842093090950858e-06	-3.759932720200347e-05	-2.02004908740048e-05	-7.619818412974489e-05	6.777892310388923e-05	-1.2457466591391173e-05	-2.700092587037413e-05	-4.62012565871061e-05	0.0003993666168804	-3.789900473783437e-05	1.9874507198734275e-05	3.610874648050544e-05
CLCA1	-0.0001057372188501	-6.969194619593838e-05	-6.924804987659388e-06	0.0001746025390481	-1.073908109257325e-05	1.9923858421011315e-05	0.0001111199962535	3.944712320893888e-05	-9.267839377462257e-06	-4.525420967106944e-05	8.152328622443286e-06	-2.4129484754042444e-05
CLCA2	4.748692301705861e-05	-0.0001113168163579	-2.681026804962837e-05	-5.798365010663197e-05	-9.496074417172128e-06	0.0001028776047743	-3.431990816213122e-05	0.0001918545497698	-9.505469401937622e-05	-2.835389838796324e-05	-2.5593979438993536e-05	-1.3777713900418058e-05
CLCA4	3.989353009042458e-05	2.501773568437233e-06	-1.9973345991169732e-08	2.007459863913112e-05	3.198141593375612e-06	-0.000114425839072	-4.035530090676534e-05	8.648408668203614e-05	-7.925949977496067e-05	-1.9516117525398387e-05	-9.639432819212968e-05	2.082507616430432e-05
CLCC1	-3.766656784667914e-05	-5.146930629102228e-05	-0.0002580859162575	0.0003740380907494	0.0001346640989759	-9.569535003587196e-05	-0.00011283869284	-3.978314629252491e-05	-3.795388883243864e-05	-6.778322870443225e-05	0.0002109812373079	8.953874127261334e-05
CLCF1	-0.0001186160696906	0.0001386748969284	-5.608720194555762e-05	-9.92169706468458e-05	-5.934164694598748e-05	-0.000125554991584	0.0003273114116954	0.0001525006871248	0.0001086442964242	2.50319697037363e-06	-0.0002719959131475	-0.0001395005245578
CLCN1	-2.806480977265652e-05	9.205027626777992e-05	0.0002340127042454	-0.0001462463112502	-0.0001276922928149	-0.0002573988307276	0.0001083666440884	6.8749771234112e-05	-0.0002093754910668	0.0006905265699172	-0.0003853162283114	-7.272520075605626e-05
CLCN2	1.5431949038797583e-05	4.467053637100486e-05	-0.0002844144073603	-0.0001397634994289	0.0002632166512633	0.000100981938959	-0.0001011845298721	-9.590771885988854e-05	-0.0001052168668097	1.286418497726462e-05	0.0005779950020073	7.761622680115793e-05
CLCN3	0.0003872301181661	2.1937567119126403e-05	-0.0004283167454644	-2.683408211222206e-05	0.0004013848394253	-0.0001648927225647	-0.0001300877700301	-0.0001514918029298	-0.0002740206234321	-0.0001004002744983	-0.0004766134424546	-0.0004524252558479
CLCN4	-0.0001372377463727	-0.0001878481507737	-0.000264499495674	-0.000228068579546	2.025242975006497e-06	0.0001093494592739	5.109348398567046e-05	-0.0001061455977762	-0.0002196358052634	0.0030500106019855	-0.0002956023579826	-8.584338512284182e-05
CLCN5	0.0015004553910855	-0.0007645392687271	-0.0012588569714413	-9.420034470339898e-05	0.0004741727630183	0.0001845841521327	-0.0001413442753757	-3.322606971213515e-05	-0.0004103038891136	-0.0005631895296744	-0.0002888200504472	-0.0002268805250396
CLCN6	1.1536561566906594e-05	1.892413516778698e-05	-0.0006480494775284	-0.0005159802432988	0.0004331423364539	6.070412359905832e-05	0.0003101248603608	0.0003543814479847	-8.10715037112753e-05	-0.0001045749441686	0.0006555817035545	0.0004879746629256
CLCN7	-3.678850192619693e-05	0.0001829390328945	-0.0002807398288431	-0.0003338340068789	0.0001740432091833	-0.0001968429716225	0.0004100208782072	0.0001681853213265	-0.0001036594137473	-0.0002015059584381	0.0003443761262459	0.0002627721991339
CLCNKA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCNKB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN1	6.0519719563039925e-05	-9.429125031228388e-05	-0.0001104021592945	-0.0001021524534984	-9.17279573317794e-05	3.4989605254742335e-05	0.0003249782583579	1.0351694595813168e-05	0.0002628991721148	-2.1292296295713783e-05	6.143652121975639e-05	-0.0001114132418899
CLDN10	-6.357903687502652e-06	-0.0001728763540812	1.4073318655323972e-05	-0.0001192424470637	0.0001655986679085	6.163148486906916e-05	0.0002538869675616	-5.828261941480255e-06	-3.790621561520088e-05	1.1804320445720278e-05	-0.0003448528236455	-4.663483854024517e-06
CLDN11	0.0001288650333368	-3.548153823256425e-05	-0.0001016699307584	-0.0002236459823508	9.909633988254198e-06	7.517324650116636e-05	-0.0001100799609505	6.245964732664984e-05	0.0001179479990319	-4.162562880571608e-05	0.0004912071952517	-6.950562831827896e-05
CLDN12	0.0002426536951729	-0.0001933413909022	-0.0001232141332144	-0.0001590228490953	7.119924822001245e-05	0.00013898158511	-4.900978483431325e-05	2.1708085960878924e-05	-8.910711899509992e-06	-5.157859355440273e-05	2.8062896666826943e-05	-0.0001690444992704
CLDN14	0.0001636733546995	6.849271771477048e-05	1.810088037014592e-05	-0.0002366803020683	-9.964729475209073e-05	-0.0001199841218453	0.0001446945240548	-3.18337857550271e-05	9.776964689133257e-05	-3.4719950924197286e-05	-0.0002474568869249	-9.304644952131572e-05
CLDN15	0.0001399954249421	1.7863296164195858e-05	-8.952510802429512e-05	-7.072693956194626e-05	-9.20579790291287e-06	5.843096359951697e-05	-0.0002179819770252	-5.792831618855412e-05	-8.047983484689207e-05	7.818903005407292e-05	0.0001086465663216	1.2580924209182094e-05
CLDN16	2.4621379798045044e-05	7.863755299580437e-05	-3.35179127829305e-05	-6.018578484655356e-06	-2.8012298865072344e-05	0.0001276520935957	-0.0001451652281302	-6.954279774614051e-05	-1.915406703218956e-05	-3.498773561036261e-05	-0.0001997464599212	3.383841938145497e-05
CLDN17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN18	3.6125209749528426e-05	-0.0001548701924943	5.433234518026227e-05	-0.000187971090363	0.0001868233923657	0.0002572134864181	7.033594902283643e-05	-0.0001218558323049	-0.0001948303429421	1.215521785984358e-05	-0.0001921291694472	4.263893188559625e-05
CLDN19	-2.9345661273287675e-05	2.3165615136072897e-05	0.0002281759679534	-0.0001055602031342	2.8336923645543697e-05	3.933340803664842e-05	-0.0001008052486958	-0.0002110803132444	2.1672170064168164e-05	-1.6538430352096495e-05	0.000299494598802	-2.65747421625942e-05
CLDN2	8.682905582017104e-05	-2.3168256646720835e-05	-0.0001432774472706	7.96094545322775e-06	4.990454922407668e-05	0.0001199293775342	-5.89858940323302e-05	-0.0001011096552452	-6.27219280670945e-05	-4.117901265898919e-05	-1.8817419712276503e-05	-7.23596740536239e-06
CLDN20	0.0002988126291164	-0.0001448388081259	-0.0002272755679876	-0.0001685020364689	8.039729777077621e-05	8.660273454803008e-05	8.583426002951599e-07	7.596063997644789e-06	-7.307562474932481e-05	-3.512018081005648e-05	9.346304654717987e-06	0.0001419813451558
CLDN22	1.4368360709599097e-07	-5.021753795909537e-05	0.0001085330187605	-5.21954798358362e-05	5.202073294909858e-05	-0.0002095525565022	0.0001725604874683	0.0001536326109212	-8.13298177999192e-05	-2.2324265285712236e-05	-0.000303750898022	-3.672714226615775e-05
CLDN23	-8.780510208495162e-05	5.726479020092565e-05	-0.0002949320308374	0.0006281286686579	6.08261069313517e-05	-0.000116748867921	-6.091552762522561e-05	-9.354938532728818e-05	-0.0002262710211781	-0.0001064594062069	9.059988643540708e-05	5.586783834912559e-06
CLDN24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN4	2.376029503416312e-05	-4.23573112819672e-05	0.0002439878717428	-7.737155942498839e-05	-3.981437457356334e-06	-0.0002426449016765	-6.098643285511108e-05	0.000116901062156	4.030616113164968e-05	5.894154375039016e-06	0.0001052928415603	-6.411679207726262e-05
CLDN5	-8.759272237900366e-05	-3.21833165707516e-05	-0.0002366540693109	0.0002101174268176	-5.189313605358073e-05	1.1983339682590162e-05	0.000149662832917	-8.09924448240136e-06	0.0002597383775502	-4.393196498709982e-05	0.0005123099410265	0.0001161368764608
CLDN6	-2.363141868925232e-05	3.769184088844001e-05	-6.623882061249751e-05	-8.288653211103062e-05	-5.479995511549782e-05	0.0001150390352017	-5.851123944145325e-05	8.448107957176837e-05	5.827583473186864e-05	0.0001566535629902	9.766649043072313e-06	-6.3290250183019975e-06
CLDN7	-5.9591501557654695e-05	0.0001859084268384	0.0004386650796995	-0.0002686010327272	8.208284084752638e-05	-0.0003767356148115	0.0001991238554027	-0.0001747719697257	-0.0002588523805588	-1.9296087901801733e-05	-0.0003228819338493	-7.31930491114145e-05
CLDN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN9	6.235397709730058e-05	-1.2780343784574508e-05	7.652827585326396e-05	-0.0001596109878655	2.7371286697887296e-05	-3.034826791129252e-05	-4.02556895302707e-05	6.416402684249756e-05	-5.767533904779901e-05	3.028804378835172e-05	-0.0001109662680093	-0.000106580676432
CLDND1	-2.0668724756760584e-05	-4.291464451488316e-05	0.0002930303117495	-0.0001367370833362	0.0001330234335547	-0.0002311346336859	-4.999967994430316e-05	-8.584717630272733e-05	2.053932408553829e-05	-7.476571573685865e-05	6.852491106349426e-05	0.0001597972897701
CLDND2	-6.518821656515738e-05	3.332596955942917e-07	0.00019081495238	0.0001543017547611	-4.3467885784877626e-05	-0.0001890258811684	-1.029110610215476e-05	1.7257614156985543e-05	-9.834031326088342e-05	-3.297065837991789e-05	-0.0001924847056903	-9.000934384977393e-05
CLEC10A	-0.0004526565983435	-0.0001852247499576	0.0032780161196037	-0.0014706586304682	-0.0003498923602176	-0.0004819693772096	0.0007339568609535	-0.0001309866604698	-0.0005588814818667	-0.0008052583705701	-0.0005304964044877	-0.0004852126385872
CLEC11A	-9.47842472837182e-05	0.0005575284326374	0.0005463472608862	-0.0002467774951322	-0.0003032723426664	-0.0002032252555111	-0.0001711537526202	-1.7759921932376792e-05	-0.0004843832766672	-0.0002615275929903	-0.0002651735695303	-0.0004005156227058
CLEC12A	-0.0004466773321111	0.0019641277832079	-6.545009069050687e-05	-0.0014368892409052	0.0008111253370375	-0.0012116584366074	-0.0003473862460798	-5.123185805441306e-05	-9.33501048781468e-05	-0.0003080501238614	1.0813935532462326e-05	-0.0006668162690114
CLEC12B	-0.000136899027478	0.0006302024341501	-0.0003406744783249	-0.0004813464627573	0.000390522896923	-0.0001397665816583	-1.288402095972694e-05	-4.894910903231461e-05	-0.0002251083855492	-0.0001174599941173	-7.895834166199383e-05	-0.0003078449434943
CLEC14A	-1.858292854851873e-05	1.505348892688912e-05	0.000240532704721	-5.739825499622976e-05	-0.0001623630150754	-0.000118347375884	-7.066226394934777e-05	-1.3083621170358582e-05	6.820511512765898e-05	0.0004220825602066	-4.464248620663429e-05	5.712633285350092e-05
CLEC16A	0.0003764478599347	-0.0004307710422773	-0.0012233692394176	-0.0010257039215368	0.0010242608030611	0.0014201574403668	-0.0002951001027641	-9.143301774855442e-05	0.000125440463227	-3.131704999509259e-05	8.509164899405595e-05	0.0001582836249142
CLEC17A	-0.0001829680462096	-0.0005969286150241	0.0012080890826598	-0.0006793161850293	0.0002534258559073	0.0008879870828696	0.0003138567581924	-0.0009727991688246	8.880423112364098e-05	-0.0002601149756912	-0.0009081013314618	0.0006898495353222
CLEC18A	-2.537808230183041e-05	6.633338108172361e-05	-0.0001465813679723	-7.50489793329639e-05	6.175160927919875e-06	0.0001660790728832	8.592084960753946e-06	9.947667511169972e-05	-3.0765846576907895e-05	5.030823350580929e-05	-0.0004202191260719	-4.105069004200279e-05
CLEC18B	-3.448927940513097e-05	2.0638018870577906e-05	-9.303948972651717e-05	-7.77511768540498e-05	2.240566703847556e-05	3.377719641151897e-05	9.097437742150768e-05	-1.7741050843026073e-05	0.0003228233267065	0.0001256364510571	-0.0003100147810173	-8.682510434294442e-05
CLEC18C	2.639547019890984e-06	0.0001389696556488	-0.0002155707490892	3.1391401364257095e-05	0.0001381939735004	-7.655442786735685e-05	-4.028306393264017e-05	-0.0001138082794269	0.0001175443560105	-2.389834234940779e-05	0.0001474813577705	-6.671477613181311e-05
CLEC19A	-2.4974468587516047e-05	-7.38230503960643e-05	-2.7190834977109575e-05	-4.582344180722093e-05	1.887361253693333e-05	7.825212358112741e-05	0.0001186433077268	0.0001294324416308	2.686980141308462e-05	-3.369665175036539e-05	-0.0001709471253514	-9.97567535495279e-05
CLEC1A	-0.0001039943737836	0.0001795625125622	-0.0006447478692207	-0.0003485331100008	0.0002380631471555	-3.937189272919298e-05	0.000720962894187	-6.694192965850985e-06	-0.0001854012381756	0.0003680525977862	0.0009546595536177	-0.0001390698276019
CLEC1B	-0.0001149514846991	8.179263413206128e-05	-0.0002959035650056	-0.0003404961080706	0.0006122435956878	-6.936677663022111e-05	2.643149754288541e-05	0.0001152878104704	-0.0002193368455702	-0.0001368582608631	0.0001330767023648	-0.0001093997578204
CLEC2A	0.0001014405602816	-7.718751542990559e-05	-1.0467916837990377e-05	-6.010552720209323e-05	1.3818169124033702e-05	1.7813350292448582e-05	-6.369543638461741e-06	-5.686721797831968e-05	-4.442061244447092e-05	-2.954892756847458e-05	0.0003898701843515	-7.347715205166485e-05
